指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,282.68",+,61.45,0.34,
發行量加權股價指數,"15,914.70",+,50.75,0.32,
臺灣公司治理100指數,"9,106.35",+,29.82,0.33,
臺灣50指數,"12,206.44",+,30.92,0.25,
臺灣50權重上限30%指數,"11,477.16",+,31.61,0.28,
臺灣中型100指數,"14,148.42",+,96.33,0.69,
臺灣資訊科技指數,"21,549.04",+,97.22,0.45,
臺灣發達指數,"10,123.62",+,46.93,0.47,
臺灣高股息指數,"6,624.86",+,23.11,0.35,
臺灣就業99指數,"9,733.69",+,37.39,0.39,
臺灣高薪100指數,"8,574.12",+,15.70,0.18,
未含金融指數,"13,831.25",+,54.82,0.40,
未含電子指數,"17,803.32",+,11.47,0.06,
未含金融電子指數,"15,067.67",+,32.28,0.21,
小型股300指數,"8,954.45",+,31.48,0.35,
水泥窯製類指數,644.04,+,2.02,0.31,
塑膠化工類指數,851.28,+,2.53,0.30,
機電類指數,"4,272.87",+,21.98,0.52,
水泥類指數,167.96,+,0.71,0.42,
食品類指數,"1,928.56",+,7.82,0.41,
塑膠類指數,247.51,-,0.52,-0.21,
紡織纖維類指數,578.59,+,1.93,0.33,
電機機械類指數,276.41,+,4.14,1.52,
電器電纜類指數,118.63,+,2.17,1.86,
化學生技醫療類指數,120.69,+,0.19,0.16,
化學類指數,134.01,-,0.97,-0.72,
生技醫療類指數,74.12,+,0.72,0.98,
玻璃陶瓷類指數,54.35,-,0.21,-0.38,
造紙類指數,300.36,+,0.14,0.05,
鋼鐵類指數,147.85,-,0.39,-0.26,
橡膠類指數,250.34,+,9.75,4.05,
汽車類指數,356.49,+,2.70,0.76,
電子工業類指數,760.67,+,3.62,0.48,
半導體類指數,366.89,+,0.71,0.19,
電腦及週邊設備類指數,143.75,+,1.22,0.86,
光電類指數,36.68,+,0.34,0.94,
通信網路類指數,136.35,+,0.48,0.35,
電子零組件類指數,170.50,+,2.32,1.38,
電子通路類指數,181.80,-,0.63,-0.35,
資訊服務類指數,151.42,-,0.01,-0.01,
其他電子類指數,101.10,+,1.41,1.41,
