指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"16,755.31",+,200.35,1.21,
發行量加權股價指數,"14,719.64",+,169.02,1.16,
臺灣公司治理100指數,"8,506.20",+,79.06,0.94,
臺灣50指數,"11,364.54",+,109.18,0.97,
臺灣50權重上限30%指數,"10,731.88",+,114.67,1.08,
臺灣中型100指數,"12,470.75",+,236.56,1.93,
臺灣資訊科技指數,"19,305.93",+,177.53,0.93,
臺灣發達指數,"9,837.06",+,118.30,1.22,
臺灣高股息指數,"6,052.29",+,80.08,1.34,
臺灣就業99指數,"8,769.90",+,151.19,1.75,
臺灣高薪100指數,"8,053.74",+,117.77,1.48,
未含金融指數,"12,684.47",+,131.59,1.05,
未含電子指數,"17,214.26",+,256.92,1.52,
未含金融電子指數,"14,444.77",+,185.96,1.30,
小型股300指數,"7,982.25",+,92.23,1.17,
水泥窯製類指數,625.47,+,6.38,1.03,
塑膠化工類指數,787.48,+,8.03,1.03,
機電類指數,"3,827.04",+,35.85,0.95,
水泥類指數,166.43,+,1.79,1.09,
食品類指數,"1,836.39",-,3.86,-0.21,
塑膠類指數,226.53,+,2.22,0.99,
紡織纖維類指數,545.22,+,8.78,1.64,
電機機械類指數,229.13,+,2.52,1.11,
電器電纜類指數,86.61,+,1.99,2.35,
化學生技醫療類指數,111.08,+,1.03,0.94,
化學類指數,131.74,+,1.06,0.81,
生技醫療類指數,63.82,+,0.69,1.09,
玻璃陶瓷類指數,46.25,+,0.29,0.63,
造紙類指數,286.34,+,5.98,2.13,
鋼鐵類指數,139.23,+,5.65,4.23,
橡膠類指數,251.04,+,3.65,1.48,
汽車類指數,324.91,-,3.04,-0.93,
電子工業類指數,683.87,+,6.31,0.93,
半導體類指數,328.01,+,3.32,1.02,
電腦及週邊設備類指數,121.05,+,0.92,0.77,
光電類指數,31.91,+,0.42,1.33,
通信網路類指數,135.28,-,0.06,-0.04,
電子零組件類指數,150.87,+,2.19,1.47,
電子通路類指數,168.19,+,1.32,0.79,
資訊服務類指數,120.99,+,1.49,1.25,
其他電子類指數,96.42,+,0.46,0.48,
建材營造類指數,343.05,+,2.78,0.82,
航運類指數,199.24,+,2.31,1.17,
觀光類指數,99.00,+,4.20,4.43,
金融保險類指數,"1,497.06",+,29.57,2.02,
貿易百貨類指數,306.20,+,4.65,1.54,
油電燃氣類指數,110.78,+,2.49,2.30,
其他類指數,343.75,+,3.87,1.14,
臺指日報酬兩倍指數,"27,554.60",+,625.61,2.32,
臺指反向一倍指數,"4,727.88",-,55.56,-1.16,
電子類兩倍槓桿指數,"26,377.59",+,482.32,1.86,
電子類反向指數,"4,307.68",-,40.49,-0.93,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,911.65",+,50.52,1.31,
臺灣中小型公司治理指數,"6,441.92",+,154.27,2.45,
臺灣IPO指數,"5,227.28",+,85.62,1.67,
智慧中立指數,"3,744.18",-,9.22,-0.25,
臺灣5G指數,"7,188.39",+,92.97,1.31,
臺灣企業社會責任中小型指數,"7,554.76",+,111.20,1.49,
特選臺灣電動車代表指數,"5,344.47",+,91.06,1.73,
臺灣5G+通訊指數,"5,473.20",+,51.32,0.95,
臺灣全市場指數,"4,972.69",+,59.89,1.22,
臺灣全市場半導體指數,"4,582.85",+,80.03,1.78,
臺灣電動車與自駕科技永續概念指數,"3,952.05",+,61.71,1.59,
臺灣智慧移動與電動車指數,"3,678.72",+,39.12,1.07,
特選小資高價30指數,"4,189.59",+,67.61,1.64,
特選臺灣綠能及電動車指數,"4,138.76",+,61.75,1.51,
特選臺灣智能車供應鏈聯盟指數,"4,014.09",+,48.22,1.22,
臺灣全市場半導體精選30指數,"3,624.55",+,70.40,1.98,
特選臺灣高股息30指數,"3,801.71",+,48.65,1.30,
臺灣友善環境指數,"4,425.48",+,66.11,1.52,
台灣永續價值指數,"4,115.36",+,55.84,1.38,
特選臺灣IC設計指數,"2,753.51",+,82.73,3.10,
特選臺灣環境永續高股息指數,"3,997.50",+,42.37,1.07,
臺灣友善環境50指數,"3,873.49",+,45.00,1.18,
特選台灣策略高股息30指數,"3,773.98",+,40.02,1.07,
特選臺灣IC設計產業代表指數,"3,073.83",+,107.04,3.61,
特選臺灣綠能指數,"4,524.32",+,70.71,1.59,
特選臺灣成長高股息指數,"3,754.99",+,65.80,1.78,
特選臺灣智慧50指數,"3,776.63",+,52.58,1.41,
特選臺灣標竿PCB指數,"3,650.54",+,58.05,1.62,
臺灣晶圓製造指數,"4,118.14",+,74.30,1.84,
臺灣精選高息指數,"3,818.65",+,73.68,1.97,
臺灣多因子優選高股息30指數,"4,625.84",+,104.78,2.32,
特選臺灣優利高填息30指數,"4,395.74",+,78.35,1.81,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"24,991.96",+,968.16,4.03,
金融類日報酬反向一倍指數,"5,146.88",-,105.84,-2.01,
漲升股利150指數,"7,642.27",+,126.48,1.68,
藍籌30指數,"7,115.72",+,77.79,1.11,
工業菁英30指數,"7,488.48",+,97.93,1.33,
電子菁英30指數,"7,184.28",+,77.04,1.08,
低波動股利精選30指數,"6,696.83",+,65.61,0.99,
中小型A級動能50指數,"12,859.24",+,186.34,1.47,
