指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"20,125.05",+,101.59,0.51,
發行量加權股價指數,"17,545.32",+,79.69,0.46,
臺灣公司治理100指數,"9,828.35",+,35.74,0.36,
臺灣50指數,"13,044.40",+,43.60,0.34,
臺灣50權重上限30%指數,"12,200.94",+,40.49,0.33,
臺灣中型100指數,"18,188.93",+,157.59,0.87,
臺灣資訊科技指數,"24,943.75",+,127.91,0.52,
臺灣發達指數,"9,664.45",+,21.29,0.22,
臺灣高股息指數,"8,666.53",+,40.86,0.47,
臺灣就業99指數,"11,413.27",+,25.24,0.22,
臺灣高薪100指數,"9,754.64",+,34.54,0.36,
未含金融指數,"15,215.66",+,73.45,0.49,
未含電子指數,"18,289.14",+,24.24,0.13,
未含金融電子指數,"14,893.59",+,13.00,0.09,
小型股300指數,"10,114.68",+,47.15,0.47,
水泥窯製類指數,600.97,+,1.21,0.20,
塑膠化工類指數,789.66,-,3.61,-0.46,
機電類指數,"4,895.92",+,29.90,0.61,
水泥類指數,156.92,+,0.22,0.14,
食品類指數,"2,036.62",+,7.33,0.36,
塑膠類指數,210.31,-,2.04,-0.96,
紡織纖維類指數,626.83,+,2.09,0.33,
電機機械類指數,311.13,-,0.87,-0.28,
電器電纜類指數,101.07,+,0.70,0.70,
化學生技醫療類指數,127.65,+,0.41,0.32,
化學類指數,159.79,+,1.41,0.89,
生技醫療類指數,69.09,-,0.14,-0.20,
玻璃陶瓷類指數,50.23,+,0.29,0.58,
造紙類指數,336.88,+,1.26,0.38,
鋼鐵類指數,141.54,-,0.01,-0.01,
橡膠類指數,263.40,-,0.51,-0.19,
汽車類指數,402.59,+,1.38,0.34,
電子工業類指數,874.15,+,5.54,0.64,
半導體類指數,406.81,+,1.24,0.31,
電腦及週邊設備類指數,239.15,+,5.38,2.30,
光電類指數,37.29,+,0.30,0.81,
通信網路類指數,149.84,+,1.40,0.94,
電子零組件類指數,196.43,+,1.05,0.54,
電子通路類指數,239.98,+,3.67,1.55,
資訊服務類指數,178.77,+,1.40,0.79,
其他電子類指數,101.08,+,0.28,0.28,
建材營造類指數,431.91,+,1.48,0.34,
航運類指數,152.59,+,0.71,0.47,
觀光餐旅類指數,131.30,+,0.93,0.71,
金融保險類指數,"1,701.37",+,3.92,0.23,
貿易百貨類指數,281.91,+,0.64,0.23,
油電燃氣類指數,105.42,-,0.45,-0.43,
綠能環保類指數,91.96,-,0.23,-0.25,
數位雲端類指數,78.00,-,0.94,-1.19,
運動休閒類指數,89.54,-,0.07,-0.08,
居家生活類指數,107.29,+,3.44,3.31,
其他類指數,368.61,+,1.74,0.47,
臺指日報酬兩倍指數,"37,962.31",+,343.29,0.91,
臺指反向一倍指數,"3,835.97",-,17.58,-0.46,
電子類兩倍槓桿指數,"40,890.79",+,515.03,1.28,
電子類反向指數,"3,193.47",-,20.50,-0.64,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,056.98",+,18.35,0.45,
臺灣中小型公司治理指數,"9,793.54",+,137.23,1.42,
臺灣IPO指數,"5,217.34",+,43.68,0.84,
智慧中立指數,"3,416.83",-,10.14,-0.30,
臺灣5G指數,"8,750.25",+,16.23,0.19,
臺灣企業社會責任中小型指數,"11,393.96",+,47.31,0.42,
特選臺灣電動車代表指數,"8,103.29",+,35.25,0.44,
臺灣5G+通訊指數,"7,004.63",+,36.72,0.53,
臺灣全市場指數,"6,007.58",+,30.02,0.50,
臺灣全市場半導體指數,"6,172.76",+,25.82,0.42,
臺灣智慧移動與電動車指數,"4,589.65",+,32.35,0.71,
