指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"23,074.05",+,22.18,0.10,
發行量加權股價指數,"20,228.43",+,29.34,0.15,
臺灣公司治理100指數,"11,632.38",+,4.73,0.04,
臺灣50指數,"15,885.54",+,28.46,0.18,
臺灣50權重上限30%指數,"14,367.98",+,29.26,0.20,
臺灣中型100指數,"19,582.47",+,26.63,0.14,
臺灣資訊科技指數,"31,507.72",+,70.08,0.22,
臺灣發達指數,"9,922.82",+,41.98,0.42,
臺灣高股息指數,"9,716.44",-,39.56,-0.41,
臺灣就業99指數,"12,692.25",-,1.14,-0.01,
臺灣高薪100指數,"10,843.14",-,28.22,-0.26,
未含金融指數,"17,707.45",+,35.48,0.20,
未含電子指數,"18,871.24",-,75.88,-0.40,
未含金融電子指數,"15,122.56",-,66.12,-0.44,
小型股300指數,"10,893.31",+,15.55,0.14,
水泥窯製類指數,579.91,-,3.91,-0.67,
塑膠化工類指數,749.56,-,3.71,-0.49,
機電類指數,"5,986.97",+,24.89,0.42,
水泥類指數,150.98,-,1.14,-0.75,
食品類指數,"2,103.58",-,17.63,-0.83,
塑膠類指數,186.55,-,0.94,-0.50,
紡織纖維類指數,632.31,-,4.67,-0.73,
電機機械類指數,415.15,+,1.78,0.43,
電器電纜類指數,109.58,+,2.20,2.05,
化學生技醫療類指數,130.56,-,0.40,-0.31,
化學類指數,169.23,-,2.45,-1.43,
生技醫療類指數,68.77,+,0.44,0.64,
玻璃陶瓷類指數,49.42,-,0.06,-0.12,
造紙類指數,338.44,+,0.10,0.03,
鋼鐵類指數,139.33,-,0.79,-0.56,
橡膠類指數,269.93,-,3.00,-1.10,
汽車類指數,410.28,-,1.41,-0.34,
電子工業類指數,"1,067.23",+,4.33,0.41,
半導體類指數,516.17,+,0.26,0.05,
電腦及週邊設備類指數,272.08,+,2.23,0.83,
光電類指數,38.46,+,0.07,0.18,
通信網路類指數,151.81,+,1.73,1.15,
電子零組件類指數,230.29,+,3.85,1.70,
電子通路類指數,279.88,-,2.61,-0.92,
資訊服務類指數,196.57,+,2.93,1.51,
其他電子類指數,134.11,+,1.47,1.11,
建材營造類指數,475.05,+,0.10,0.02,
航運類指數,154.15,-,0.71,-0.46,
觀光餐旅類指數,126.47,+,0.42,0.33,
金融保險類指數,"1,816.78",-,5.98,-0.33,
貿易百貨類指數,279.44,+,0.05,0.02,
油電燃氣類指數,93.34,-,1.08,-1.14,
綠能環保類指數,107.80,+,2.04,1.93,
數位雲端類指數,66.34,-,0.99,-1.47,
運動休閒類指數,96.01,-,1.27,-1.31,
居家生活類指數,106.49,-,0.66,-0.62,
其他類指數,357.14,-,4.67,-1.29,
臺指日報酬兩倍指數,"50,276.31",+,145.63,0.29,
臺指反向一倍指數,"3,314.57",-,4.82,-0.15,
電子類兩倍槓桿指數,"60,525.18",+,489.14,0.81,
電子類反向指數,"2,596.51",-,10.62,-0.41,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,995.67",+,7.37,0.18,
臺灣中小型公司治理指數,"9,809.51",+,12.72,0.13,
臺灣IPO指數,"5,735.62",+,9.75,0.17,
智慧中立指數,"3,655.87",+,2.22,0.06,
臺灣5G指數,"10,383.02",+,25.24,0.24,
臺灣企業社會責任中小型指數,"12,718.39",-,150.16,-1.17,
特選臺灣電動車代表指數,"9,660.64",+,94.37,0.99,
臺灣5G+通訊指數,"8,712.07",+,61.49,0.71,
臺灣全市場指數,"6,996.56",+,7.56,0.11,
臺灣全市場半導體指數,"7,203.08",-,19.17,-0.27,
臺灣智慧移動與電動車指數,"5,430.28",+,24.10,0.45,
特選小資高價30指數,"7,028.81",+,58.26,0.84,
特選臺灣綠能及電動車指數,"5,927.02",+,21.32,0.36,
特選臺灣智能車供應鏈聯盟指數,"6,319.39",+,11.94,0.19,
臺灣全市場半導體精選30指數,"5,750.90",-,13.91,-0.24,
特選臺灣高股息30指數,"5,620.96",-,104.89,-1.83,
臺灣友善環境指數,"6,152.40",-,8.11,-0.13,
台灣永續價值指數,"5,603.72",+,8.58,0.15,
特選臺灣IC設計指數,"4,705.16",+,1.61,0.03,
特選臺灣環境永續高股息指數,"6,965.68",-,133.54,-1.88,
臺灣友善環境50指數,"5,091.67",+,10.82,0.21,
特選臺灣IC設計產業代表指數,"5,931.01",+,3.37,0.06,
特選臺灣綠能指數,"5,876.58",+,27.07,0.46,
特選臺灣智慧50指數,"4,701.79",+,6.38,0.14,
特選臺灣標竿PCB指數,"5,537.13",+,51.98,0.95,
臺灣晶圓製造指數,"5,967.58",-,30.37,-0.51,
臺灣精選高息指數,"5,651.76",-,106.49,-1.85,
臺灣多因子優選高股息30指數,"8,293.35",-,137.89,-1.64,
特選臺灣優利高填息30指數,"7,088.79",-,95.72,-1.33,
特選臺灣科技優息指數,"9,563.99",-,144.35,-1.49,
臺灣工業4.0指數,"7,526.26",+,106.26,1.43,
臺灣半導體收益指數,"6,922.29",-,61.14,-0.88,
臺灣優選成長高股息指數,"7,757.13",-,117.55,-1.49,
