指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"22,125.88",+,395.48,1.82,
發行量加權股價指數,"19,305.31",+,369.38,1.95,
臺灣公司治理100指數,"10,943.30",+,279.86,2.62,
臺灣50指數,"14,831.74",+,440.22,3.06,
臺灣50權重上限30%指數,"13,481.14",+,303.54,2.30,
臺灣中型100指數,"19,416.92",+,81.05,0.42,
臺灣資訊科技指數,"29,408.66",+,"1,040.98",3.67,
臺灣發達指數,"9,769.94",-,10.38,-0.11,
臺灣高股息指數,"9,270.59",+,91.38,1.00,
臺灣就業99指數,"12,038.94",+,141.40,1.19,
臺灣高薪100指數,"10,413.55",+,145.69,1.42,
未含金融指數,"16,917.65",+,359.67,2.17,
未含電子指數,"18,535.31",-,3.17,-0.02,
未含金融電子指數,"15,119.81",-,8.77,-0.06,
小型股300指數,"10,610.61",+,62.58,0.59,
水泥窯製類指數,586.10,+,0.17,0.03,
塑膠化工類指數,772.81,-,1.81,-0.23,
機電類指數,"5,630.44",+,154.57,2.82,
水泥類指數,151.63,+,0.09,0.06,
食品類指數,"2,100.67",+,7.13,0.34,
塑膠類指數,195.18,-,1.73,-0.88,
紡織纖維類指數,628.17,-,3.81,-0.60,
電機機械類指數,380.10,-,3.94,-1.03,
電器電纜類指數,103.72,+,0.03,0.03,
化學生技醫療類指數,133.76,+,0.78,0.59,
化學類指數,175.61,+,2.68,1.55,
生技醫療類指數,69.71,-,0.14,-0.20,
玻璃陶瓷類指數,52.01,-,0.08,-0.15,
造紙類指數,337.88,+,5.36,1.61,
鋼鐵類指數,140.82,-,0.31,-0.22,
橡膠類指數,266.02,-,0.19,-0.07,
汽車類指數,414.71,+,0.44,0.11,
電子工業類指數,"1,004.41",+,28.84,2.96,
半導體類指數,487.32,+,19.75,4.22,
電腦及週邊設備類指數,264.93,-,0.02,-0.01,
光電類指數,37.93,+,0.20,0.53,
通信網路類指數,150.84,+,1.01,0.67,
電子零組件類指數,215.27,+,1.41,0.66,
電子通路類指數,278.87,+,2.62,0.95,
資訊服務類指數,184.27,-,0.12,-0.07,
其他電子類指數,106.79,+,3.38,3.27,
建材營造類指數,448.54,+,1.86,0.42,
航運類指數,157.35,+,1.52,0.98,
觀光餐旅類指數,120.93,-,0.55,-0.45,
金融保險類指數,"1,717.81",+,1.25,0.07,
貿易百貨類指數,278.37,-,1.38,-0.49,
油電燃氣類指數,98.14,-,0.36,-0.37,
綠能環保類指數,107.02,+,1.42,1.34,
數位雲端類指數,72.04,-,0.43,-0.59,
運動休閒類指數,92.63,+,0.16,0.17,
居家生活類指數,109.68,-,1.15,-1.04,
其他類指數,361.96,-,0.67,-0.18,
臺指日報酬兩倍指數,"45,836.95",+,"1,721.12",3.90,
臺指反向一倍指數,"3,476.52",-,69.17,-1.95,
電子類兩倍槓桿指數,"53,697.12",+,"2,997.58",5.91,
電子類反向指數,"2,763.51",-,84.18,-2.96,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,093.62",-,14.17,-0.34,
臺灣中小型公司治理指數,"10,119.53",+,34.95,0.35,
臺灣IPO指數,"5,848.81",+,44.56,0.77,
智慧中立指數,"3,479.21",+,37.87,1.10,
臺灣5G指數,"9,874.00",+,235.32,2.44,
臺灣企業社會責任中小型指數,"12,040.48",+,126.85,1.06,
特選臺灣電動車代表指數,"8,719.91",+,60.11,0.69,
臺灣5G+通訊指數,"8,020.08",+,234.96,3.02,
臺灣全市場指數,"6,673.69",+,137.98,2.11,
臺灣全市場半導體指數,"7,061.34",+,191.90,2.79,
臺灣智慧移動與電動車指數,"5,122.00",+,68.30,1.35,
特選小資高價30指數,"6,838.34",+,127.51,1.90,
特選臺灣綠能及電動車指數,"5,600.91",+,72.07,1.30,
特選臺灣智能車供應鏈聯盟指數,"5,871.93",+,150.69,2.63,
臺灣全市場半導體精選30指數,"5,625.14",+,163.81,3.00,
特選臺灣高股息30指數,"5,181.07",+,90.31,1.77,
臺灣友善環境指數,"5,801.56",+,114.79,2.02,
台灣永續價值指數,"5,288.27",+,95.42,1.84,
特選臺灣IC設計指數,"5,020.01",+,35.04,0.70,
特選臺灣環境永續高股息指數,"6,754.75",+,102.89,1.55,
臺灣友善環境50指數,"4,766.02",+,101.41,2.17,
特選臺灣IC設計產業代表指數,"6,203.93",+,76.10,1.24,
特選臺灣綠能指數,"5,314.31",+,6.97,0.13,
特選臺灣智慧50指數,"4,530.83",+,61.23,1.37,
特選臺灣標竿PCB指數,"5,446.28",+,22.30,0.41,
臺灣晶圓製造指數,"5,686.69",+,151.57,2.74,
臺灣精選高息指數,"5,317.86",+,124.97,2.41,
臺灣多因子優選高股息30指數,"7,444.94",+,183.32,2.52,
特選臺灣優利高填息30指數,"6,537.91",+,109.19,1.70,
特選臺灣科技優息指數,"8,934.98",+,180.22,2.06,
臺灣工業4.0指數,"7,162.43",+,37.75,0.53,
臺灣半導體收益指數,"6,575.98",+,172.34,2.69,
臺灣優選成長高股息指數,"7,376.88",+,97.69,1.34,
特選臺灣ESG低碳高息40指數,"8,210.38",+,194.14,2.42,
臺灣優選多因子30指數,"6,619.12",+,102.69,1.58,
臺灣創新科技50指數,"6,468.87",+,187.44,2.98,
臺灣全市場新經濟產業指數,"4,717.57",-,14.07,-0.30,
臺灣ESG永續高股息等權重指數,"6,228.50",+,101.59,1.66,
臺灣永續高息中小型指數,"5,964.85",+,101.72,1.73,
特選臺灣高息優質成長指數,"5,752.51",+,80.98,1.43,
特選臺灣高息動能指數,"6,539.48",+,117.88,1.84,
臺灣電子成長高息等權重指數,"5,573.58",+,72.00,1.31,
特選臺灣優利成長指數,"5,317.83",+,78.89,1.51,
臺灣價值高息指數,"5,314.44",+,93.43,1.79,
特選臺灣IC設計動能指數,"5,586.90",+,20.51,0.37,
臺灣科技高股息指數,"5,284.61",+,94.37,1.82,
臺灣趨勢動能高股息指數,"5,457.28",+,99.02,1.85,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"32,168.68",+,46.78,0.15,
金融類日報酬反向一倍指數,"4,385.02",-,3.20,-0.07,
漲升股利150指數,"9,377.34",+,125.39,1.36,
藍籌30指數,"9,239.32",+,183.49,2.03,
工業菁英30指數,"10,417.93",+,246.92,2.43,
電子菁英30指數,"11,860.40",+,228.15,1.96,
低波動股利精選30指數,"7,462.54",-,0.40,-0.01,
中小型A級動能50指數,"26,243.78",+,336.77,1.30,
特選高息低波指數,"9,291.19",+,120.49,1.31,
臺灣永續指數,"9,809.54",+,223.76,2.33,
價值投資指數,"7,573.17",+,128.91,1.73,
存股雙十等權重指數,"8,911.26",+,123.79,1.41,
特選大蘋果指數,"9,703.88",+,154.88,1.62,
中小型300指數,"11,430.40",+,59.85,0.53,
臺灣500指數,"9,889.75",+,179.70,1.85,
臺灣勞工權益指數,"8,663.14",+,95.64,1.12,
微波高息精選20指數,"7,489.68",+,158.00,2.16,
特選世代行動通訊指數,"8,979.78",+,220.65,2.52,
智慧投資多因子30指數,"6,210.58",+,154.24,2.55,
臺股期貨指數,"10,500.73",+,191.92,1.86,
特選價值成長指數,"8,446.82",+,105.22,1.26,
臺灣上櫃永續指數,"7,477.53",+,92.02,1.25,
特選台股領航指數,"9,121.54",+,214.29,2.41,
特選Smart多因子指數,"7,550.85",+,177.55,2.41,
特選ESG高股息指數,"6,382.22",+,93.36,1.48,
特選上櫃ESG成長指數,"5,458.61",+,96.80,1.81,
特選上櫃ESG電子菁英指數,"5,512.03",+,97.46,1.80,
臺灣優息存股指數,"4,751.69",+,16.97,0.36,
特選上櫃ESG永續高股息指數,"7,399.62",+,62.61,0.85,
特選臺灣金融高股息存股指數,"5,571.16",+,6.43,0.12,
特選臺灣產業龍頭存股等權重指數,"6,668.98",+,7.58,0.11,
上櫃ESG 30指數,"6,599.99",+,35.87,0.55,
臺灣ESG低碳50指數,"6,671.66",+,154.17,2.37,
