指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"25,729.13",+,30.79,0.12,
發行量加權股價指數,"22,742.77",+,27.39,0.12,
臺灣公司治理100指數,"13,565.22",-,2.24,-0.02,
臺灣50指數,"19,008.07",-,11.08,-0.06,
臺灣50權重上限30%指數,"16,338.85",-,15.35,-0.09,
臺灣中型100指數,"19,400.81",+,106.57,0.55,
臺灣資訊科技指數,"37,988.04",-,64.33,-0.17,
臺灣發達指數,"9,992.68",+,40.12,0.40,
臺灣高股息指數,"9,352.38",+,3.74,0.04,
臺灣就業99指數,"13,303.85",+,52.80,0.40,
臺灣高薪100指數,"11,938.81",+,66.92,0.56,
未含金融指數,"19,872.66",+,6.53,0.03,
未含電子指數,"19,565.24",+,171.92,0.89,
未含金融電子指數,"14,924.53",+,132.52,0.90,
小型股300指數,"11,293.25",+,94.51,0.84,
水泥窯製類指數,618.82,+,11.67,1.92,
塑膠化工類指數,654.14,+,7.16,1.11,
機電類指數,"6,937.13",-,12.42,-0.18,
水泥類指數,162.31,+,3.05,1.92,
食品類指數,"2,253.59",+,2.52,0.11,
塑膠類指數,133.58,+,2.52,1.92,
紡織纖維類指數,628.86,+,2.70,0.43,
電機機械類指數,399.84,+,2.00,0.50,
電器電纜類指數,98.02,+,1.28,1.32,
化學生技醫療類指數,133.75,-,1.01,-0.75,
化學類指數,164.76,+,0.63,0.38,
生技醫療類指數,73.26,-,1.13,-1.52,
玻璃陶瓷類指數,50.08,+,0.97,1.98,
造紙類指數,302.89,+,4.61,1.55,
鋼鐵類指數,129.40,+,0.34,0.26,
橡膠類指數,279.58,+,14.73,5.56,
汽車類指數,380.58,+,4.95,1.32,
電子工業類指數,"1,244.53",-,2.52,-0.20,
半導體類指數,629.70,+,1.51,0.24,
電腦及週邊設備類指數,274.89,-,7.32,-2.59,
光電類指數,39.54,+,0.86,2.22,
通信網路類指數,159.79,-,0.56,-0.35,
電子零組件類指數,226.41,-,1.04,-0.46,
電子通路類指數,255.61,-,0.18,-0.07,
資訊服務類指數,200.06,+,1.26,0.63,
其他電子類指數,184.97,-,2.49,-1.33,
建材營造類指數,546.98,+,10.19,1.90,
航運類指數,203.62,+,4.13,2.07,
觀光餐旅類指數,118.22,+,1.05,0.90,
金融保險類指數,"2,073.98",+,17.88,0.87,
貿易百貨類指數,293.81,+,1.72,0.59,
油電燃氣類指數,62.92,-,0.11,-0.17,
綠能環保類指數,113.75,+,1.82,1.63,
數位雲端類指數,64.66,+,0.18,0.28,
運動休閒類指數,95.58,-,0.90,-0.93,
居家生活類指數,121.30,+,0.15,0.12,
其他類指數,331.06,+,0.56,0.17,
臺指日報酬兩倍指數,"61,296.13",+,147.46,0.24,
臺指反向一倍指數,"2,848.00",-,3.44,-0.12,
電子類兩倍槓桿指數,"77,981.28",-,316.44,-0.40,
電子類反向指數,"2,114.17",+,4.26,0.20,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,012.64",-,32.67,-0.81,
臺灣中小型公司治理指數,"10,042.75",+,6.52,0.06,
臺灣IPO指數,"5,338.36",-,2.60,-0.05,
智慧中立指數,"3,727.16",-,1.00,-0.03,
臺灣5G指數,"11,106.66",+,49.49,0.45,
臺灣企業社會責任中小型指數,"11,833.99",+,79.09,0.67,
