指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"25,395.31",-,299.86,-1.17,
發行量加權股價指數,"22,514.57",-,282.95,-1.24,
臺灣公司治理100指數,"13,551.92",-,214.46,-1.56,
臺灣50指數,"19,128.05",-,316.79,-1.63,
臺灣50權重上限30%指數,"16,204.98",-,193.24,-1.18,
臺灣中型100指數,"18,687.18",-,121.61,-0.65,
臺灣資訊科技指數,"38,213.22",-,719.77,-1.85,
臺灣發達指數,"9,628.45",-,65.36,-0.67,
臺灣高股息指數,"9,099.63",-,73.17,-0.80,
臺灣就業99指數,"13,118.83",-,88.05,-0.67,
臺灣高薪100指數,"11,688.78",-,84.47,-0.72,
未含金融指數,"19,624.50",-,271.35,-1.36,
未含電子指數,"18,784.38",-,40.20,-0.21,
未含金融電子指數,"13,920.17",-,29.98,-0.21,
小型股300指數,"10,799.41",-,23.07,-0.21,
水泥窯製類指數,560.78,+,4.74,0.85,
塑膠化工類指數,599.24,+,2.62,0.44,
機電類指數,"6,941.62",-,116.81,-1.65,
水泥類指數,147.93,+,1.28,0.87,
食品類指數,"2,031.60",-,18.68,-0.91,
塑膠類指數,107.48,+,2.27,2.16,
紡織纖維類指數,590.34,+,4.10,0.70,
電機機械類指數,374.32,-,7.32,-1.92,
電器電纜類指數,85.03,+,0.48,0.57,
化學生技醫療類指數,133.36,-,0.57,-0.43,
化學類指數,156.46,-,0.25,-0.16,
生技醫療類指數,75.09,-,0.43,-0.57,
玻璃陶瓷類指數,43.60,+,0.31,0.72,
造紙類指數,276.00,+,0.71,0.26,
鋼鐵類指數,114.40,+,1.64,1.45,
橡膠類指數,265.64,-,1.00,-0.38,
汽車類指數,367.38,-,2.38,-0.64,
電子工業類指數,"1,248.10",-,21.04,-1.66,
半導體類指數,646.92,-,11.69,-1.77,
電腦及週邊設備類指數,259.23,-,6.54,-2.46,
光電類指數,39.46,+,0.43,1.10,
通信網路類指數,165.26,-,0.84,-0.51,
