指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"26,530.64",+,389.34,1.49,
發行量加權股價指數,"23,505.33",+,352.72,1.52,
臺灣公司治理100指數,"13,990.53",+,243.98,1.77,
臺灣50指數,"19,787.51",+,367.31,1.89,
臺灣50權重上限30%指數,"16,934.29",+,264.75,1.59,
臺灣中型100指數,"19,821.70",+,176.82,0.90,
臺灣資訊科技指數,"39,549.76",+,796.36,2.05,
臺灣發達指數,"10,149.56",+,96.12,0.96,
臺灣高股息指數,"9,559.98",+,87.44,0.92,
臺灣就業99指數,"13,717.82",+,158.55,1.17,
臺灣高薪100指數,"12,243.75",+,165.42,1.37,
未含金融指數,"20,509.07",+,325.94,1.61,
未含電子指數,"19,852.98",+,143.57,0.73,
未含金融電子指數,"14,888.17",+,104.81,0.71,
小型股300指數,"11,617.01",+,88.85,0.77,
水泥窯製類指數,598.19,+,4.91,0.83,
塑膠化工類指數,653.82,+,2.87,0.44,
機電類指數,"7,222.03",+,131.18,1.85,
水泥類指數,157.28,+,1.64,1.05,
食品類指數,"2,160.67",+,14.06,0.65,
塑膠類指數,115.96,+,1.52,1.33,
紡織纖維類指數,608.56,-,4.68,-0.76,
電機機械類指數,410.74,+,7.07,1.75,
電器電纜類指數,97.50,-,0.03,-0.03,
化學生技醫療類指數,147.58,-,0.23,-0.16,
化學類指數,166.06,+,0.41,0.25,
生技醫療類指數,84.94,-,0.30,-0.35,
玻璃陶瓷類指數,47.59,-,0.35,-0.73,
造紙類指數,290.10,+,3.45,1.20,
鋼鐵類指數,135.53,-,1.38,-1.01,
橡膠類指數,281.09,+,1.87,0.67,
汽車類指數,382.92,+,2.12,0.56,
電子工業類指數,"1,296.34",+,23.69,1.86,
半導體類指數,668.74,+,14.72,2.25,
電腦及週邊設備類指數,273.29,+,2.16,0.80,
光電類指數,41.24,+,0.65,1.60,
通信網路類指數,169.66,+,1.30,0.77,
電子零組件類指數,239.39,+,2.01,0.85,
電子通路類指數,242.67,+,1.53,0.63,
資訊服務類指數,247.08,+,2.04,0.83,
其他電子類指數,168.95,+,3.05,1.84,
建材營造類指數,559.45,+,5.43,0.98,
航運類指數,201.57,+,3.75,1.90,
觀光餐旅類指數,120.04,+,0.35,0.29,
金融保險類指數,"2,169.96",+,16.43,0.76,
貿易百貨類指數,281.48,-,0.56,-0.20,
油電燃氣類指數,57.62,+,1.57,2.80,
綠能環保類指數,112.32,+,0.01,0.01,
數位雲端類指數,65.66,-,0.14,-0.21,
運動休閒類指數,96.67,+,0.02,0.02,
居家生活類指數,129.12,+,2.53,2.00,
其他類指數,333.24,+,0.97,0.29,
臺指日報酬兩倍指數,"64,955.01",+,"1,920.60",3.05,
臺指反向一倍指數,"2,733.71",-,42.29,-1.52,
電子類兩倍槓桿指數,"83,554.10",+,"2,999.02",3.72,
電子類反向指數,"2,004.49",-,38.02,-1.86,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,186.10",-,5.81,-0.14,
臺灣中小型公司治理指數,"10,484.79",+,93.31,0.90,
臺灣IPO指數,"6,331.37",-,30.54,-0.48,
智慧中立指數,"3,711.98",-,0.38,-0.01,
臺灣5G指數,"11,856.80",+,181.57,1.56,
臺灣企業社會責任中小型指數,"11,955.50",+,100.49,0.85,
特選臺灣電動車代表指數,"10,131.10",+,94.71,0.94,
臺灣科技龍頭通訊指數,"10,416.93",+,185.75,1.82,
臺灣全市場指數,"8,136.51",+,118.94,1.48,
臺灣全市場半導體指數,"8,194.57",+,156.97,1.95,
臺灣智慧移動與電動車指數,"5,854.26",+,71.49,1.24,
特選小資高價30指數,"8,363.24",+,140.47,1.71,
特選臺灣綠能及電動車指數,"6,170.13",+,69.15,1.13,
特選臺灣智能車供應鏈聯盟指數,"7,490.88",+,137.24,1.87,
臺灣全市場半導體精選30指數,"6,422.74",+,138.31,2.20,
特選臺灣高股息30指數,"5,111.34",+,83.27,1.66,
臺灣友善環境指數,"7,191.92",+,97.09,1.37,
台灣永續價值指數,"6,545.96",+,95.45,1.48,
特選臺灣IC設計指數,"4,818.03",+,67.79,1.43,
特選臺灣環境永續高股息指數,"6,995.10",+,53.08,0.76,
臺灣友善環境50指數,"6,001.35",+,100.35,1.70,
特選臺灣IC設計產業代表指數,"6,103.83",+,108.54,1.81,
特選臺灣綠能指數,"5,220.27",+,22.30,0.43,
特選臺灣智慧50指數,"5,541.90",+,96.16,1.77,
臺灣晶圓製造指數,"6,275.42",+,124.08,2.02,
臺灣精選高息指數,"5,556.93",+,94.87,1.74,
臺灣多因子優選高股息30指數,"8,521.65",+,66.01,0.78,
特選臺灣優利高填息30指數,"7,314.66",+,64.52,0.89,
特選臺灣科技優息指數,"8,896.41",+,93.56,1.06,
臺灣半導體收益指數,"6,962.65",+,106.68,1.56,
臺灣優選成長高股息指數,"7,701.57",+,94.01,1.24,
特選臺灣ESG低碳高息40指數,"8,263.07",+,68.95,0.84,
臺灣優選多因子30指數,"8,852.53",+,95.38,1.09,
臺灣創新科技50指數,"7,926.43",+,151.11,1.94,
臺灣全市場新經濟產業指數,"4,846.64",+,11.53,0.24,
臺灣ESG永續高股息等權重指數,"6,235.23",+,25.69,0.41,
臺灣永續高息中小型指數,"5,619.43",+,71.50,1.29,
特選臺灣高息優質成長指數,"6,017.43",+,82.87,1.40,
特選臺灣高息動能指數,"6,639.52",+,51.46,0.78,
臺灣電子成長高息等權重指數,"5,954.63",+,38.62,0.65,
特選臺灣優利成長指數,"5,084.78",+,60.95,1.21,
臺灣價值高息指數,"5,596.38",+,64.19,1.16,
特選臺灣IC設計動能指數,"5,165.10",+,70.15,1.38,
臺灣科技高股息指數,"5,327.57",+,52.59,1.00,
臺灣趨勢動能高股息指數,"5,843.23",+,45.03,0.78,
特選臺灣科技高息成長指數,"5,313.91",+,70.10,1.34,
特選臺灣AI優息動能指數,"5,078.88",+,56.13,1.12,
臺灣優選AI 50指數,"4,979.43",+,50.11,1.02,
臺灣AI供應鏈聯盟指數,"5,668.19",+,72.49,1.30,
台灣旗艦動能50指數,"5,530.58",+,74.09,1.36,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"50,058.41",+,752.34,1.53,
金融類日報酬反向一倍指數,"3,386.90",-,26.04,-0.76,
漲升股利150指數,"10,213.65",+,122.58,1.21,
藍籌30指數,"11,473.87",+,189.53,1.68,
工業菁英30指數,"11,663.77",+,188.11,1.64,
低波動股利精選30指數,"8,621.11",+,43.38,0.51,
中小型A級動能50指數,"23,448.33",+,422.47,1.83,
特選高息低波指數,"10,225.10",+,71.51,0.70,
臺灣永續指數,"12,343.74",+,193.37,1.59,
價值投資指數,"8,255.53",+,60.83,0.74,
存股雙十等權重指數,"10,091.52",+,206.37,2.09,
特選大蘋果指數,"11,560.65",+,145.24,1.27,
中小型300指數,"11,917.82",+,97.62,0.83,
臺灣500指數,"11,790.43",+,160.50,1.38,
臺灣勞工權益指數,"10,091.38",+,136.08,1.37,
微波高息精選20指數,"8,725.52",+,50.26,0.58,
特選世代行動通訊指數,"9,867.52",+,141.23,1.45,
智慧投資多因子30指數,"7,700.01",+,40.81,0.53,
臺股期貨指數,"12,732.85",+,173.71,1.38,
特選價值成長指數,"10,280.48",+,143.72,1.42,
臺灣上櫃永續指數,"7,435.54",+,81.21,1.10,
特選台股領航指數,"12,001.61",+,213.91,1.81,
