指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"15,009.69",+,369.25,2.52,
發行量加權股價指數,"13,128.12",+,317.39,2.48,
臺灣公司治理100指數,"7,475.00",+,191.07,2.62,
臺灣50指數,"9,927.76",+,272.31,2.82,
臺灣50權重上限30%指數,"9,516.51",+,221.55,2.38,
臺灣中型100指數,"11,590.23",+,153.28,1.34,
臺灣資訊科技指數,"16,799.66",+,595.51,3.68,
臺灣發達指數,"8,803.29",+,73.33,0.84,
臺灣高股息指數,"5,530.54",+,68.02,1.25,
臺灣就業99指數,"8,076.49",+,156.16,1.97,
臺灣高薪100指數,"7,303.10",+,110.47,1.54,
未含金融指數,"11,251.91",+,308.85,2.82,
未含電子指數,"15,699.70",+,182.57,1.18,
未含金融電子指數,"13,076.64",+,213.60,1.66,
小型股300指數,"7,517.81",+,219.65,3.01,
水泥窯製類指數,559.40,+,0.86,0.15,
塑膠化工類指數,744.88,+,10.52,1.43,
機電類指數,"3,364.65",+,108.83,3.34,
水泥類指數,146.17,-,0.83,-0.56,
食品類指數,"1,774.37",+,4.19,0.24,
塑膠類指數,217.62,+,2.32,1.08,
紡織纖維類指數,538.40,+,4.14,0.77,
電機機械類指數,198.23,+,2.89,1.48,
電器電纜類指數,86.34,+,3.24,3.90,
化學生技醫療類指數,102.86,+,2.42,2.41,
化學類指數,118.36,+,2.08,1.79,
生技醫療類指數,61.00,+,1.80,3.04,
玻璃陶瓷類指數,46.70,+,2.22,4.99,
造紙類指數,285.43,+,10.33,3.75,
鋼鐵類指數,126.28,+,1.56,1.25,
橡膠類指數,228.31,+,2.54,1.13,
汽車類指數,303.04,+,7.00,2.36,
電子工業類指數,600.87,+,19.67,3.38,
半導體類指數,275.40,+,12.41,4.72,
電腦及週邊設備類指數,112.94,+,0.22,0.20,
光電類指數,30.71,+,1.11,3.75,
通信網路類指數,121.87,-,0.07,-0.06,
電子零組件類指數,141.84,+,3.81,2.76,
電子通路類指數,159.75,+,0.82,0.52,
資訊服務類指數,117.44,+,1.73,1.50,
