指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,302.74",-,28.71,-0.16,
發行量加權股價指數,"16,047.37",-,23.61,-0.15,
臺灣公司治理100指數,"9,263.90",-,16.23,-0.17,
臺灣50指數,"12,339.88",-,30.26,-0.24,
臺灣50權重上限30%指數,"11,817.67",-,16.69,-0.14,
臺灣中型100指數,"13,684.56",+,4.51,0.03,
臺灣資訊科技指數,"20,888.11",-,97.23,-0.46,
臺灣發達指數,"10,806.35",+,4.98,0.05,
臺灣高股息指數,"7,077.75",-,5.15,-0.07,
臺灣就業99指數,"9,684.57",+,13.62,0.14,
臺灣高薪100指數,"9,035.27",+,12.15,0.13,
未含金融指數,"13,815.22",-,35.86,-0.26,
未含電子指數,"19,008.53",+,50.40,0.27,
未含金融電子指數,"15,988.20",+,14.10,0.09,
小型股300指數,"8,668.56",-,4.42,-0.05,
水泥窯製類指數,635.34,-,4.90,-0.77,
塑膠化工類指數,917.04,-,1.91,-0.21,
機電類指數,"4,137.86",-,15.87,-0.38,
水泥類指數,164.94,-,1.72,-1.03,
食品類指數,"1,792.68",-,8.28,-0.46,
塑膠類指數,280.14,-,0.43,-0.15,
紡織纖維類指數,570.47,-,1.43,-0.25,
電機機械類指數,239.94,+,0.20,0.08,
電器電纜類指數,105.88,+,3.24,3.16,
化學生技醫療類指數,117.43,-,0.64,-0.54,
化學類指數,145.12,-,0.64,-0.44,
生技醫療類指數,63.87,-,0.46,-0.72,
玻璃陶瓷類指數,55.15,+,0.46,0.84,
造紙類指數,324.55,+,0.28,0.09,
鋼鐵類指數,157.97,-,0.93,-0.59,
橡膠類指數,250.20,+,0.62,0.25,
汽車類指數,321.56,+,1.37,0.43,
電子工業類指數,739.23,-,3.13,-0.42,
半導體類指數,358.38,-,1.98,-0.55,
電腦及週邊設備類指數,129.07,-,0.34,-0.26,
光電類指數,33.87,-,0.24,-0.70,
通信網路類指數,136.49,+,0.07,0.05,
電子零組件類指數,165.12,-,0.67,-0.40,
電子通路類指數,190.06,-,0.93,-0.49,
資訊服務類指數,127.46,-,0.61,-0.48,
其他電子類指數,101.85,+,0.21,0.21,
建材營造類指數,362.75,+,0.57,0.16,
航運類指數,252.69,+,1.08,0.43,
觀光類指數,97.99,-,0.27,-0.27,
金融保險類指數,"1,643.97",+,11.23,0.69,
貿易百貨類指數,279.90,-,2.41,-0.85,
油電燃氣類指數,125.96,+,1.91,1.54,
其他類指數,371.95,+,0.40,0.11,
臺指日報酬兩倍指數,"33,000.20",-,97.25,-0.29,
臺指反向一倍指數,"4,369.29",+,6.41,0.15,
電子類兩倍槓桿指數,"31,154.92",-,264.95,-0.84,
電子類反向指數,"4,027.78",+,16.91,0.42,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,991.15",-,21.75,-0.54,
臺灣中小型公司治理指數,"7,014.10",-,31.53,-0.45,
臺灣IPO指數,"6,270.63",-,90.14,-1.42,
智慧中立指數,"3,991.44",+,3.27,0.08,
臺灣5G指數,"8,235.86",-,27.33,-0.33,
臺灣企業社會責任中小型指數,"8,358.57",+,10.53,0.13,
特選臺灣電動車代表指數,"5,567.62",-,1.36,-0.02,
臺灣5G+通訊指數,"6,060.72",-,21.19,-0.35,
臺灣全市場指數,"5,439.61",-,10.33,-0.19,
臺灣全市場半導體指數,"5,431.18",-,29.02,-0.53,
臺灣電動車與自駕科技永續概念指數,"4,464.24",-,9.09,-0.20,
臺灣智慧移動與電動車指數,"4,219.69",-,11.84,-0.28,
特選小資高價30指數,"4,677.70",-,35.17,-0.75,
特選臺灣綠能及電動車指數,"4,551.83",-,4.97,-0.11,
特選臺灣智能車供應鏈聯盟指數,"4,406.76",-,13.61,-0.31,
臺灣全市場半導體精選30指數,"4,284.53",-,26.36,-0.61,
特選臺灣高股息30指數,"4,593.72",-,0.43,-0.01,
臺灣友善環境指數,"4,946.59",+,0.32,0.01,
台灣永續價值指數,"4,450.61",-,2.20,-0.05,
特選臺灣IC設計指數,"3,522.70",-,35.68,-1.00,
特選臺灣環境永續高股息指數,"4,492.68",-,4.96,-0.11,
臺灣友善環境50指數,"4,334.78",-,5.56,-0.13,
特選台灣策略高股息30指數,"4,436.21",+,4.38,0.10,
特選臺灣IC設計產業代表指數,"3,957.23",-,46.09,-1.15,
特選臺灣綠能指數,"4,659.23",-,17.71,-0.38,
特選臺灣成長高股息指數,"4,393.34",-,10.90,-0.25,
特選臺灣智慧50指數,"4,448.27",-,0.25,-0.01,
特選臺灣標竿PCB指數,"4,446.73",+,0.16,--,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"30,330.03",+,411.56,1.38,
金融類日報酬反向一倍指數,"4,716.79",-,32.67,-0.69,
漲升股利150指數,"8,484.48",-,11.45,-0.13,
藍籌30指數,"7,854.34",-,32.98,-0.42,
工業菁英30指數,"8,535.83",-,38.17,-0.45,
電子菁英30指數,"7,735.35",-,46.73,-0.60,
低波動股利精選30指數,"7,047.26",+,21.97,0.31,
中小型A級動能50指數,"14,230.39",-,2.34,-0.02,
特選高息低波指數,"7,364.47",+,16.67,0.23,
臺灣永續指數,"8,193.43",-,4.20,-0.05,
特選內需高收益指數,"6,219.71",-,5.65,-0.09,
價值投資指數,"7,053.15",-,6.50,-0.09,
存股雙十等權重指數,"7,673.89",-,14.56,-0.19,
特選大蘋果指數,"6,686.36",-,12.14,-0.18,
中小型300指數,"8,829.05",+,1.00,0.01,
特股高息20指數,"6,160.14",+,10.97,0.18,
臺灣500指數,"8,313.08",-,8.09,-0.10,
臺灣勞工權益指數,"7,607.59",+,15.49,0.20,
微波高息精選20指數,"6,501.07",+,11.62,0.18,
特選世代行動通訊指數,"6,258.43",+,71.10,1.15,
智慧投資多因子30指數,"5,646.38",-,1.22,-0.02,
臺股期貨指數,"8,038.06",-,12.16,-0.15,
特選價值成長指數,"7,425.32",+,16.10,0.22,
臺灣上櫃永續指數,"6,030.24",+,26.18,0.44,
特選台股領航指數,"7,380.67",-,12.77,-0.17,
特選Smart多因子指數,"6,219.38",-,11.84,-0.19,
特選ESG高股息指數,"4,478.16",-,4.02,-0.09,
特選上櫃ESG成長指數,"4,386.64",+,25.86,0.59,
特選上櫃ESG電子菁英指數,"4,711.66",+,33.59,0.72,
新臺灣高股息指數,"4,883.70",-,2.28,-0.05,
臺灣優息存股指數,"4,991.92",+,33.03,0.67,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"24,537.49",-,37.39,-0.15,
