指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,097.79",+,75.56,0.42,
發行量加權股價指數,"15,901.04",+,68.50,0.43,
臺灣公司治理100指數,"9,228.45",+,39.86,0.43,
臺灣50指數,"12,272.10",+,71.01,0.58,
臺灣50權重上限30%指數,"11,683.49",+,25.34,0.22,
臺灣中型100指數,"13,540.04",+,61.74,0.46,
臺灣資訊科技指數,"20,905.94",+,229.65,1.11,
臺灣發達指數,"10,598.75",-,44.78,-0.42,
臺灣高股息指數,"7,162.90",-,23.76,-0.33,
臺灣就業99指數,"9,517.49",-,12.17,-0.13,
臺灣高薪100指數,"8,920.35",-,12.17,-0.14,
未含金融指數,"13,696.07",+,78.07,0.57,
未含電子指數,"18,632.27",-,53.82,-0.29,
未含金融電子指數,"15,624.16",-,24.27,-0.16,
小型股300指數,"8,479.44",+,30.26,0.36,
水泥窯製類指數,647.00,-,2.12,-0.33,
塑膠化工類指數,891.48,+,1.38,0.16,
機電類指數,"4,118.84",+,38.05,0.93,
水泥類指數,169.18,-,0.75,-0.44,
食品類指數,"1,792.60",-,3.90,-0.22,
塑膠類指數,270.49,-,0.48,-0.18,
紡織纖維類指數,573.64,-,0.64,-0.11,
電機機械類指數,219.72,+,2.86,1.32,
電器電纜類指數,96.04,+,2.32,2.48,
化學生技醫療類指數,115.80,+,1.22,1.06,
化學類指數,144.20,+,2.33,1.64,
生技醫療類指數,62.32,+,0.16,0.26,
玻璃陶瓷類指數,53.76,+,0.21,0.39,
造紙類指數,323.78,-,9.71,-2.91,
鋼鐵類指數,157.26,-,0.11,-0.07,
橡膠類指數,246.42,+,0.71,0.29,
汽車類指數,302.67,+,2.72,0.91,
電子工業類指數,737.78,+,6.68,0.91,
半導體類指數,360.36,+,4.73,1.33,
電腦及週邊設備類指數,129.50,-,0.13,-0.10,
光電類指數,32.60,-,0.04,-0.12,
通信網路類指數,135.66,+,0.14,0.10,
電子零組件類指數,164.92,+,0.41,0.25,
電子通路類指數,193.74,+,1.30,0.68,
資訊服務類指數,125.63,+,0.93,0.75,
其他電子類指數,96.48,+,0.56,0.58,
建材營造類指數,360.51,-,0.39,-0.11,
航運類指數,258.03,-,6.46,-2.44,
觀光類指數,90.99,+,0.13,0.14,
金融保險類指數,"1,622.98",-,9.75,-0.60,
貿易百貨類指數,278.93,-,0.21,-0.08,
油電燃氣類指數,119.23,+,0.96,0.81,
其他類指數,351.90,+,2.69,0.77,
臺指日報酬兩倍指數,"32,492.23",+,278.75,0.87,
臺指反向一倍指數,"4,421.91",-,19.21,-0.43,
電子類兩倍槓桿指數,"31,153.16",+,559.07,1.83,
電子類反向指數,"4,051.38",-,37.36,-0.91,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,949.51",+,32.72,0.84,
臺灣中小型公司治理指數,"6,957.35",+,42.28,0.61,
臺灣IPO指數,"6,375.21",+,39.99,0.63,
智慧中立指數,"4,032.40",-,25.73,-0.63,
臺灣5G指數,"8,136.71",+,22.58,0.28,
臺灣企業社會責任中小型指數,"8,275.88",+,68.53,0.83,
特選臺灣電動車代表指數,"5,496.20",+,26.99,0.49,
臺灣5G+通訊指數,"5,978.49",+,30.02,0.50,
臺灣全市場指數,"5,385.36",+,23.88,0.45,
臺灣全市場半導體指數,"5,393.54",+,27.64,0.52,
臺灣電動車與自駕科技永續概念指數,"4,386.04",-,7.76,-0.18,
臺灣智慧移動與電動車指數,"4,205.81",+,16.49,0.39,
特選小資高價30指數,"4,644.89",+,17.51,0.38,
特選臺灣綠能及電動車指數,"4,447.62",+,15.90,0.36,
特選臺灣智能車供應鏈聯盟指數,"4,337.34",+,22.12,0.51,
臺灣全市場半導體精選30指數,"4,280.07",+,24.32,0.57,
特選臺灣高股息30指數,"4,567.09",+,2.92,0.06,
臺灣友善環境指數,"4,905.65",+,8.85,0.18,
台灣永續價值指數,"4,426.64",+,17.02,0.39,
特選臺灣IC設計指數,"3,583.84",+,22.47,0.63,
特選臺灣環境永續高股息指數,"4,545.06",+,14.37,0.32,
臺灣友善環境50指數,"4,286.86",+,5.62,0.13,
特選台灣策略高股息30指數,"4,426.18",+,9.03,0.20,
特選臺灣IC設計產業代表指數,"3,980.24",-,27.04,-0.67,
特選臺灣綠能指數,"4,634.10",-,19.55,-0.42,
特選臺灣成長高股息指數,"4,371.64",-,20.64,-0.47,
特選臺灣智慧50指數,"4,489.90",+,1.53,0.03,
特選臺灣標竿PCB指數,"4,495.83",-,10.13,-0.22,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"29,652.35",-,358.42,-1.19,
金融類日報酬反向一倍指數,"4,792.82",+,28.45,0.60,
漲升股利150指數,"8,373.49",+,5.50,0.07,
藍籌30指數,"7,741.10",+,23.70,0.31,
工業菁英30指數,"8,421.24",+,52.54,0.63,
電子菁英30指數,"7,721.36",+,84.95,1.11,
低波動股利精選30指數,"6,991.01",-,4.15,-0.06,
中小型A級動能50指數,"13,937.50",+,152.89,1.11,
特選高息低波指數,"7,289.37",+,2.89,0.04,
臺灣永續指數,"8,112.31",+,20.47,0.25,
特選內需高收益指數,"6,167.18",-,2.75,-0.04,
價值投資指數,"7,309.27",-,32.68,-0.45,
存股雙十等權重指數,"7,710.20",-,75.95,-0.98,
特選大蘋果指數,"6,524.37",-,31.50,-0.48,
中小型300指數,"8,658.42",+,45.97,0.53,
特股高息20指數,"6,148.05",-,2.30,-0.04,
臺灣500指數,"8,231.86",+,28.79,0.35,
臺灣勞工權益指數,"7,551.94",+,22.81,0.30,
微波高息精選20指數,"6,483.90",-,26.21,-0.40,
特選世代行動通訊指數,"6,014.24",+,47.13,0.79,
智慧投資多因子30指數,"5,668.24",-,20.42,-0.36,
