指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,056.93",+,11.73,0.07,
發行量加權股價指數,"14,932.93",+,5.92,0.04,
臺灣公司治理100指數,"8,595.40",-,8.79,-0.10,
臺灣50指數,"11,552.44",-,15.29,-0.13,
臺灣50權重上限30%指數,"10,911.46",-,5.29,-0.05,
臺灣中型100指數,"12,900.91",+,51.34,0.40,
臺灣資訊科技指數,"19,723.35",-,34.12,-0.17,
臺灣發達指數,"9,778.05",+,27.67,0.28,
臺灣高股息指數,"6,113.08",+,26.40,0.43,
臺灣就業99指數,"9,103.15",+,16.13,0.18,
臺灣高薪100指數,"8,190.74",+,14.83,0.18,
未含金融指數,"12,830.32",+,2.42,0.02,
未含電子指數,"17,524.69",+,48.38,0.28,
未含金融電子指數,"14,589.52",+,45.87,0.32,
小型股300指數,"8,239.15",+,40.37,0.49,
水泥窯製類指數,631.37,-,2.60,-0.41,
塑膠化工類指數,833.92,+,1.15,0.14,
機電類指數,"3,881.41",-,2.51,-0.06,
水泥類指數,162.08,-,1.22,-0.75,
食品類指數,"1,841.76",-,0.09,--,
塑膠類指數,245.79,+,0.60,0.24,
紡織纖維類指數,586.28,+,3.25,0.56,
電機機械類指數,235.22,+,3.73,1.61,
電器電纜類指數,107.12,+,1.16,1.09,
化學生技醫療類指數,116.68,-,0.18,-0.15,
化學類指數,130.51,-,0.03,-0.02,
生技醫療類指數,71.18,-,0.19,-0.27,
玻璃陶瓷類指數,58.64,+,0.89,1.54,
造紙類指數,301.35,+,4.08,1.37,
鋼鐵類指數,146.00,+,1.10,0.76,
橡膠類指數,233.18,+,0.62,0.27,
汽車類指數,336.45,+,1.02,0.30,
電子工業類指數,692.21,-,0.82,-0.12,
半導體類指數,334.86,-,0.92,-0.27,
電腦及週邊設備類指數,125.34,+,0.12,0.10,
光電類指數,32.19,+,0.09,0.28,
通信網路類指數,126.07,-,0.37,-0.29,
電子零組件類指數,156.01,+,0.95,0.61,
電子通路類指數,171.28,+,0.65,0.38,
資訊服務類指數,124.67,+,0.09,0.07,
其他電子類指數,93.47,-,0.08,-0.09,
建材營造類指數,350.46,+,2.37,0.68,
航運類指數,158.67,+,0.81,0.51,
觀光類指數,118.85,+,0.59,0.50,
金融保險類指數,"1,552.46",+,2.94,0.19,
貿易百貨類指數,296.06,+,0.90,0.30,
油電燃氣類指數,109.08,-,0.84,-0.76,
其他類指數,368.92,+,0.67,0.18,
臺指日報酬兩倍指數,"27,848.87",+,22.07,0.08,
臺指反向一倍指數,"4,576.85",-,1.82,-0.04,
電子類兩倍槓桿指數,"26,262.04",-,62.29,-0.24,
電子類反向指數,"4,135.62",+,4.89,0.12,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,226.17",-,3.11,-0.07,
臺灣中小型公司治理指數,"6,888.83",+,50.38,0.74,
臺灣IPO指數,"4,777.77",+,22.17,0.47,
智慧中立指數,"3,442.33",-,1.76,-0.05,
臺灣5G指數,"7,437.12",+,3.68,0.05,
臺灣企業社會責任中小型指數,"8,106.19",+,47.42,0.59,
特選臺灣電動車代表指數,"5,595.30",+,10.47,0.19,
臺灣5G+通訊指數,"5,569.27",+,2.89,0.05,
臺灣全市場指數,"5,066.82",+,2.00,0.04,
臺灣全市場半導體指數,"4,754.30",-,2.46,-0.05,
臺灣智慧移動與電動車指數,"3,786.29",+,20.49,0.54,
特選小資高價30指數,"4,508.73",+,15.76,0.35,
特選臺灣綠能及電動車指數,"4,375.07",+,2.31,0.05,
特選臺灣智能車供應鏈聯盟指數,"4,168.61",+,1.96,0.05,
臺灣全市場半導體精選30指數,"3,785.20",-,2.24,-0.06,
特選臺灣高股息30指數,"3,771.20",+,18.37,0.49,
臺灣友善環境指數,"4,504.89",+,7.93,0.18,
台灣永續價值指數,"4,284.70",+,2.19,0.05,
特選臺灣IC設計指數,"2,850.54",-,7.19,-0.25,
特選臺灣環境永續高股息指數,"4,144.90",+,24.36,0.59,
臺灣友善環境50指數,"3,908.73",-,0.96,-0.02,
特選台灣策略高股息30指數,"3,757.66",+,15.30,0.41,
特選臺灣IC設計產業代表指數,"3,357.23",-,3.05,-0.09,
特選臺灣綠能指數,"4,852.85",+,25.94,0.54,
特選臺灣成長高股息指數,"3,956.95",+,13.93,0.35,
特選臺灣智慧50指數,"3,778.05",+,6.09,0.16,
特選臺灣標竿PCB指數,"3,507.89",+,1.25,0.04,
臺灣晶圓製造指數,"4,397.75",+,3.48,0.08,
臺灣精選高息指數,"3,754.38",+,20.39,0.55,
臺灣多因子優選高股息30指數,"4,812.57",+,24.20,0.51,
特選臺灣優利高填息30指數,"4,459.82",+,26.65,0.60,
臺灣多因子優選成長30指數,"5,409.94",-,4.68,-0.09,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"26,593.16",+,100.53,0.38,
金融類日報酬反向一倍指數,"4,910.93",-,9.34,-0.19,
漲升股利150指數,"7,836.50",+,15.63,0.20,
藍籌30指數,"7,350.80",-,9.47,-0.13,
工業菁英30指數,"7,779.20",-,17.72,-0.23,
電子菁英30指數,"7,596.30",+,26.90,0.36,
低波動股利精選30指數,"6,377.64",-,7.67,-0.12,
中小型A級動能50指數,"13,927.22",+,72.44,0.52,
特選高息低波指數,"6,554.99",+,12.72,0.19,
臺灣永續指數,"7,643.04",-,2.03,-0.03,
價值投資指數,"5,699.51",+,48.51,0.86,
存股雙十等權重指數,"6,696.73",+,18.80,0.28,
特選大蘋果指數,"6,608.94",+,41.38,0.63,
中小型300指數,"8,307.63",+,31.26,0.38,
特股高息20指數,"5,749.72",+,9.94,0.17,
臺灣500指數,"7,696.19",+,4.19,0.05,
臺灣勞工權益指數,"7,167.38",+,18.52,0.26,
微波高息精選20指數,"6,244.81",+,9.58,0.15,
特選世代行動通訊指數,"5,759.49",+,4.95,0.09,
智慧投資多因子30指數,"4,828.42",-,2.96,-0.06,
臺股期貨指數,"7,882.35",-,1.16,-0.01,
特選價值成長指數,"6,309.05",+,28.10,0.45,
臺灣上櫃永續指數,"5,735.89",+,11.92,0.21,
特選台股領航指數,"6,629.07",-,1.75,-0.03,
特選Smart多因子指數,"5,546.71",+,4.19,0.08,
特選ESG高股息指數,"4,029.07",+,17.35,0.43,
特選上櫃ESG成長指數,"4,134.40",+,22.37,0.54,
特選上櫃ESG電子菁英指數,"4,225.80",+,15.26,0.36,
臺灣優息存股指數,"4,784.90",+,17.33,0.36,
特選上櫃ESG永續高股息指數,"5,810.64",+,27.17,0.47,
特選臺灣金融高股息存股指數,"5,020.80",+,23.70,0.47,
特選臺灣產業龍頭存股等權重指數,"5,325.85",+,4.21,0.08,
上櫃ESG 30指數,"5,215.86",+,11.33,0.22,
臺灣ESG低碳50指數,"4,960.17",-,3.06,-0.06,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"23,866.68",+,16.42,0.07,
發行量加權股價報酬指數,"31,042.40",+,12.30,0.04,
臺灣公司治理100報酬指數,"11,815.07",-,12.08,-0.10,
臺灣50報酬指數,"24,212.58",-,32.05,-0.13,
臺灣50權重上限30%報酬指數,"23,092.14",-,11.21,-0.05,
臺灣中型100報酬指數,"25,222.07",+,100.37,0.40,
臺灣資訊科技股報酬指數,"38,839.11",-,67.19,-0.17,
臺灣發達報酬指數,"18,851.99",+,53.35,0.28,
