指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"20,815.89",-,921.71,-4.24,
發行量加權股價指數,"18,459.95",-,772.40,-4.02,
臺灣公司治理100指數,"11,023.36",-,374.36,-3.28,
臺灣50指數,"15,374.73",-,567.06,-3.56,
臺灣50權重上限30%指數,"13,433.15",-,477.21,-3.43,
臺灣中型100指數,"15,580.33",-,913.81,-5.54,
臺灣資訊科技指數,"29,775.40",-,"1,470.73",-4.71,
臺灣發達指數,"8,428.46",-,270.27,-3.11,
臺灣高股息指數,"7,952.67",-,313.25,-3.79,
臺灣就業99指數,"11,256.40",-,352.55,-3.04,
臺灣高薪100指數,"10,159.05",-,357.10,-3.40,
未含金融指數,"15,874.06",-,765.65,-4.60,
未含電子指數,"16,897.96",-,302.57,-1.76,
未含金融電子指數,"12,426.40",-,393.28,-3.07,
小型股300指數,"9,194.20",-,530.63,-5.46,
水泥窯製類指數,553.24,-,1.76,-0.32,
塑膠化工類指數,526.52,-,10.33,-1.92,
機電類指數,"5,465.98",-,294.82,-5.12,
水泥類指數,147.69,+,1.20,0.82,
食品類指數,"2,023.34",+,73.60,3.77,
塑膠類指數,100.34,+,0.72,0.72,
紡織纖維類指數,497.11,-,24.97,-4.78,
電機機械類指數,296.64,-,24.43,-7.61,
電器電纜類指數,73.83,-,6.16,-7.70,
化學生技醫療類指數,112.34,-,4.50,-3.85,
化學類指數,139.13,-,5.47,-3.78,
生技醫療類指數,61.36,-,2.48,-3.88,
玻璃陶瓷類指數,39.29,-,3.66,-8.52,
造紙類指數,240.41,-,9.12,-3.65,
鋼鐵類指數,120.03,-,2.87,-2.34,
橡膠類指數,235.20,-,3.04,-1.28,
汽車類指數,323.10,-,8.07,-2.44,
電子工業類指數,982.21,-,52.20,-5.05,
半導體類指數,506.65,-,21.08,-3.99,
電腦及週邊設備類指數,201.75,-,16.92,-7.74,
光電類指數,31.20,-,3.10,-9.04,
通信網路類指數,151.71,-,2.74,-1.77,
電子零組件類指數,174.25,-,16.73,-8.76,
電子通路類指數,197.41,-,11.43,-5.47,
資訊服務類指數,189.39,-,9.42,-4.74,
其他電子類指數,120.11,-,11.11,-8.47,
建材營造類指數,482.99,-,10.06,-2.04,
航運類指數,172.54,-,10.28,-5.62,
觀光餐旅類指數,105.58,-,1.06,-0.99,
金融保險類指數,"1,910.69",+,10.05,0.53,
貿易百貨類指數,254.79,+,9.43,3.84,
油電燃氣類指數,50.76,-,0.09,-0.18,
綠能環保類指數,88.81,-,3.76,-4.06,
數位雲端類指數,51.93,-,1.91,-3.55,
運動休閒類指數,75.61,-,8.01,-9.58,
居家生活類指數,100.08,-,7.52,-6.99,
其他類指數,276.34,-,6.95,-2.45,
臺指日報酬兩倍指數,"39,309.57",-,"3,433.23",-8.03,
臺指反向一倍指數,"3,423.76",+,132.19,4.02,
電子類兩倍槓桿指數,"46,894.89",-,"5,264.27",-10.09,
電子類反向指數,"2,593.34",+,124.58,5.05,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,141.56",-,129.05,-3.95,
臺灣中小型公司治理指數,"7,859.58",-,588.90,-6.97,
臺灣IPO指數,"4,611.96",-,398.01,-7.94,
智慧中立指數,"3,810.45",+,64.23,1.71,
臺灣5G指數,"9,474.91",-,398.77,-4.04,
臺灣企業社會責任中小型指數,"9,434.21",-,649.78,-6.44,
特選臺灣電動車代表指數,"7,752.09",-,588.19,-7.05,
臺灣科技龍頭通訊指數,"7,970.49",-,447.43,-5.32,
臺灣全市場指數,"6,379.98",-,292.10,-4.38,
臺灣全市場半導體指數,"6,278.12",-,335.45,-5.07,
臺灣智慧移動與電動車指數,"4,519.92",-,260.42,-5.45,
特選小資高價30指數,"6,092.64",-,415.94,-6.39,
特選臺灣綠能及電動車指數,"4,854.37",-,261.54,-5.11,
特選臺灣智能車供應鏈聯盟指數,"5,699.35",-,327.07,-5.43,
臺灣全市場半導體精選30指數,"4,919.11",-,260.04,-5.02,
特選臺灣高股息30指數,"4,252.32",-,244.47,-5.44,
臺灣友善環境指數,"5,735.47",-,230.56,-3.86,
台灣永續價值指數,"5,248.73",-,182.59,-3.36,
特選臺灣IC設計指數,"3,590.09",-,241.79,-6.31,
特選臺灣環境永續高股息指數,"5,837.74",-,363.40,-5.86,
臺灣友善環境50指數,"4,773.95",-,179.39,-3.62,
特選臺灣IC設計產業代表指數,"4,630.41",-,290.79,-5.91,
特選臺灣綠能指數,"4,042.06",-,289.45,-6.68,
特選臺灣智慧50指數,"4,399.57",-,207.54,-4.50,
臺灣晶圓製造指數,"4,930.14",-,242.05,-4.68,
臺灣精選高息指數,"4,827.98",-,149.62,-3.01,
臺灣多因子優選高股息30指數,"7,327.35",-,194.88,-2.59,
特選臺灣優利高填息30指數,"6,319.24",-,200.64,-3.08,
特選臺灣科技優息指數,"7,530.54",-,301.83,-3.85,
臺灣半導體收益指數,"5,561.07",-,290.85,-4.97,
臺灣優選成長高股息指數,"6,315.76",-,270.07,-4.10,
特選臺灣ESG低碳高息40指數,"7,056.66",-,195.56,-2.70,
臺灣優選多因子30指數,"7,554.27",-,167.20,-2.17,
臺灣創新科技50指數,"6,014.42",-,324.51,-5.12,
臺灣全市場新經濟產業指數,"3,882.79",-,270.75,-6.52,
臺灣ESG永續高股息等權重指數,"5,080.81",-,267.10,-4.99,
臺灣永續高息中小型指數,"4,636.02",-,284.36,-5.78,
特選臺灣高息優質成長指數,"5,107.29",-,247.52,-4.62,
特選臺灣高息動能指數,"5,812.12",-,110.32,-1.86,
臺灣電子成長高息等權重指數,"4,798.14",-,322.18,-6.29,
特選臺灣優利成長指數,"4,183.44",-,213.93,-4.86,
臺灣價值高息指數,"4,688.71",-,199.93,-4.09,
特選臺灣IC設計動能指數,"3,774.84",-,282.58,-6.96,
臺灣科技高股息指數,"4,325.25",-,329.76,-7.08,
臺灣趨勢動能高股息指數,"5,056.09",-,128.30,-2.47,
特選臺灣科技高息成長指數,"4,529.06",-,216.49,-4.56,
特選臺灣AI優息動能指數,"3,798.63",-,306.76,-7.47,
臺灣優選AI 50指數,"3,736.13",-,309.69,-7.65,
臺灣AI供應鏈聯盟指數,"4,154.17",-,315.72,-7.06,
台灣旗艦動能50指數,"4,471.49",-,170.15,-3.67,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"38,278.53",+,400.57,1.06,
金融類日報酬反向一倍指數,"3,802.55",-,20.21,-0.53,
漲升股利150指數,"8,361.90",-,301.96,-3.49,
藍籌30指數,"9,160.06",-,338.65,-3.57,
工業菁英30指數,"9,087.10",-,440.07,-4.62,
低波動股利精選30指數,"8,114.19",+,162.75,2.05,
中小型A級動能50指數,"16,544.12",-,"1,357.55",-7.58,
特選高息低波指數,"9,335.14",-,44.64,-0.48,
臺灣永續指數,"9,796.21",-,371.19,-3.65,
價值投資指數,"6,528.55",-,313.53,-4.58,
存股雙十等權重指數,"8,165.04",-,458.40,-5.32,
特選大蘋果指數,"8,505.74",-,656.70,-7.17,
中小型300指數,"9,265.69",-,567.37,-5.77,
臺灣500指數,"9,341.60",-,385.21,-3.96,
臺灣勞工權益指數,"8,439.16",-,265.07,-3.05,
微波高息精選20指數,"8,209.22",+,110.30,1.36,
特選世代行動通訊指數,"7,994.53",-,475.70,-5.62,
智慧投資多因子30指數,"7,261.67",+,11.65,0.16,
臺股期貨指數,"9,847.73",-,528.93,-5.10,
特選價值成長指數,"8,454.88",-,501.49,-5.60,
臺灣上櫃永續指數,"5,785.47",-,502.54,-7.99,
特選台股領航指數,"9,460.53",-,402.82,-4.08,
特選Smart多因子指數,"7,488.09",-,359.30,-4.58,
特選ESG高股息指數,"6,067.03",-,213.61,-3.40,
特選上櫃ESG成長指數,"3,962.32",-,354.83,-8.22,
特選上櫃ESG電子菁英指數,"4,062.58",-,364.98,-8.24,
臺灣優息存股指數,"4,745.20",-,51.69,-1.08,
特選上櫃ESG永續高股息指數,"5,586.22",-,448.48,-7.43,
特選臺灣金融高股息存股指數,"6,189.44",+,107.09,1.76,
特選臺灣產業龍頭存股等權重指數,"5,706.42",-,174.36,-2.96,
上櫃ESG 30指數,"5,082.16",-,462.45,-8.34,
臺灣ESG低碳50指數,"6,548.34",-,211.59,-3.13,
臺灣創新板指數,"7,019.99",-,342.24,-4.65,
特選上櫃ESG龍頭指數,"4,873.60",-,424.97,-8.02,
漲升股利精選高息50指數,"4,885.97",-,225.30,-4.41,
臺灣市值動能50指數,"3,963.76",-,204.11,-4.90,
臺灣護城河概念優選50指數,"4,098.18",-,157.26,-3.70,
特選臺灣中小型精選動能100指數,"3,902.17",-,201.18,-4.90,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"31,034.36",-,"1,374.17",-4.24,
發行量加權股價報酬指數,"40,915.49",-,"1,711.96",-4.02,
臺灣公司治理100報酬指數,"16,180.74",-,549.50,-3.28,
臺灣50報酬指數,"34,324.55",-,"1,265.97",-3.56,
臺灣50權重上限30%報酬指數,"30,536.36",-,"1,084.80",-3.43,
臺灣中型100報酬指數,"32,307.77",-,"1,894.90",-5.54,
臺灣資訊科技股報酬指數,"62,248.41",-,"3,074.71",-4.71,
臺灣發達報酬指數,"17,512.21",-,561.55,-3.11,
臺灣高股息報酬指數,"24,025.98",-,946.36,-3.79,
臺灣就業99報酬指數,"18,796.18",-,588.69,-3.04,
臺灣高薪100報酬指數,"16,372.70",-,575.53,-3.40,
未含金融電子報酬指數,"28,520.14",-,902.64,-3.07,
小型股300報酬指數,"13,022.19",-,751.56,-5.46,
水泥類報酬指數,313.32,+,2.53,0.81,
食品類報酬指數,"3,381.47",+,123.01,3.78,
塑膠類報酬指數,194.27,+,1.39,0.72,
紡織纖維類報酬指數,877.40,-,44.06,-4.78,
電機機械類報酬指數,465.54,-,38.34,-7.61,
電器電纜類報酬指數,122.00,-,10.18,-7.70,
化學生技醫療類報酬指數,186.10,-,7.44,-3.84,
化學類報酬指數,252.12,-,9.91,-3.78,
生技醫療類報酬指數,90.16,-,3.64,-3.88,
玻璃陶瓷類報酬指數,50.01,-,4.66,-8.52,
造紙類報酬指數,389.72,-,14.77,-3.65,
鋼鐵類報酬指數,217.49,-,5.20,-2.34,
橡膠類報酬指數,400.77,-,5.17,-1.27,
汽車類報酬指數,543.59,-,13.59,-2.44,
電子工業類報酬指數,"1,965.29",-,104.46,-5.05,
半導體類報酬指數,947.95,-,39.44,-3.99,
電腦及週邊設備類報酬指數,478.00,-,40.11,-7.74,
光電類報酬指數,48.92,-,4.86,-9.04,
通信網路類報酬指數,340.93,-,6.14,-1.77,
電子零組件類報酬指數,343.60,-,33.01,-8.77,
電子通路類報酬指數,527.57,-,30.52,-5.47,
資訊服務類報酬指數,482.96,-,24.02,-4.74,
其他電子類報酬指數,209.14,-,19.34,-8.46,
建材營造類報酬指數,"1,044.87",-,21.76,-2.04,
航運類報酬指數,344.14,-,20.50,-5.62,
觀光餐旅類報酬指數,154.79,-,1.55,-0.99,
金融保險類報酬指數,"3,514.81",+,18.48,0.53,
貿易百貨類報酬指數,422.95,+,15.65,3.84,
油電燃氣類報酬指數,84.12,-,0.16,-0.19,
綠能環保類報酬指數,93.87,-,3.98,-4.07,
數位雲端類報酬指數,53.92,-,1.99,-3.56,
運動休閒類報酬指數,80.78,-,8.56,-9.58,
居家生活類報酬指數,109.48,-,8.23,-6.99,
其他類報酬指數,501.90,-,12.62,-2.45,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"3,592.61",-,147.58,-3.95,
臺灣中小型公司治理報酬指數,"11,025.56",-,826.13,-6.97,
臺灣IPO報酬指數,"5,618.05",-,484.84,-7.94,
智慧中立報酬指數,"4,956.56",+,83.54,1.71,
加權指數掩護性臺指買權價外5%報酬指數,"8,124.84",-,340.43,-4.02,
臺灣5G報酬指數,"11,537.46",-,485.58,-4.04,
臺灣企業社會責任中小型報酬指數,"11,953.81",-,823.32,-6.44,
特選臺灣電動車代表報酬指數,"9,275.56",-,703.78,-7.05,
臺灣科技龍頭通訊報酬指數,"9,364.38",-,525.68,-5.32,
臺灣全市場報酬指數,"7,325.95",-,335.40,-4.38,
臺灣全市場半導體報酬指數,"7,341.62",-,392.27,-5.07,
臺灣智慧移動與電動車報酬指數,"5,293.20",-,304.98,-5.45,
特選小資高價30報酬指數,"6,918.47",-,472.33,-6.39,
特選臺灣綠能及電動車報酬指數,"5,641.51",-,303.95,-5.11,
特選臺灣智能車供應鏈聯盟報酬指數,"6,593.13",-,378.37,-5.43,
臺灣全市場半導體精選30報酬指數,"5,647.02",-,298.52,-5.02,
特選臺灣高股息30報酬指數,"5,854.84",-,336.60,-5.44,
臺灣友善環境報酬指數,"6,562.30",-,263.80,-3.86,
台灣永續價值報酬指數,"5,827.76",-,202.72,-3.36,
特選臺灣IC設計報酬指數,"4,225.18",-,284.56,-6.31,
特選臺灣環境永續高股息報酬指數,"7,936.60",-,494.06,-5.86,
臺灣友善環境50報酬指數,"5,465.39",-,205.36,-3.62,
特選臺灣IC設計產業代表報酬指數,"5,459.53",-,342.85,-5.91,
特選臺灣綠能報酬指數,"4,506.81",-,322.73,-6.68,
特選臺灣智慧50報酬指數,"5,106.56",-,240.89,-4.50,
臺灣晶圓製造報酬指數,"5,625.15",-,276.17,-4.68,
臺灣精選高息報酬指數,"6,593.65",-,204.35,-3.01,
臺灣多因子優選高股息30報酬指數,"8,796.05",-,233.94,-2.59,
特選臺灣優利高填息30報酬指數,"7,867.73",-,249.81,-3.08,
特選臺灣科技優息報酬指數,"8,417.25",-,337.37,-3.85,
臺灣半導體收益報酬指數,"6,158.17",-,322.07,-4.97,
臺灣優選成長高股息報酬指數,"6,983.34",-,298.62,-4.10,
特選臺灣ESG低碳高息40報酬指數,"7,826.98",-,216.91,-2.70,
臺灣優選多因子30報酬指數,"8,059.40",-,178.38,-2.17,
臺灣創新科技50報酬指數,"6,469.46",-,349.06,-5.12,
臺灣全市場新經濟產業報酬指數,"4,158.12",-,289.95,-6.52,
臺灣ESG永續高股息等權重報酬指數,"5,539.75",-,291.23,-4.99,
臺灣永續高息中小型報酬指數,"4,944.28",-,303.26,-5.78,
特選臺灣高息優質成長報酬指數,"5,376.34",-,260.56,-4.62,
特選臺灣高息動能報酬指數,"6,070.24",-,115.22,-1.86,
臺灣電子成長高息等權重報酬指數,"5,025.83",-,337.48,-6.29,
特選臺灣優利成長報酬指數,"4,397.91",-,224.90,-4.87,
臺灣價值高息報酬指數,"4,912.23",-,209.47,-4.09,
特選臺灣IC設計動能報酬指數,"3,871.80",-,289.84,-6.96,
臺灣科技高股息報酬指數,"4,563.38",-,347.92,-7.08,
臺灣趨勢動能高股息報酬指數,"5,312.91",-,134.81,-2.47,
特選臺灣科技高息成長報酬指數,"4,756.59",-,227.37,-4.56,
特選臺灣AI優息動能報酬指數,"3,926.95",-,317.12,-7.47,
臺灣優選AI 50報酬指數,"3,861.36",-,320.07,-7.65,
臺灣AI供應鏈聯盟報酬指數,"4,163.52",-,316.42,-7.06,
台灣旗艦動能50報酬指數,"4,500.25",-,171.25,-3.67,
報酬指數(臺灣指數公司),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
漲升股利150報酬指數,"12,395.16",-,447.62,-3.49,
藍籌30報酬指數,"12,560.40",-,464.37,-3.57,
工業菁英30報酬指數,"12,636.84",-,611.98,-4.62,
低波動股利精選30報酬指數,"11,307.16",+,226.79,2.05,
中小型A級動能50報酬指數,"20,749.81",-,"1,702.66",-7.58,
特選高息低波報酬指數,"14,287.36",-,68.32,-0.48,
臺灣永續報酬指數,"13,407.36",-,508.02,-3.65,
價值投資報酬指數,"9,513.45",-,456.88,-4.58,
存股雙十等權重報酬指數,"11,437.65",-,642.14,-5.32,
特選大蘋果報酬指數,"11,020.74",-,850.87,-7.17,
中小型300報酬指數,"11,543.43",-,706.84,-5.77,
臺灣500報酬指數,"11,661.26",-,480.85,-3.96,
臺灣勞工權益報酬指數,"11,288.17",-,354.55,-3.05,
微波高息精選20報酬指數,"10,468.61",+,140.67,1.36,
特選世代行動通訊報酬指數,"9,779.74",-,581.92,-5.62,
智慧投資多因子30報酬指數,"9,411.50",+,15.09,0.16,
特選大蘋果報酬正向兩倍指數,"21,408.84",-,"3,582.37",-14.33,
特選大蘋果報酬反向一倍指數,"4,459.57",+,298.25,7.17,
特選價值成長報酬指數,"11,333.96",-,672.26,-5.60,
臺灣上櫃永續報酬指數,"6,974.09",-,605.79,-7.99,
特選台股領航報酬指數,"11,827.67",-,503.61,-4.08,
特選Smart多因子報酬指數,"8,880.15",-,426.09,-4.58,
特選ESG高股息報酬指數,"7,929.40",-,279.18,-3.40,
特選上櫃ESG成長報酬指數,"4,472.34",-,400.49,-8.22,
特選上櫃ESG電子菁英報酬指數,"4,642.36",-,417.07,-8.24,
臺灣優息存股報酬指數,"5,613.61",-,61.15,-1.08,
特選上櫃ESG永續高股息報酬指數,"6,352.53",-,509.99,-7.43,
特選臺灣金融高股息存股報酬指數,"6,815.56",+,117.93,1.76,
特選臺灣產業龍頭存股等權重報酬指數,"6,275.03",-,191.73,-2.96,
上櫃ESG 30報酬指數,"5,462.19",-,497.03,-8.34,
臺灣ESG低碳50報酬指數,"7,064.64",-,228.28,-3.13,
臺灣創新板報酬指數,"7,135.41",-,347.86,-4.65,
特選上櫃ESG龍頭報酬指數,"5,052.56",-,440.58,-8.02,
漲升股利精選高息50報酬指數,"5,174.95",-,238.63,-4.41,
臺灣市值動能50報酬指數,"3,987.64",-,205.33,-4.90,
臺灣護城河概念優選50報酬指數,"4,112.74",-,157.82,-3.70,
特選臺灣中小型精選動能100報酬指數,"3,906.41",-,201.39,-4.90,
114年04月08日 大盤統計資訊,,,,,
成交統計,成交金額(元),成交股數(股),成交筆數,,
1.一般股票,"468,908,553,308","5,938,291,158","3,334,291",,
2.台灣存託憑證,"82,916,949","17,247,215","4,646",,
3.受益憑證,0,0,0,,
4.ETF,"107,006,593,114","4,610,761,292","1,477,496",,
5.受益證券,"6,300,160","533,467",171,,
6.變更交易股票,"52,340,738","5,654,743","2,177",,
7.認購(售)權證,"1,387,268,450","1,813,015,000","60,886",,
8.轉換公司債,0,0,0,,
9.附認股權特別股,0,0,0,,
10.附認股權公司債,0,0,0,,
11.認股權憑證,0,0,0,,
12.公司債,0,0,0,,
13.ETN,"13,134,530","2,063,000",421,,
14.創新板股票,"493,850,195","6,297,678","4,088",,
15.創新板-變更交易方法股票,0,0,0,,
證券合計(1+6+14+15),"469,454,744,241","5,950,243,579","3,340,556",,
總計(1~15),"577,950,957,444","12,393,863,553","4,884,176",,
漲跌證券數合計,,,,,
類型,整體市場,股票,,,
上漲(漲停),"1,832(130)",157(2),,,
下跌(跌停),"2,456(758)",861(421),,,
持平,179,19,,,
未成交,"24,939",0,,,
無比價,"6,333",1,,,
備註:,,,,,
外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。,,,,,
114年04月08日 每日收盤行情(全部(不含權證、牛熊證)),,,,,
備註:,,,,,
漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。,,,,,
當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。,,,,,
除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。,,,,,
本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。,,,,,
