指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,137.93",+,35.72,0.21,
發行量加權股價指數,"15,050.28",+,29.87,0.20,
臺灣公司治理100指數,"8,732.03",+,2.96,0.03,
臺灣50指數,"11,715.45",-,1.10,-0.01,
臺灣50權重上限30%指數,"11,068.51",+,11.79,0.11,
臺灣中型100指數,"12,580.38",+,85.74,0.69,
臺灣資訊科技指數,"19,821.55",-,36.89,-0.19,
臺灣發達指數,"9,889.97",+,38.32,0.39,
臺灣高股息指數,"6,239.52",+,38.17,0.62,
臺灣就業99指數,"8,955.38",+,27.40,0.31,
臺灣高薪100指數,"8,297.74",+,28.15,0.34,
未含金融指數,"12,920.17",+,12.17,0.09,
未含電子指數,"17,548.62",+,106.22,0.61,
未含金融電子指數,"14,529.24",+,65.48,0.45,
小型股300指數,"8,078.17",+,41.64,0.52,
水泥窯製類指數,625.18,+,2.30,0.37,
塑膠化工類指數,804.12,+,1.87,0.23,
機電類指數,"3,912.41",-,2.66,-0.07,
水泥類指數,166.74,+,0.62,0.37,
食品類指數,"1,814.68",+,6.62,0.37,
塑膠類指數,234.73,-,0.04,-0.02,
紡織纖維類指數,546.18,+,4.88,0.90,
電機機械類指數,219.58,+,0.65,0.30,
電器電纜類指數,82.44,-,1.12,-1.34,
化學生技醫療類指數,111.13,+,0.96,0.87,
化學類指數,133.17,+,0.64,0.48,
生技醫療類指數,63.19,+,0.82,1.31,
玻璃陶瓷類指數,45.46,+,0.16,0.35,
造紙類指數,290.07,+,0.75,0.26,
鋼鐵類指數,133.37,+,0.04,0.03,
橡膠類指數,247.16,+,0.31,0.13,
汽車類指數,322.20,+,1.77,0.55,
電子工業類指數,700.60,-,0.47,-0.07,
半導體類指數,336.06,-,1.79,-0.53,
電腦及週邊設備類指數,124.51,+,0.72,0.58,
光電類指數,32.40,+,0.38,1.19,
通信網路類指數,136.64,+,0.53,0.39,
電子零組件類指數,154.86,+,0.83,0.54,
電子通路類指數,171.14,-,0.67,-0.39,
資訊服務類指數,124.82,+,0.68,0.55,
其他電子類指數,99.96,+,1.31,1.33,
建材營造類指數,348.38,+,3.11,0.90,
航運類指數,210.88,+,2.83,1.36,
觀光類指數,95.38,+,0.47,0.50,
