指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"14,771.59",+,243.64,1.68,
發行量加權股價指數,"12,926.37",+,197.32,1.55,
臺灣公司治理100指數,"7,344.34",+,102.49,1.42,
臺灣50指數,"9,664.87",+,138.32,1.45,
臺灣50權重上限30%指數,"9,372.50",+,106.55,1.15,
臺灣中型100指數,"11,535.68",+,237.54,2.10,
臺灣資訊科技指數,"16,127.01",+,320.06,2.02,
臺灣發達指數,"8,900.09",+,103.54,1.18,
臺灣高股息指數,"5,492.85",+,37.63,0.69,
臺灣就業99指數,"8,133.44",+,91.46,1.14,
臺灣高薪100指數,"7,317.55",+,60.11,0.83,
未含金融指數,"11,034.17",+,192.77,1.78,
未含電子指數,"15,821.85",+,142.95,0.91,
未含金融電子指數,"13,148.17",+,170.63,1.31,
小型股300指數,"7,464.21",+,151.55,2.07,
水泥窯製類指數,550.46,+,8.24,1.52,
塑膠化工類指數,760.99,+,6.69,0.89,
機電類指數,"3,262.91",+,65.44,2.05,
水泥類指數,140.81,+,1.39,1.00,
食品類指數,"1,769.74",+,11.90,0.68,
塑膠類指數,227.64,+,0.28,0.12,
紡織纖維類指數,550.44,+,4.29,0.79,
電機機械類指數,197.43,+,5.82,3.04,
電器電纜類指數,86.54,+,2.91,3.48,
化學生技醫療類指數,100.70,+,2.34,2.38,
化學類指數,118.01,+,2.14,1.85,
生技醫療類指數,58.62,+,1.67,2.93,
玻璃陶瓷類指數,52.19,+,2.27,4.55,
造紙類指數,294.50,+,11.89,4.21,
鋼鐵類指數,127.47,+,0.04,0.03,
橡膠類指數,224.19,+,4.70,2.14,
汽車類指數,313.03,+,5.23,1.70,
電子工業類指數,582.14,+,11.46,2.01,
半導體類指數,262.75,+,6.49,2.53,
電腦及週邊設備類指數,112.09,+,1.09,0.98,
光電類指數,30.73,+,0.45,1.49,
通信網路類指數,121.94,+,1.47,1.22,
電子零組件類指數,139.12,+,3.04,2.23,
電子通路類指數,158.11,+,0.13,0.08,
資訊服務類指數,116.31,+,1.66,1.45,
其他電子類指數,94.13,+,0.57,0.61,
建材營造類指數,336.12,+,3.22,0.97,
航運類指數,147.87,+,3.23,2.23,
觀光類指數,95.07,+,2.37,2.56,
金融保險類指數,"1,407.31",+,0.02,--,
貿易百貨類指數,252.08,-,0.07,-0.03,
油電燃氣類指數,107.46,-,0.06,-0.06,
其他類指數,307.40,+,7.08,2.36,
臺指日報酬兩倍指數,"21,013.21",+,631.88,3.10,
臺指反向一倍指數,"5,325.20",-,83.85,-1.55,
電子類兩倍槓桿指數,"18,789.18",+,725.49,4.02,
電子類反向指數,"4,976.83",-,101.99,-2.01,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,681.83",+,145.16,4.10,
臺灣中小型公司治理指數,"5,804.69",+,170.09,3.02,
臺灣IPO指數,"4,080.67",+,123.94,3.13,
智慧中立指數,"3,482.18",-,1.30,-0.04,
臺灣5G指數,"6,283.31",+,117.69,1.91,
臺灣企業社會責任中小型指數,"7,157.76",+,91.81,1.30,
特選臺灣電動車代表指數,"5,349.44",+,52.27,0.99,
臺灣5G+通訊指數,"4,790.07",+,74.78,1.59,
臺灣全市場指數,"4,347.67",+,74.42,1.74,
臺灣全市場半導體指數,"3,842.72",+,105.05,2.81,
臺灣電動車與自駕科技永續概念指數,"3,503.98",+,64.15,1.86,
臺灣智慧移動與電動車指數,"3,287.78",+,50.67,1.57,
特選小資高價30指數,"3,581.82",+,104.57,3.01,
特選臺灣綠能及電動車指數,"3,862.09",+,61.22,1.61,
特選臺灣智能車供應鏈聯盟指數,"3,590.99",+,64.08,1.82,
臺灣全市場半導體精選30指數,"3,019.83",+,84.66,2.88,
特選臺灣高股息30指數,"3,403.35",+,36.76,1.09,
臺灣友善環境指數,"3,918.12",+,52.21,1.35,
台灣永續價值指數,"3,661.78",+,42.02,1.16,
特選臺灣IC設計指數,"2,223.05",+,78.08,3.64,
特選臺灣環境永續高股息指數,"3,601.47",+,27.43,0.77,
臺灣友善環境50指數,"3,414.93",+,38.12,1.13,
特選台灣策略高股息30指數,"3,328.16",+,41.51,1.26,
特選臺灣IC設計產業代表指數,"2,616.63",+,107.52,4.29,
特選臺灣綠能指數,"4,137.81",+,73.32,1.80,
特選臺灣成長高股息指數,"3,310.74",+,69.12,2.13,
特選臺灣智慧50指數,"3,159.71",+,43.93,1.41,
特選臺灣標竿PCB指數,"3,159.27",+,94.31,3.08,
臺灣晶圓製造指數,"3,534.90",+,86.97,2.52,
臺灣精選高息指數,"3,360.34",+,43.89,1.32,
臺灣多因子優選高股息30指數,"4,297.37",+,24.63,0.58,
特選臺灣優利高填息30指數,"3,879.22",+,36.54,0.95,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"21,951.17",+,0.62,--,
金融類日報酬反向一倍指數,"5,442.44",-,0.08,--,
漲升股利150指數,"6,941.60",+,82.63,1.20,
藍籌30指數,"6,182.57",+,80.30,1.32,
工業菁英30指數,"6,597.54",+,108.93,1.68,
電子菁英30指數,"6,269.79",+,116.75,1.90,
低波動股利精選30指數,"6,092.69",-,6.85,-0.11,
中小型A級動能50指數,"11,708.40",+,535.24,4.79,
特選高息低波指數,"6,088.08",+,42.32,0.70,
臺灣永續指數,"6,598.01",+,83.50,1.28,
特選內需高收益指數,"5,396.20",+,55.71,1.04,
價值投資指數,"4,866.27",+,102.11,2.14,
存股雙十等權重指數,"5,993.48",+,42.95,0.72,
特選大蘋果指數,"5,748.09",+,38.27,0.67,
中小型300指數,"7,397.78",+,159.14,2.20,
特股高息20指數,"5,422.29",+,5.97,0.11,
臺灣500指數,"6,689.07",+,98.98,1.50,
臺灣勞工權益指數,"6,594.97",+,27.48,0.42,
微波高息精選20指數,"5,813.85",+,24.55,0.42,
特選世代行動通訊指數,"5,344.19",+,138.32,2.66,
智慧投資多因子30指數,"4,313.12",+,57.93,1.36,
臺股期貨指數,"6,792.22",+,113.76,1.70,
特選價值成長指數,"5,547.79",+,91.11,1.67,
臺灣上櫃永續指數,"4,741.32",+,178.95,3.92,
特選台股領航指數,"5,846.80",+,62.11,1.07,
特選Smart多因子指數,"4,804.24",+,78.33,1.66,
特選ESG高股息指數,"3,538.38",+,36.57,1.04,
特選上櫃ESG成長指數,"3,421.98",+,170.72,5.25,
特選上櫃ESG電子菁英指數,"3,498.93",+,160.69,4.81,
新臺灣高股息指數,"3,946.30",+,34.53,0.88,
臺灣優息存股指數,"4,273.57",+,14.02,0.33,
特選上櫃ESG永續高股息指數,"4,949.75",+,181.34,3.80,
特選臺灣金融高股息存股指數,"4,550.78",-,1.71,-0.04,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"20,633.17",+,340.32,1.68,
發行量加權股價報酬指數,"26,826.77",+,409.52,1.55,
臺灣公司治理100報酬指數,"10,073.31",+,140.58,1.42,
臺灣50報酬指數,"20,202.62",+,289.14,1.45,
臺灣50權重上限30%報酬指數,"19,801.36",+,225.11,1.15,
臺灣中型100報酬指數,"22,552.97",+,464.40,2.10,
臺灣資訊科技股報酬指數,"31,651.01",+,628.14,2.02,
臺灣發達報酬指數,"17,159.28",+,199.63,1.18,
臺灣高股息報酬指數,"15,161.98",+,103.87,0.69,
臺灣就業99報酬指數,"12,686.07",+,142.66,1.14,
臺灣高薪100報酬指數,"10,548.29",+,86.65,0.83,
未含金融電子報酬指數,"27,967.46",+,362.94,1.31,
小型股300報酬指數,"9,882.89",+,200.65,2.07,
