指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"19,256.00",-,79.13,-0.41,
發行量加權股價指數,"16,854.10",-,72.34,-0.43,
臺灣公司治理100指數,"9,866.41",-,32.19,-0.33,
臺灣50指數,"13,723.63",-,72.24,-0.52,
臺灣50權重上限30%指數,"12,843.03",-,69.51,-0.54,
臺灣中型100指數,"12,506.34",-,57.49,-0.46,
臺灣資訊科技指數,"24,332.36",-,170.23,-0.69,
臺灣發達指數,"10,490.03",+,3.84,0.04,
臺灣高股息指數,"8,036.07",-,73.61,-0.91,
臺灣就業99指數,"9,636.85",+,29.40,0.31,
臺灣高薪100指數,"8,533.24",-,31.96,-0.37,
未含金融指數,"14,904.97",-,64.97,-0.43,
未含電子指數,"17,293.07",-,6.33,-0.04,
未含金融電子指數,"15,006.49",+,14.11,0.09,
小型股300指數,"8,964.48",-,19.34,-0.22,
水泥窯製類指數,701.80,-,2.82,-0.40,
塑膠化工類指數,966.97,+,18.59,1.96,
機電類指數,"4,715.10",-,30.48,-0.64,
水泥類指數,185.25,-,0.59,-0.32,
食品類指數,"1,902.41",-,3.97,-0.21,
塑膠類指數,286.39,+,6.43,2.30,
紡織纖維類指數,616.43,-,0.61,-0.10,
電機機械類指數,268.61,-,2.77,-1.02,
電器電纜類指數,67.48,-,0.32,-0.47,
化學生技醫療類指數,113.79,+,0.23,0.20,
化學類指數,122.43,+,0.27,0.22,
生技醫療類指數,72.71,+,0.13,0.18,
玻璃陶瓷類指數,55.73,-,0.53,-0.94,
造紙類指數,376.91,-,10.82,-2.79,
鋼鐵類指數,136.14,-,1.07,-0.78,
橡膠類指數,373.21,+,10.93,3.02,
汽車類指數,348.66,-,1.90,-0.54,
電子工業類指數,845.71,-,5.39,-0.63,
半導體類指數,419.54,-,2.91,-0.69,
電腦及週邊設備類指數,144.61,-,0.39,-0.27,
光電類指數,49.34,+,0.12,0.24,
通信網路類指數,130.57,+,0.78,0.60,
電子零組件類指數,178.36,-,1.78,-0.99,
電子通路類指數,162.40,-,2.17,-1.32,
資訊服務類指數,136.99,-,0.17,-0.12,
其他電子類指數,111.19,-,1.78,-1.58,
建材營造類指數,363.83,-,1.59,-0.44,
航運類指數,120.07,-,3.37,-2.73,
觀光類指數,109.13,-,0.72,-0.66,
