指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"16,696.25",-,132.27,-0.79,
發行量加權股價指數,"14,561.76",-,108.28,-0.74,
臺灣公司治理100指數,"8,294.85",-,62.49,-0.75,
臺灣50指數,"11,042.11",-,95.12,-0.85,
臺灣50權重上限30%指數,"10,489.45",-,87.51,-0.83,
臺灣中型100指數,"12,816.12",-,91.23,-0.71,
臺灣資訊科技指數,"18,706.13",-,186.45,-0.99,
臺灣發達指數,"9,684.52",-,74.82,-0.77,
臺灣高股息指數,"6,062.39",-,36.06,-0.59,
臺灣就業99指數,"8,851.64",-,49.41,-0.56,
臺灣高薪100指數,"8,036.10",-,46.31,-0.57,
未含金融指數,"12,476.58",-,102.02,-0.81,
未含電子指數,"17,362.82",-,67.92,-0.39,
未含金融電子指數,"14,428.61",-,67.51,-0.47,
小型股300指數,"8,317.50",-,55.27,-0.66,
水泥窯製類指數,635.28,-,11.57,-1.79,
塑膠化工類指數,826.24,-,4.09,-0.49,
機電類指數,"3,739.39",-,36.41,-0.96,
水泥類指數,170.42,-,3.24,-1.87,
食品類指數,"1,825.42",-,22.02,-1.19,
塑膠類指數,232.26,-,2.31,-0.98,
紡織纖維類指數,576.27,-,11.00,-1.87,
電機機械類指數,220.95,-,0.50,-0.23,
電器電纜類指數,94.48,-,1.95,-2.02,
化學生技醫療類指數,123.05,-,0.15,-0.12,
化學類指數,138.53,-,0.48,-0.35,
生技醫療類指數,74.56,+,0.07,0.09,
玻璃陶瓷類指數,44.23,-,0.54,-1.21,
造紙類指數,301.52,+,2.95,0.99,
鋼鐵類指數,137.57,-,0.71,-0.51,
橡膠類指數,260.66,+,3.54,1.38,
汽車類指數,332.30,+,2.37,0.72,
電子工業類指數,667.84,-,6.56,-0.97,
半導體類指數,312.43,-,3.34,-1.06,
電腦及週邊設備類指數,122.92,-,0.78,-0.63,
光電類指數,33.62,-,0.28,-0.83,
通信網路類指數,132.81,-,0.93,-0.70,
電子零組件類指數,152.66,-,2.08,-1.34,
電子通路類指數,172.20,-,1.26,-0.73,
資訊服務類指數,125.79,-,0.90,-0.71,
其他電子類指數,99.93,-,0.61,-0.61,
建材營造類指數,358.74,-,1.69,-0.47,
航運類指數,181.69,+,1.15,0.64,
觀光類指數,99.73,+,0.39,0.39,
金融保險類指數,"1,544.41",-,3.33,-0.22,
貿易百貨類指數,271.54,-,6.09,-2.19,
