指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,885.36",+,13.30,0.07,
發行量加權股價指數,"16,644.79",+,23.89,0.14,
臺灣公司治理100指數,"9,710.77",+,33.86,0.35,
臺灣50指數,"12,916.69",+,25.73,0.20,
臺灣50權重上限30%指數,"12,306.43",+,39.25,0.32,
臺灣中型100指數,"13,933.30",+,26.98,0.19,
臺灣資訊科技指數,"21,495.80",-,13.68,-0.06,
臺灣發達指數,"11,086.13",+,3.34,0.03,
臺灣高股息指數,"7,447.30",-,11.21,-0.15,
臺灣就業99指數,"10,208.15",+,20.02,0.20,
臺灣高薪100指數,"9,599.26",+,43.56,0.46,
未含金融指數,"14,168.36",+,0.47,--,
未含電子指數,"20,071.57",+,79.57,0.40,
未含金融電子指數,"16,425.95",+,12.50,0.08,
小型股300指數,"8,853.68",+,12.26,0.14,
水泥窯製類指數,703.30,+,1.54,0.22,
塑膠化工類指數,936.04,-,0.94,-0.10,
機電類指數,"4,230.41",-,0.43,-0.01,
水泥類指數,183.80,+,0.68,0.37,
食品類指數,"1,898.51",+,0.92,0.05,
塑膠類指數,284.60,+,0.37,0.13,
紡織纖維類指數,582.07,+,6.38,1.11,
電機機械類指數,221.30,+,1.42,0.65,
電器電纜類指數,108.74,+,0.86,0.80,
化學生技醫療類指數,121.08,-,1.15,-0.94,
化學類指數,148.68,-,0.63,-0.42,
生技醫療類指數,66.46,-,1.10,-1.63,
玻璃陶瓷類指數,58.64,-,0.41,-0.69,
造紙類指數,366.96,-,0.78,-0.21,
鋼鐵類指數,173.07,-,3.06,-1.74,
橡膠類指數,257.59,+,0.93,0.36,
汽車類指數,311.73,+,2.78,0.90,
電子工業類指數,757.50,-,0.23,-0.03,
半導體類指數,370.14,-,1.58,-0.43,
電腦及週邊設備類指數,135.80,+,0.87,0.64,
光電類指數,34.14,-,0.42,-1.22,
通信網路類指數,141.11,+,1.72,1.23,
電子零組件類指數,169.14,+,2.42,1.45,
電子通路類指數,200.28,+,0.33,0.17,
資訊服務類指數,129.17,-,0.09,-0.07,
其他電子類指數,94.17,+,0.22,0.23,
建材營造類指數,371.41,+,3.20,0.87,
航運類指數,263.39,-,3.85,-1.44,
觀光類指數,94.31,+,0.48,0.51,
金融保險類指數,"1,846.72",+,20.12,1.10,
貿易百貨類指數,312.74,+,6.05,1.97,
油電燃氣類指數,117.39,-,0.42,-0.36,
其他類指數,384.51,+,6.59,1.74,
臺指日報酬兩倍指數,"35,686.84",+,102.29,0.29,
臺指反向一倍指數,"4,233.99",-,6.09,-0.14,
電子類兩倍槓桿指數,"32,924.90",-,20.00,-0.06,
電子類反向指數,"3,955.77",+,1.20,0.03,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,234.41",-,66.95,-1.56,
臺灣中小型公司治理指數,"6,982.39",+,42.45,0.61,
臺灣IPO指數,"6,192.41",-,39.36,-0.63,
智慧中立指數,"4,051.42",-,0.60,-0.01,
臺灣5G指數,"8,279.82",+,21.74,0.26,
臺灣企業社會責任中小型指數,"8,588.73",+,46.65,0.55,
特選臺灣電動車代表指數,"5,751.88",-,0.85,-0.01,
臺灣5G+通訊指數,"6,036.44",+,12.08,0.20,
臺灣全市場指數,"5,628.35",+,4.59,0.08,
臺灣全市場半導體指數,"5,362.63",-,41.65,-0.77,
