指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,888.27",+,224.83,1.20,
發行量加權股價指數,"16,505.05",+,213.05,1.31,
臺灣公司治理100指數,"9,451.58",+,176.88,1.91,
臺灣50指數,"12,595.92",+,279.84,2.27,
臺灣50權重上限30%指數,"11,775.49",+,189.41,1.63,
臺灣中型100指數,"15,059.29",+,120.87,0.81,
臺灣資訊科技指數,"22,428.57",+,675.59,3.11,
臺灣發達指數,"10,317.39",-,19.82,-0.19,
臺灣高股息指數,"7,033.50",+,75.41,1.08,
臺灣就業99指數,"10,249.25",+,81.82,0.80,
臺灣高薪100指數,"9,031.24",+,82.95,0.93,
未含金融指數,"14,302.64",+,210.03,1.49,
未含電子指數,"18,423.03",-,90.79,-0.49,
未含金融電子指數,"15,428.78",-,103.48,-0.67,
小型股300指數,"9,249.68",-,52.92,-0.57,
水泥窯製類指數,650.12,-,3.32,-0.51,
塑膠化工類指數,869.35,-,6.59,-0.75,
機電類指數,"4,438.25",+,101.21,2.33,
水泥類指數,171.41,-,0.54,-0.31,
食品類指數,"2,042.31",-,7.45,-0.36,
塑膠類指數,250.68,-,1.37,-0.54,
紡織纖維類指數,575.27,-,1.71,-0.30,
電機機械類指數,297.11,-,2.17,-0.73,
電器電纜類指數,111.84,-,0.40,-0.36,
化學生技醫療類指數,126.44,-,1.41,-1.10,
化學類指數,143.50,-,1.16,-0.80,
生技醫療類指數,76.08,-,1.06,-1.37,
玻璃陶瓷類指數,50.97,-,0.98,-1.89,
造紙類指數,348.26,-,10.12,-2.82,
鋼鐵類指數,141.46,-,0.75,-0.53,
橡膠類指數,250.65,-,2.70,-1.07,
汽車類指數,418.41,-,9.37,-2.19,
電子工業類指數,790.04,+,18.87,2.45,
半導體類指數,376.29,+,12.92,3.56,
電腦及週邊設備類指數,169.04,+,2.77,1.67,
光電類指數,35.60,-,0.34,-0.95,
通信網路類指數,141.86,+,0.65,0.46,
電子零組件類指數,181.44,+,1.72,0.96,
電子通路類指數,188.06,-,0.57,-0.30,
資訊服務類指數,172.99,-,0.57,-0.33,
其他電子類指數,100.64,+,0.34,0.34,
建材營造類指數,379.79,-,2.31,-0.60,
航運類指數,162.15,+,0.13,0.08,
觀光類指數,152.33,-,3.51,-2.25,
金融保險類指數,"1,610.02",-,1.28,-0.08,
貿易百貨類指數,289.15,-,0.83,-0.29,
油電燃氣類指數,115.42,-,1.33,-1.14,
其他類指數,370.02,-,0.94,-0.25,
臺指日報酬兩倍指數,"33,820.87",+,862.00,2.62,
臺指反向一倍指數,"4,116.07",-,54.54,-1.31,
電子類兩倍槓桿指數,"33,843.30",+,"1,578.97",4.89,
電子類反向指數,"3,583.53",-,89.89,-2.45,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,231.83",-,67.51,-1.57,
臺灣中小型公司治理指數,"7,952.88",+,128.33,1.64,
臺灣IPO指數,"4,962.41",-,17.05,-0.34,
智慧中立指數,"3,506.53",+,9.42,0.27,
臺灣5G指數,"8,133.71",+,178.47,2.24,
臺灣企業社會責任中小型指數,"9,389.82",+,65.50,0.70,
特選臺灣電動車代表指數,"7,310.18",+,153.84,2.15,
臺灣5G+通訊指數,"6,279.07",+,161.99,2.65,
臺灣全市場指數,"5,609.86",+,83.33,1.51,
臺灣全市場半導體指數,"5,318.57",+,130.33,2.51,
臺灣智慧移動與電動車指數,"4,326.87",+,69.17,1.62,
特選小資高價30指數,"5,217.50",+,124.16,2.44,
特選臺灣綠能及電動車指數,"4,997.72",+,53.68,1.09,
特選臺灣智能車供應鏈聯盟指數,"4,705.12",+,107.21,2.33,
臺灣全市場半導體精選30指數,"4,252.82",+,112.98,2.73,
特選臺灣高股息30指數,"4,189.29",+,24.35,0.58,
臺灣友善環境指數,"5,003.32",+,79.48,1.61,
台灣永續價值指數,"4,687.60",+,77.94,1.69,
特選臺灣IC設計指數,"3,401.74",+,60.10,1.80,
特選臺灣環境永續高股息指數,"4,723.67",+,52.53,1.12,
臺灣友善環境50指數,"4,216.64",+,68.61,1.65,
特選臺灣IC設計產業代表指數,"4,243.60",+,83.20,2.00,
特選臺灣綠能指數,"5,196.12",+,6.18,0.12,
特選臺灣智慧50指數,"4,084.57",+,67.97,1.69,
特選臺灣標竿PCB指數,"4,070.61",+,8.06,0.20,
臺灣晶圓製造指數,"4,819.16",+,115.97,2.47,
臺灣精選高息指數,"4,218.00",+,24.30,0.58,
臺灣多因子優選高股息30指數,"5,535.55",+,37.39,0.68,
特選臺灣優利高填息30指數,"5,216.41",+,81.14,1.58,
臺灣多因子優選成長30指數,"6,270.23",+,123.23,2.00,
特選臺灣科技優息指數,"6,313.44",+,75.78,1.21,
臺灣半導體收益指數,"5,188.12",+,91.60,1.80,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"28,502.17",-,45.36,-0.16,
金融類日報酬反向一倍指數,"4,718.98",+,3.75,0.08,
漲升股利150指數,"8,517.60",+,51.46,0.61,
藍籌30指數,"7,903.08",+,126.03,1.62,
工業菁英30指數,"8,451.22",+,160.58,1.94,
電子菁英30指數,"8,811.37",+,194.70,2.26,
低波動股利精選30指數,"6,945.76",+,11.69,0.17,
中小型A級動能50指數,"17,334.94",+,207.11,1.21,
特選高息低波指數,"7,685.38",+,79.62,1.05,
臺灣永續指數,"8,387.13",+,150.44,1.83,
價值投資指數,"6,397.01",+,2.79,0.04,
存股雙十等權重指數,"7,189.38",+,87.54,1.23,
特選大蘋果指數,"7,713.08",+,123.95,1.63,
中小型300指數,"9,555.59",+,24.71,0.26,
臺灣500指數,"8,487.02",+,105.39,1.26,
臺灣勞工權益指數,"7,690.95",+,0.73,0.01,
微波高息精選20指數,"6,826.30",+,13.08,0.19,
特選世代行動通訊指數,"6,587.90",+,82.82,1.27,
智慧投資多因子30指數,"5,399.94",+,80.01,1.50,
臺股期貨指數,"8,786.74",+,121.90,1.41,
特選價值成長指數,"7,140.63",+,20.12,0.28,
臺灣上櫃永續指數,"6,275.91",+,91.83,1.48,
特選台股領航指數,"7,276.04",+,124.70,1.74,
特選Smart多因子指數,"6,177.01",+,120.61,1.99,
特選ESG高股息指數,"4,625.97",+,69.26,1.52,
特選上櫃ESG成長指數,"4,416.06",+,63.60,1.46,
特選上櫃ESG電子菁英指數,"4,555.17",+,87.57,1.96,
臺灣優息存股指數,"4,856.60",-,13.49,-0.28,
特選上櫃ESG永續高股息指數,"6,351.07",+,121.50,1.95,
特選臺灣金融高股息存股指數,"5,190.25",-,8.88,-0.17,
特選臺灣產業龍頭存股等權重指數,"5,933.47",-,7.30,-0.12,
上櫃ESG 30指數,"5,853.65",+,79.08,1.37,
臺灣ESG低碳50指數,"5,515.76",+,117.97,2.19,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"26,514.71",+,315.64,1.20,
發行量加權股價報酬指數,"34,421.85",+,444.38,1.31,
臺灣公司治理100報酬指數,"13,031.99",+,243.89,1.91,
臺灣50報酬指數,"26,489.18",+,588.50,2.27,
臺灣50權重上限30%報酬指數,"24,989.47",+,401.95,1.63,
臺灣中型100報酬指數,"29,554.35",+,237.22,0.81,
臺灣資訊科技股報酬指數,"44,376.23",+,"1,336.69",3.11,
臺灣發達報酬指數,"19,926.61",-,38.26,-0.19,
臺灣高股息報酬指數,"19,514.41",+,209.22,1.08,
臺灣就業99報酬指數,"16,033.68",+,128.00,0.80,
臺灣高薪100報酬指數,"13,072.47",+,120.07,0.93,
未含金融電子報酬指數,"32,882.61",-,220.41,-0.67,
小型股300報酬指數,"12,300.72",-,70.37,-0.57,
水泥類報酬指數,340.63,-,1.06,-0.31,
食品類報酬指數,"3,194.14",-,11.66,-0.36,
塑膠類報酬指數,460.30,-,2.52,-0.54,
紡織纖維類報酬指數,946.65,-,2.81,-0.30,
電機機械類報酬指數,449.79,-,3.29,-0.73,
電器電纜類報酬指數,173.19,-,0.63,-0.36,
化學生技醫療類報酬指數,199.36,-,2.20,-1.09,
化學類報酬指數,243.89,-,1.97,-0.80,
生技醫療類報酬指數,107.69,-,1.48,-1.36,
玻璃陶瓷類報酬指數,64.44,-,1.23,-1.87,
造紙類報酬指數,541.84,-,15.75,-2.82,
鋼鐵類報酬指數,240.77,-,1.26,-0.52,
橡膠類報酬指數,404.28,-,4.35,-1.06,
汽車類報酬指數,671.70,-,15.04,-2.19,
電子工業類報酬指數,"1,494.14",+,35.68,2.45,
半導體類報酬指數,668.07,+,22.95,3.56,
電腦及週邊設備類報酬指數,379.08,+,6.21,1.67,
光電類報酬指數,52.86,-,0.52,-0.97,
通信網路類報酬指數,297.93,+,1.37,0.46,
電子零組件類報酬指數,338.02,+,3.21,0.96,
電子通路類報酬指數,453.25,-,1.39,-0.31,
資訊服務類報酬指數,406.18,-,1.34,-0.33,
其他電子類報酬指數,162.87,+,0.55,0.34,
建材營造類報酬指數,769.18,-,4.68,-0.60,
