指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"18,807.55",+,69.49,0.37,
發行量加權股價指數,"16,565.83",+,66.93,0.41,
臺灣公司治理100指數,"9,630.06",+,46.26,0.48,
臺灣50指數,"12,802.97",+,61.62,0.48,
臺灣50權重上限30%指數,"12,248.82",+,55.91,0.46,
臺灣中型100指數,"14,056.99",+,46.73,0.33,
臺灣資訊科技指數,"21,367.25",+,121.00,0.57,
臺灣發達指數,"11,130.64",+,25.65,0.23,
臺灣高股息指數,"7,539.77",+,46.66,0.62,
臺灣就業99指數,"10,140.32",+,23.65,0.23,
臺灣高薪100指數,"9,535.25",+,39.98,0.42,
未含金融指數,"14,132.37",+,60.97,0.43,
未含電子指數,"20,018.06",+,86.50,0.43,
未含金融電子指數,"16,510.87",+,87.47,0.53,
小型股300指數,"8,805.89",+,29.37,0.33,
水泥窯製類指數,699.44,+,2.45,0.35,
塑膠化工類指數,934.57,+,0.64,0.07,
機電類指數,"4,204.42",+,15.47,0.37,
水泥類指數,182.43,+,0.29,0.16,
食品類指數,"1,888.69",-,11.78,-0.62,
塑膠類指數,285.06,+,0.64,0.23,
紡織纖維類指數,579.84,+,4.99,0.87,
電機機械類指數,223.06,+,0.90,0.41,
電器電纜類指數,104.58,-,1.85,-1.74,
化學生技醫療類指數,120.14,-,0.43,-0.36,
化學類指數,147.83,+,0.52,0.35,
生技醫療類指數,65.74,-,0.89,-1.34,
玻璃陶瓷類指數,59.04,+,0.92,1.58,
造紙類指數,367.90,-,3.85,-1.04,
鋼鐵類指數,169.89,-,0.52,-0.31,
橡膠類指數,255.30,-,0.04,-0.02,
汽車類指數,310.61,+,0.49,0.16,
電子工業類指數,752.82,+,2.90,0.39,
半導體類指數,366.57,+,1.94,0.53,
電腦及週邊設備類指數,136.77,+,1.04,0.77,
光電類指數,34.17,-,0.01,-0.03,
通信網路類指數,136.04,-,2.50,-1.80,
電子零組件類指數,169.71,+,0.58,0.34,
電子通路類指數,199.94,-,0.01,-0.01,
資訊服務類指數,128.19,+,0.10,0.08,
其他電子類指數,96.38,+,1.14,1.20,
建材營造類指數,371.96,+,2.58,0.70,
航運類指數,278.15,+,6.97,2.57,
觀光類指數,94.05,-,0.02,-0.02,
金融保險類指數,"1,810.54",+,3.91,0.22,
貿易百貨類指數,304.65,+,0.45,0.15,
油電燃氣類指數,117.99,-,0.02,-0.02,
其他類指數,384.35,+,2.53,0.66,
臺指日報酬兩倍指數,"35,326.24",+,284.30,0.81,
臺指反向一倍指數,"4,251.48",-,17.32,-0.41,
電子類兩倍槓桿指數,"32,490.30",+,249.36,0.77,
電子類反向指數,"3,976.92",-,15.44,-0.39,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,162.91",-,67.63,-1.60,
臺灣中小型公司治理指數,"6,972.40",+,6.53,0.09,
臺灣IPO指數,"6,230.77",+,49.32,0.80,
智慧中立指數,"4,073.31",-,3.20,-0.08,
臺灣5G指數,"8,253.19",+,7.28,0.09,
臺灣企業社會責任中小型指數,"8,559.38",+,15.19,0.18,
特選臺灣電動車代表指數,"5,761.67",+,23.12,0.40,
臺灣5G+通訊指數,"6,053.49",+,32.00,0.53,
臺灣全市場指數,"5,604.52",+,23.04,0.41,
臺灣全市場半導體指數,"5,416.50",+,25.99,0.48,
臺灣電動車與自駕科技永續概念指數,"4,513.91",+,36.50,0.82,
臺灣智慧移動與電動車指數,"4,281.08",+,7.98,0.19,
特選小資高價30指數,"4,784.98",+,2.64,0.06,
特選臺灣綠能及電動車指數,"4,633.90",+,18.97,0.41,
特選臺灣智能車供應鏈聯盟指數,"4,441.65",+,24.55,0.56,
臺灣全市場半導體精選30指數,"4,282.92",+,14.52,0.34,
特選臺灣高股息30指數,"4,835.10",+,11.08,0.23,
臺灣友善環境指數,"5,160.26",+,31.68,0.62,
台灣永續價值指數,"4,724.02",+,11.65,0.25,
特選臺灣IC設計指數,"3,606.71",-,45.82,-1.25,
特選臺灣環境永續高股息指數,"4,820.31",+,24.81,0.52,
臺灣友善環境50指數,"4,450.22",+,34.88,0.79,
特選台灣策略高股息30指數,"4,623.68",+,25.08,0.55,
特選臺灣IC設計產業代表指數,"3,992.25",-,29.62,-0.74,
特選臺灣綠能指數,"4,873.75",+,3.20,0.07,
特選臺灣成長高股息指數,"4,572.45",+,32.04,0.71,
特選臺灣智慧50指數,"4,668.72",+,31.81,0.69,
