指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"20,522.39",+,12.86,0.06,
發行量加權股價指數,"17,910.37",+,18.87,0.11,
臺灣公司治理100指數,"10,046.14",+,7.45,0.07,
臺灣50指數,"13,370.94",+,15.92,0.12,
臺灣50權重上限30%指數,"12,557.52",+,12.98,0.10,
臺灣中型100指數,"18,402.12",+,8.55,0.05,
臺灣資訊科技指數,"25,517.32",-,10.99,-0.04,
臺灣發達指數,"9,920.71",+,30.38,0.31,
臺灣高股息指數,"8,932.60",-,19.41,-0.22,
臺灣就業99指數,"11,743.27",+,11.00,0.09,
臺灣高薪100指數,"10,006.26",-,26.20,-0.26,
未含金融指數,"15,543.51",+,6.53,0.04,
未含電子指數,"18,643.43",+,65.87,0.35,
未含金融電子指數,"15,212.20",+,36.20,0.24,
小型股300指數,"10,266.95",-,5.78,-0.06,
水泥窯製類指數,617.44,+,1.11,0.18,
塑膠化工類指數,811.80,+,2.73,0.34,
機電類指數,"5,003.06",+,1.29,0.03,
水泥類指數,160.92,+,0.24,0.15,
食品類指數,"2,070.26",+,7.93,0.38,
塑膠類指數,220.12,+,1.26,0.58,
紡織纖維類指數,626.44,+,1.74,0.28,
電機機械類指數,318.12,+,6.20,1.99,
電器電纜類指數,106.81,+,0.98,0.93,
化學生技醫療類指數,127.51,-,0.16,-0.13,
化學類指數,159.86,+,0.37,0.23,
生技醫療類指數,68.92,-,0.32,-0.46,
玻璃陶瓷類指數,52.26,+,0.21,0.40,
造紙類指數,351.44,+,0.76,0.22,
鋼鐵類指數,146.46,+,0.34,0.23,
橡膠類指數,269.10,+,1.31,0.49,
汽車類指數,417.35,+,2.86,0.69,
電子工業類指數,893.05,-,0.29,-0.03,
半導體類指數,415.73,-,0.12,-0.03,
電腦及週邊設備類指數,242.36,+,0.03,0.01,
光電類指數,38.21,-,0.07,-0.18,
通信網路類指數,150.22,+,0.47,0.31,
電子零組件類指數,205.60,-,0.73,-0.35,
電子通路類指數,235.34,-,5.02,-2.09,
資訊服務類指數,177.43,+,0.24,0.14,
其他電子類指數,103.71,+,0.61,0.59,
建材營造類指數,429.60,+,0.44,0.10,
航運類指數,154.35,-,1.98,-1.27,
觀光餐旅類指數,130.30,-,0.22,-0.17,
金融保險類指數,"1,726.88",+,10.43,0.61,
貿易百貨類指數,284.26,+,1.13,0.40,
油電燃氣類指數,109.27,+,0.28,0.26,
綠能環保類指數,93.69,+,0.26,0.28,
數位雲端類指數,82.92,-,0.13,-0.16,
運動休閒類指數,90.87,-,0.14,-0.15,
居家生活類指數,103.98,+,0.41,0.40,
其他類指數,374.97,+,0.20,0.05,
臺指日報酬兩倍指數,"39,572.48",+,83.30,0.21,
臺指反向一倍指數,"3,759.09",-,3.97,-0.11,
電子類兩倍槓桿指數,"42,701.83",-,27.74,-0.06,
電子類反向指數,"3,127.57",+,1.01,0.03,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,091.37",-,8.21,-0.20,
臺灣中小型公司治理指數,"9,825.03",-,58.20,-0.59,
臺灣IPO指數,"5,252.40",+,33.61,0.64,
智慧中立指數,"3,400.60",-,1.83,-0.05,
臺灣5G指數,"9,163.03",-,24.84,-0.27,
臺灣企業社會責任中小型指數,"11,639.86",-,34.32,-0.29,
特選臺灣電動車代表指數,"8,389.56",+,41.55,0.50,
臺灣5G+通訊指數,"7,246.02",-,16.79,-0.23,
臺灣全市場指數,"6,129.95",+,2.74,0.04,
臺灣全市場半導體指數,"6,353.91",-,25.24,-0.40,
臺灣智慧移動與電動車指數,"4,788.75",-,4.56,-0.10,
特選小資高價30指數,"5,891.73",-,29.21,-0.49,
特選臺灣綠能及電動車指數,"5,350.31",+,16.86,0.32,
特選臺灣智能車供應鏈聯盟指數,"5,352.02",-,3.43,-0.06,
臺灣全市場半導體精選30指數,"5,083.88",-,20.17,-0.40,
特選臺灣高股息30指數,"4,847.20",-,28.85,-0.59,
臺灣友善環境指數,"5,432.38",+,1.04,0.02,
台灣永續價值指數,"4,982.64",+,11.21,0.23,
特選臺灣IC設計指數,"4,403.47",-,46.17,-1.04,
特選臺灣環境永續高股息指數,"6,339.13",-,96.99,-1.51,
臺灣友善環境50指數,"4,455.97",-,2.27,-0.05,
特選臺灣IC設計產業代表指數,"5,614.79",-,56.15,-0.99,
特選臺灣綠能指數,"5,170.80",+,45.27,0.88,
特選臺灣智慧50指數,"4,225.44",+,3.81,0.09,
特選臺灣標竿PCB指數,"5,048.05",-,34.94,-0.69,
臺灣晶圓製造指數,"5,318.50",-,26.78,-0.50,
臺灣精選高息指數,"4,754.69",-,40.58,-0.85,
臺灣多因子優選高股息30指數,"7,156.93",-,32.56,-0.45,
特選臺灣優利高填息30指數,"6,420.64",-,54.37,-0.84,
特選臺灣科技優息指數,"8,459.34",-,58.88,-0.69,
臺灣工業4.0指數,"6,619.41",+,16.05,0.24,
臺灣半導體收益指數,"6,047.15",-,34.96,-0.57,
臺灣優選成長高股息指數,"7,006.42",-,51.27,-0.73,
特選臺灣ESG低碳高息40指數,"7,623.40",-,59.80,-0.78,
臺灣優選多因子30指數,"6,543.48",+,25.22,0.39,
臺灣創新科技50指數,"5,849.26",-,25.89,-0.44,
臺灣全市場新經濟產業指數,"4,654.93",+,0.77,0.02,
臺灣ESG永續高股息等權重指數,"6,073.52",-,27.77,-0.46,
臺灣永續高息中小型指數,"5,765.29",-,33.82,-0.58,
特選臺灣高息優質成長指數,"5,456.29",-,34.67,-0.63,
特選臺灣高息動能指數,"5,736.84",-,60.57,-1.04,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"32,555.05",+,390.89,1.22,
金融類日報酬反向一倍指數,"4,368.07",-,26.70,-0.61,
漲升股利150指數,"9,075.77",-,11.96,-0.13,
藍籌30指數,"8,587.17",+,3.51,0.04,
工業菁英30指數,"9,557.12",-,2.29,-0.02,
電子菁英30指數,"10,712.23",-,32.41,-0.30,
低波動股利精選30指數,"7,543.42",+,32.13,0.43,
中小型A級動能50指數,"23,450.91",-,114.72,-0.49,
特選高息低波指數,"8,992.07",-,8.77,-0.10,
臺灣永續指數,"9,112.98",+,7.93,0.09,
價值投資指數,"7,099.92",-,27.10,-0.38,
存股雙十等權重指數,"8,285.20",-,6.54,-0.08,
特選大蘋果指數,"9,403.56",+,24.69,0.26,
中小型300指數,"10,946.59",+,11.88,0.11,
臺灣500指數,"9,220.57",+,9.14,0.10,
臺灣勞工權益指數,"8,493.83",-,21.47,-0.25,
微波高息精選20指數,"7,223.41",-,11.07,-0.15,
特選世代行動通訊指數,"8,792.05",+,11.76,0.13,
智慧投資多因子30指數,"5,707.47",-,0.94,-0.02,
臺股期貨指數,"9,708.84",+,4.35,0.04,
特選價值成長指數,"8,016.98",-,3.42,-0.04,
臺灣上櫃永續指數,"7,129.84",-,31.77,-0.44,
特選台股領航指數,"8,481.37",-,10.12,-0.12,
特選Smart多因子指數,"6,820.00",+,4.49,0.07,
特選ESG高股息指數,"5,923.20",-,54.12,-0.91,
特選上櫃ESG成長指數,"5,261.68",-,39.92,-0.75,
特選上櫃ESG電子菁英指數,"5,319.01",-,38.92,-0.73,
臺灣優息存股指數,"4,797.89",-,1.65,-0.03,
特選上櫃ESG永續高股息指數,"7,110.23",-,9.48,-0.13,
特選臺灣金融高股息存股指數,"5,593.50",+,37.61,0.68,
特選臺灣產業龍頭存股等權重指數,"6,573.42",+,2.00,0.03,
上櫃ESG 30指數,"6,234.24",-,13.25,-0.21,
臺灣ESG低碳50指數,"6,121.04",-,8.02,-0.13,
臺灣創新板指數,"5,103.23",+,22.28,0.44,
特選上櫃ESG龍頭指數,"6,012.15",-,55.15,-0.91,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"29,751.96",+,18.63,0.06,
發行量加權股價報酬指數,"38,597.16",+,40.66,0.11,
臺灣公司治理100報酬指數,"14,336.01",+,10.63,0.07,
臺灣50報酬指數,"29,027.07",+,34.54,0.12,
臺灣50權重上限30%報酬指數,"27,670.44",+,28.61,0.10,
臺灣中型100報酬指數,"37,129.35",+,17.25,0.05,
臺灣資訊科技股報酬指數,"51,924.95",-,22.36,-0.04,
臺灣發達報酬指數,"20,042.20",+,61.37,0.31,
臺灣高股息報酬指數,"25,938.54",-,56.35,-0.22,
臺灣就業99報酬指數,"18,989.32",+,17.78,0.09,
臺灣高薪100報酬指數,"15,553.05",-,40.71,-0.26,
未含金融電子報酬指數,"33,880.76",+,80.62,0.24,
小型股300報酬指數,"14,105.97",-,7.93,-0.06,
水泥類報酬指數,329.06,+,0.48,0.15,
食品類報酬指數,"3,351.56",+,12.83,0.38,
塑膠類報酬指數,418.22,+,2.38,0.57,
紡織纖維類報酬指數,"1,065.53",+,2.96,0.28,
電機機械類報酬指數,490.68,+,9.56,1.99,
電器電纜類報酬指數,170.88,+,1.56,0.92,
化學生技醫療類報酬指數,205.96,-,0.24,-0.12,
化學類報酬指數,279.38,+,0.65,0.23,
生技醫療類報酬指數,99.49,-,0.45,-0.45,
玻璃陶瓷類報酬指數,66.31,+,0.27,0.41,
造紙類報酬指數,559.42,+,1.22,0.22,
鋼鐵類報酬指數,257.05,+,0.60,0.23,
橡膠類報酬指數,445.05,+,2.16,0.49,
汽車類報酬指數,681.62,+,4.66,0.69,
電子工業類報酬指數,"1,739.62",-,0.57,-0.03,
半導體類報酬指數,758.20,-,0.22,-0.03,
電腦及週邊設備類報酬指數,556.64,+,0.08,0.01,
光電類報酬指數,58.05,-,0.10,-0.17,
通信網路類報酬指數,326.66,+,1.01,0.31,
電子零組件類報酬指數,396.51,-,1.41,-0.35,
電子通路類報酬指數,605.75,-,12.91,-2.09,
資訊服務類報酬指數,430.90,+,0.57,0.13,
其他電子類報酬指數,175.67,+,1.04,0.60,
建材營造類報酬指數,903.32,+,0.90,0.10,
航運類報酬指數,296.32,-,3.80,-1.27,
觀光餐旅類報酬指數,184.28,-,0.32,-0.17,
金融保險類報酬指數,"3,071.58",+,18.55,0.61,
貿易百貨類報酬指數,457.47,+,1.82,0.40,
油電燃氣類報酬指數,175.46,+,0.46,0.26,
綠能環保類報酬指數,95.57,+,0.27,0.28,
數位雲端類報酬指數,83.25,-,0.13,-0.16,
運動休閒類報酬指數,94.27,-,0.14,-0.15,
居家生活類報酬指數,107.19,+,0.42,0.39,
其他類報酬指數,658.05,+,0.36,0.05,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"4,595.21",-,9.22,-0.20,
臺灣中小型公司治理報酬指數,"13,436.78",-,79.59,-0.59,
臺灣IPO報酬指數,"6,320.91",+,40.45,0.64,
智慧中立報酬指數,"4,242.36",-,2.27,-0.05,
加權指數掩護性臺指買權價外5%報酬指數,"7,791.97",+,8.22,0.11,
臺灣5G報酬指數,"10,768.93",-,29.19,-0.27,
臺灣企業社會責任中小型報酬指數,"14,174.37",-,41.80,-0.29,
特選臺灣電動車代表報酬指數,"9,765.14",+,48.35,0.50,
臺灣5G+通訊報酬指數,"8,240.47",-,19.09,-0.23,
臺灣全市場報酬指數,"6,841.78",+,3.06,0.04,
臺灣全市場半導體報酬指數,"7,192.95",-,28.58,-0.40,
臺灣智慧移動與電動車報酬指數,"5,431.61",-,5.18,-0.10,
特選小資高價30報酬指數,"6,523.52",-,32.34,-0.49,
特選臺灣綠能及電動車報酬指數,"6,039.07",+,19.03,0.32,
特選臺灣智能車供應鏈聯盟報酬指數,"6,001.87",-,3.84,-0.06,
臺灣全市場半導體精選30報酬指數,"5,652.72",-,22.43,-0.40,
特選臺灣高股息30報酬指數,"6,169.27",-,36.71,-0.59,
臺灣友善環境報酬指數,"6,016.51",+,1.15,0.02,
台灣永續價值報酬指數,"5,378.94",+,12.10,0.23,
特選臺灣IC設計報酬指數,"5,012.64",-,52.55,-1.04,
特選臺灣環境永續高股息報酬指數,"8,153.33",-,124.74,-1.51,
臺灣友善環境50報酬指數,"4,942.48",-,2.51,-0.05,
特選臺灣IC設計產業代表報酬指數,"6,405.07",-,64.06,-0.99,
特選臺灣綠能報酬指數,"5,597.08",+,49.01,0.88,
特選臺灣智慧50報酬指數,"4,750.48",+,4.28,0.09,
特選臺灣標竿PCB報酬指數,"5,540.46",-,38.35,-0.69,
臺灣晶圓製造報酬指數,"5,855.53",-,29.49,-0.50,
臺灣精選高息報酬指數,"6,175.31",-,52.72,-0.85,
臺灣多因子優選高股息30報酬指數,"8,208.28",-,37.34,-0.45,
特選臺灣優利高填息30報酬指數,"7,603.52",-,64.39,-0.84,
特選臺灣科技優息報酬指數,"9,039.48",-,62.92,-0.69,
臺灣工業4.0報酬指數,"6,829.96",+,16.55,0.24,
臺灣半導體收益報酬指數,"6,411.55",-,37.07,-0.57,
臺灣優選成長高股息報酬指數,"7,374.37",-,53.96,-0.73,
特選臺灣ESG低碳高息40報酬指數,"8,022.79",-,62.93,-0.78,
臺灣優選多因子30報酬指數,"6,733.98",+,25.94,0.39,
臺灣創新科技50報酬指數,"6,092.71",-,26.98,-0.44,
臺灣全市場新經濟產業報酬指數,"4,805.50",+,0.80,0.02,
臺灣ESG永續高股息等權重報酬指數,"6,356.43",-,29.05,-0.45,
臺灣永續高息中小型報酬指數,"5,850.27",-,34.32,-0.58,
特選臺灣高息優質成長報酬指數,"5,460.72",-,34.70,-0.63,
特選臺灣高息動能報酬指數,"5,736.84",-,60.57,-1.04,
報酬指數(臺灣指數公司),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
漲升股利150報酬指數,"13,011.22",-,17.14,-0.13,
藍籌30報酬指數,"11,376.74",+,4.65,0.04,
工業菁英30報酬指數,"12,811.22",-,3.07,-0.02,
電子菁英30報酬指數,"13,994.52",-,42.35,-0.30,
低波動股利精選30報酬指數,"10,164.69",+,43.30,0.43,
中小型A級動能50報酬指數,"28,496.22",-,139.41,-0.49,
特選高息低波報酬指數,"13,127.72",-,12.81,-0.10,
臺灣永續報酬指數,"12,089.83",+,10.51,0.09,
價值投資報酬指數,"9,950.22",-,37.98,-0.38,
存股雙十等權重報酬指數,"11,248.36",-,8.88,-0.08,
特選大蘋果報酬指數,"11,766.10",+,30.89,0.26,
中小型300報酬指數,"13,259.55",+,14.39,0.11,
臺灣500報酬指數,"11,180.42",+,11.07,0.10,
臺灣勞工權益報酬指數,"10,891.53",-,27.53,-0.25,
微波高息精選20報酬指數,"8,880.05",-,13.61,-0.15,
特選世代行動通訊報酬指數,"10,298.28",+,13.77,0.13,
智慧投資多因子30報酬指數,"7,103.52",-,1.17,-0.02,
特選大蘋果報酬正向兩倍指數,"27,204.95",+,142.47,0.53,
特選大蘋果報酬反向一倍指數,"4,627.77",-,12.21,-0.26,
特選價值成長報酬指數,"10,374.18",-,4.42,-0.04,
臺灣上櫃永續報酬指數,"8,315.45",-,37.06,-0.44,
特選台股領航報酬指數,"10,204.00",-,12.18,-0.12,
特選Smart多因子報酬指數,"7,840.66",+,5.16,0.07,
特選ESG高股息報酬指數,"7,364.38",-,67.29,-0.91,
特選上櫃ESG成長報酬指數,"5,769.99",-,43.79,-0.75,
特選上櫃ESG電子菁英報酬指數,"5,904.02",-,43.20,-0.73,
臺灣優息存股報酬指數,"5,472.74",-,1.88,-0.03,
特選上櫃ESG永續高股息報酬指數,"7,768.37",-,10.36,-0.13,
特選臺灣金融高股息存股報酬指數,"5,938.95",+,39.93,0.68,
特選臺灣產業龍頭存股等權重報酬指數,"6,926.07",+,2.12,0.03,
上櫃ESG 30報酬指數,"6,490.95",-,13.80,-0.21,
臺灣ESG低碳50報酬指數,"6,384.95",-,8.36,-0.13,
臺灣創新板報酬指數,"5,103.23",+,22.28,0.44,
特選上櫃ESG龍頭報酬指數,"6,019.04",-,55.21,-0.91,
112年12月28日 大盤統計資訊,,,,,
成交統計,成交金額(元),成交股數(股),成交筆數,,
1.一般股票,"268,038,136,074","3,332,453,887","1,945,660",,
2.台灣存託憑證,"104,641,480","29,630,602","5,889",,
3.受益憑證,0,0,0,,
4.ETF,"18,768,341,968","1,008,390,652","277,278",,
5.受益證券,"180,744,530","10,636,007",102,,
6.變更交易股票,"23,069,905","4,048,267","1,480",,
7.認購(售)權證,"2,616,042,980","2,191,080,000","85,823",,
