指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"20,083.93",-,74.67,-0.37,
發行量加權股價指數,"17,625.59",-,67.88,-0.38,
臺灣公司治理100指數,"10,252.59",-,54.31,-0.53,
臺灣50指數,"13,730.40",-,98.19,-0.71,
臺灣50權重上限30%指數,"13,020.99",-,66.39,-0.51,
臺灣中型100指數,"14,766.52",+,37.44,0.25,
臺灣資訊科技指數,"23,309.36",-,256.49,-1.09,
臺灣發達指數,"11,345.34",+,45.60,0.40,
臺灣高股息指數,"7,866.06",+,4.57,0.06,
臺灣就業99指數,"10,686.39",+,30.09,0.28,
臺灣高薪100指數,"9,954.41",+,6.72,0.07,
未含金融指數,"15,077.21",-,80.50,-0.53,
未含電子指數,"20,597.19",+,89.67,0.44,
未含金融電子指數,"16,875.33",+,56.10,0.33,
小型股300指數,"9,359.02",-,11.92,-0.13,
水泥窯製類指數,747.36,-,3.17,-0.42,
塑膠化工類指數,970.41,+,3.16,0.33,
機電類指數,"4,564.13",-,41.17,-0.89,
水泥類指數,193.60,-,1.20,-0.62,
食品類指數,"1,878.11",+,3.69,0.20,
塑膠類指數,294.34,+,1.33,0.45,
紡織纖維類指數,597.14,+,1.43,0.24,
電機機械類指數,235.14,-,0.40,-0.17,
電器電纜類指數,87.70,-,0.18,-0.20,
化學生技醫療類指數,123.94,+,0.15,0.12,
化學類指數,154.33,+,1.00,0.65,
生技醫療類指數,66.73,-,0.41,-0.61,
玻璃陶瓷類指數,65.72,+,0.49,0.75,
造紙類指數,387.83,-,2.02,-0.52,
鋼鐵類指數,187.61,+,1.12,0.60,
橡膠類指數,279.94,-,0.12,-0.04,
汽車類指數,320.48,-,2.54,-0.79,
電子工業類指數,819.24,-,7.56,-0.91,
半導體類指數,405.22,-,5.05,-1.23,
電腦及週邊設備類指數,141.46,-,0.57,-0.40,
光電類指數,38.35,-,0.23,-0.60,
通信網路類指數,137.53,+,0.32,0.23,
電子零組件類指數,189.69,-,0.43,-0.23,
電子通路類指數,206.28,-,0.19,-0.09,
資訊服務類指數,130.74,+,0.44,0.34,
其他電子類指數,98.74,-,0.89,-0.89,
建材營造類指數,378.80,-,0.30,-0.08,
航運類指數,267.51,+,4.54,1.73,
觀光類指數,96.26,+,0.18,0.19,
金融保險類指數,"1,890.46",+,12.46,0.66,
貿易百貨類指數,311.59,-,0.05,-0.02,
油電燃氣類指數,123.24,+,0.20,0.16,
其他類指數,389.86,-,0.24,-0.06,
臺指日報酬兩倍指數,"40,096.39",-,310.03,-0.77,
臺指反向一倍指數,"4,006.20",+,15.31,0.38,
電子類兩倍槓桿指數,"38,623.76",-,719.48,-1.83,
電子類反向指數,"3,668.17",+,33.24,0.91,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,301.86",-,12.82,-0.30,
臺灣中小型公司治理指數,"7,753.57",-,9.25,-0.12,
臺灣IPO指數,"7,029.27",+,15.20,0.22,
智慧中立指數,"4,024.10",+,12.98,0.32,
臺灣5G指數,"9,032.35",-,77.17,-0.85,
臺灣企業社會責任中小型指數,"8,931.67",+,7.03,0.08,
特選臺灣電動車代表指數,"6,168.96",+,3.25,0.05,
臺灣5G+通訊指數,"6,547.07",-,67.15,-1.02,
臺灣全市場指數,"5,995.98",-,25.54,-0.42,
臺灣全市場半導體指數,"6,074.99",-,63.93,-1.04,
臺灣電動車與自駕科技永續概念指數,"4,874.25",-,49.90,-1.01,
臺灣智慧移動與電動車指數,"4,747.18",-,38.71,-0.81,
特選小資高價30指數,"5,343.65",-,32.57,-0.61,
特選臺灣綠能及電動車指數,"4,906.72",-,18.24,-0.37,
特選臺灣智能車供應鏈聯盟指數,"4,820.74",-,44.15,-0.91,
臺灣全市場半導體精選30指數,"4,808.28",-,57.63,-1.18,
特選臺灣高股息30指數,"5,206.45",-,8.00,-0.15,
臺灣友善環境指數,"5,440.55",-,12.45,-0.23,
台灣永續價值指數,"5,035.29",-,11.43,-0.23,
特選臺灣IC設計指數,"4,176.57",-,58.53,-1.38,
特選臺灣環境永續高股息指數,"5,061.67",+,8.89,0.18,
臺灣友善環境50指數,"4,714.03",-,19.86,-0.42,
特選台灣策略高股息30指數,"4,944.51",-,7.52,-0.15,
特選臺灣IC設計產業代表指數,"4,688.56",-,47.99,-1.01,
特選臺灣綠能指數,"5,147.07",+,1.64,0.03,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"40,480.96",+,530.13,1.33,
金融類日報酬反向一倍指數,"4,139.25",-,27.65,-0.66,
漲升股利150指數,"9,052.33",-,26.16,-0.29,
藍籌30指數,"8,639.23",-,35.80,-0.41,
工業菁英30指數,"9,337.65",-,60.56,-0.64,
電子菁英30指數,"8,577.13",-,65.90,-0.76,
低波動股利精選30指數,"7,826.72",+,4.22,0.05,
中小型A級動能50指數,"15,871.16",+,3.10,0.02,
特選高息低波指數,"7,898.68",+,11.16,0.14,
臺灣永續指數,"9,007.37",-,31.98,-0.35,
特選內需高收益指數,"6,453.90",-,13.40,-0.21,
價值投資指數,"8,302.45",-,34.80,-0.42,
存股雙十等權重指數,"8,515.12",-,4.31,-0.05,
特選大蘋果指數,"7,199.22",-,57.38,-0.79,
中小型300指數,"9,531.99",+,10.10,0.11,
特股高息20指數,"6,381.47",+,16.64,0.26,
臺灣500指數,"9,118.16",-,30.17,-0.33,
臺灣勞工權益指數,"8,449.41",+,1.15,0.01,
微波高息精選20指數,"7,044.73",+,18.19,0.26,
特選世代行動通訊指數,"6,166.57",+,37.19,0.61,
智慧投資多因子30指數,"6,038.27",-,1.99,-0.03,
臺股期貨指數,"8,755.72",-,42.40,-0.48,
特選價值成長指數,"8,517.12",+,17.38,0.20,
臺灣上櫃永續指數,"6,581.92",-,38.54,-0.58,
特選台股領航指數,"8,000.14",-,12.96,-0.16,
特選Smart多因子指數,"6,847.21",-,29.54,-0.43,
特選ESG高股息指數,"4,923.30",-,13.79,-0.28,
特選上櫃ESG成長指數,"4,848.39",-,45.09,-0.92,
特選上櫃ESG電子菁英指數,"5,196.62",-,44.11,-0.84,
新臺灣高股息指數,"5,390.04",-,0.02,--,
臺灣優息存股指數,"5,435.13",+,17.96,0.33,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"26,889.53",-,99.81,-0.37,
發行量加權股價報酬指數,"35,035.36",-,134.78,-0.38,
臺灣公司治理100報酬指數,"13,450.94",-,71.24,-0.53,
臺灣50報酬指數,"27,606.67",-,197.42,-0.71,
臺灣50權重上限30%報酬指數,"26,250.59",-,133.84,-0.51,
臺灣中型100報酬指數,"27,510.30",+,69.75,0.25,
臺灣資訊科技股報酬指數,"44,288.79",-,487.33,-1.09,
臺灣發達報酬指數,"20,570.77",+,82.68,0.40,
臺灣高股息報酬指數,"19,736.90",+,11.45,0.06,
臺灣就業99報酬指數,"15,837.63",+,44.60,0.28,
臺灣高薪100報酬指數,"13,474.13",+,9.09,0.07,
未含金融電子報酬指數,"33,851.60",+,112.54,0.33,
小型股300報酬指數,"11,818.63",-,14.57,-0.12,
水泥類報酬指數,368.08,-,2.29,-0.62,
食品類報酬指數,"2,827.70",+,5.56,0.20,
塑膠類報酬指數,498.71,+,2.25,0.45,
紡織纖維類報酬指數,938.06,+,2.25,0.24,
電機機械類報酬指數,346.43,-,0.59,-0.17,
電器電纜類報酬指數,129.40,-,0.27,-0.21,
化學生技醫療類報酬指數,188.80,+,0.23,0.12,
化學類報酬指數,250.99,+,1.63,0.65,
生技醫療類報酬指數,92.06,-,0.57,-0.62,
玻璃陶瓷類報酬指數,76.40,+,0.56,0.74,
造紙類報酬指數,571.59,-,2.98,-0.52,
鋼鐵類報酬指數,292.92,+,1.75,0.60,
橡膠類報酬指數,434.24,-,0.19,-0.04,
汽車類報酬指數,496.44,-,3.93,-0.79,
電子工業類報酬指數,"1,485.90",-,13.70,-0.91,
半導體類報酬指數,694.43,-,8.65,-1.23,
電腦及週邊設備類報酬指數,291.96,-,1.16,-0.40,
光電類報酬指數,54.07,-,0.33,-0.61,
通信網路類報酬指數,279.07,+,0.65,0.23,
電子零組件類報酬指數,340.23,-,0.77,-0.23,
電子通路類報酬指數,460.37,-,0.43,-0.09,
資訊服務類報酬指數,289.44,+,0.98,0.34,
其他電子類報酬指數,152.23,-,1.37,-0.89,
建材營造類報酬指數,719.53,-,0.56,-0.08,
航運類報酬指數,378.65,+,6.43,1.73,
觀光類報酬指數,130.46,+,0.24,0.18,
金融保險類報酬指數,"3,128.19",+,20.62,0.66,
貿易百貨類報酬指數,469.44,-,0.08,-0.02,
油電燃氣類報酬指數,187.15,+,0.29,0.16,
其他類報酬指數,638.97,-,0.40,-0.06,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"4,685.77",-,13.96,-0.30,
臺灣中小型公司治理報酬指數,"9,663.87",-,11.54,-0.12,
臺灣IPO報酬指數,"7,898.58",+,23.84,0.30,
智慧中立報酬指數,"4,377.19",+,14.09,0.32,
加權指數掩護性臺指買權價外5%報酬指數,"7,510.87",-,15.38,-0.20,
臺灣5G報酬指數,"9,581.30",-,81.86,-0.85,
臺灣企業社會責任中小型報酬指數,"9,754.01",+,7.67,0.08,
特選臺灣電動車代表報酬指數,"6,604.16",+,3.48,0.05,
臺灣5G+通訊報酬指數,"6,794.08",-,69.68,-1.02,
臺灣全市場報酬指數,"6,176.65",-,26.28,-0.42,
臺灣全市場半導體報酬指數,"6,241.55",-,65.54,-1.04,
臺灣電動車與自駕科技永續概念報酬指數,"5,038.16",-,51.58,-1.01,
臺灣智慧移動與電動車報酬指數,"4,886.43",-,39.84,-0.81,
特選小資高價30報酬指數,"5,482.46",-,33.43,-0.61,
特選臺灣綠能及電動車報酬指數,"5,056.84",-,18.79,-0.37,
特選臺灣智能車供應鏈聯盟報酬指數,"4,952.31",-,45.35,-0.91,
臺灣全市場半導體精選30報酬指數,"4,870.48",-,58.38,-1.18,
特選臺灣高股息30報酬指數,"5,236.42",-,8.05,-0.15,
臺灣友善環境報酬指數,"5,458.20",-,12.50,-0.23,
台灣永續價值報酬指數,"5,044.20",-,11.45,-0.23,
特選臺灣IC設計報酬指數,"4,185.03",-,58.65,-1.38,
特選臺灣環境永續高股息報酬指數,"5,095.61",+,8.95,0.18,
臺灣友善環境50報酬指數,"4,719.94",-,19.89,-0.42,
特選台灣策略高股息30報酬指數,"4,979.66",-,7.58,-0.15,
特選臺灣IC設計產業代表報酬指數,"4,688.56",-,47.99,-1.01,
特選臺灣綠能報酬指數,"5,147.07",+,1.64,0.03,
報酬指數(臺灣指數公司),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
漲升股利150報酬指數,"11,499.34",-,33.23,-0.29,
藍籌30報酬指數,"10,497.31",-,43.51,-0.41,
工業菁英30報酬指數,"11,294.10",-,73.26,-0.64,
電子菁英30報酬指數,"10,276.93",-,78.96,-0.76,
低波動股利精選30報酬指數,"9,742.89",+,5.25,0.05,
中小型A級動能50報酬指數,"18,140.31",+,3.56,0.02,
特選高息低波報酬指數,"10,184.27",+,14.39,0.14,
臺灣永續報酬指數,"10,936.80",-,38.83,-0.35,
特選內需高收益報酬指數,"7,881.55",-,16.36,-0.21,
價值投資報酬指數,"10,331.87",-,43.30,-0.42,
存股雙十等權重報酬指數,"9,786.79",-,4.95,-0.05,
特選大蘋果報酬指數,"8,260.48",-,65.83,-0.79,
中小型300報酬指數,"10,638.27",+,11.28,0.11,
特股高息20報酬指數,"7,185.89",+,18.73,0.26,
臺灣500報酬指數,"10,169.05",-,33.59,-0.33,
臺灣勞工權益報酬指數,"9,586.04",+,1.31,0.01,
微波高息精選20報酬指數,"7,878.61",+,20.35,0.26,
特選世代行動通訊報酬指數,"6,622.66",+,39.94,0.61,
智慧投資多因子30報酬指數,"6,547.14",-,2.16,-0.03,
