指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,102.21",-,11.50,-0.07,
發行量加權股價指數,"15,020.41",-,15.63,-0.10,
臺灣公司治理100指數,"8,729.07",-,19.78,-0.23,
臺灣50指數,"11,716.55",-,33.60,-0.29,
臺灣50權重上限30%指數,"11,056.72",-,15.08,-0.14,
臺灣中型100指數,"12,494.64",+,16.75,0.13,
臺灣資訊科技指數,"19,858.44",-,95.37,-0.48,
臺灣發達指數,"9,851.65",+,2.16,0.02,
臺灣高股息指數,"6,201.35",+,9.64,0.16,
臺灣就業99指數,"8,927.98",+,14.49,0.16,
臺灣高薪100指數,"8,269.59",+,13.39,0.16,
未含金融指數,"12,908.00",-,26.52,-0.21,
未含電子指數,"17,442.40",+,28.77,0.17,
未含金融電子指數,"14,463.76",-,6.17,-0.04,
小型股300指數,"8,036.53",+,7.87,0.10,
水泥窯製類指數,622.88,-,2.35,-0.38,
塑膠化工類指數,802.25,-,1.89,-0.24,
機電類指數,"3,915.07",-,10.14,-0.26,
水泥類指數,166.12,-,0.53,-0.32,
食品類指數,"1,808.06",-,0.27,-0.01,
塑膠類指數,234.77,-,0.72,-0.31,
紡織纖維類指數,541.30,-,1.53,-0.28,
電機機械類指數,218.93,+,0.71,0.33,
電器電纜類指數,83.56,+,0.52,0.63,
化學生技醫療類指數,110.17,-,0.13,-0.12,
化學類指數,132.53,-,0.25,-0.19,
生技醫療類指數,62.37,-,0.03,-0.05,
玻璃陶瓷類指數,45.30,-,0.36,-0.79,
造紙類指數,289.32,-,0.68,-0.23,
鋼鐵類指數,133.33,-,0.89,-0.66,
橡膠類指數,246.85,-,0.23,-0.09,
汽車類指數,320.43,-,4.45,-1.37,
電子工業類指數,701.07,-,1.96,-0.28,
半導體類指數,337.85,-,2.31,-0.68,
電腦及週邊設備類指數,123.79,+,0.06,0.05,
光電類指數,32.02,+,0.09,0.28,
通信網路類指數,136.11,+,1.24,0.92,
電子零組件類指數,154.03,+,1.08,0.71,
電子通路類指數,171.81,-,0.29,-0.17,
資訊服務類指數,124.14,+,1.13,0.92,
其他電子類指數,98.65,+,0.08,0.08,
建材營造類指數,345.27,-,1.11,-0.32,
航運類指數,208.05,+,1.15,0.56,
觀光類指數,94.91,-,0.41,-0.43,
金融保險類指數,"1,559.09",+,9.93,0.64,
貿易百貨類指數,293.44,+,0.37,0.13,
油電燃氣類指數,109.15,-,0.32,-0.29,
其他類指數,351.00,+,2.29,0.66,
臺指日報酬兩倍指數,"28,658.65",-,59.71,-0.21,
臺指反向一倍指數,"4,627.70",+,4.81,0.10,
電子類兩倍槓桿指數,"27,668.79",-,155.14,-0.56,
電子類反向指數,"4,193.92",+,11.66,0.28,
