指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,113.71",+,381.16,2.28,
發行量加權股價指數,"15,036.04",+,333.84,2.27,
臺灣公司治理100指數,"8,748.85",+,207.27,2.43,
臺灣50指數,"11,750.15",+,292.84,2.56,
臺灣50權重上限30%指數,"11,071.80",+,255.31,2.36,
臺灣中型100指數,"12,477.89",+,224.71,1.83,
臺灣資訊科技指數,"19,953.81",+,527.41,2.71,
臺灣發達指數,"9,849.49",+,179.50,1.86,
臺灣高股息指數,"6,191.71",+,92.53,1.52,
臺灣就業99指數,"8,913.49",+,159.88,1.83,
臺灣高薪100指數,"8,256.20",+,167.49,2.07,
未含金融指數,"12,934.52",+,297.06,2.35,
未含電子指數,"17,413.63",+,319.04,1.87,
未含金融電子指數,"14,469.93",+,276.16,1.95,
小型股300指數,"8,028.66",+,127.77,1.62,
水泥窯製類指數,625.23,+,3.88,0.62,
塑膠化工類指數,804.14,+,5.81,0.73,
機電類指數,"3,925.21",+,96.57,2.52,
水泥類指數,166.65,+,0.65,0.39,
食品類指數,"1,808.33",+,19.14,1.07,
塑膠類指數,235.49,+,0.76,0.32,
紡織纖維類指數,542.83,+,15.32,2.90,
電機機械類指數,218.22,+,4.94,2.32,
電器電纜類指數,83.04,+,1.28,1.57,
化學生技醫療類指數,110.30,+,1.53,1.41,
化學類指數,132.78,+,1.34,1.02,
生技醫療類指數,62.40,+,1.12,1.83,
玻璃陶瓷類指數,45.66,+,1.03,2.31,
造紙類指數,290.00,+,3.64,1.27,
鋼鐵類指數,134.22,+,1.91,1.44,
橡膠類指數,247.08,+,3.61,1.48,
汽車類指數,324.88,+,6.47,2.03,
電子工業類指數,703.03,+,17.38,2.53,
半導體類指數,340.16,+,10.74,3.26,
電腦及週邊設備類指數,123.73,+,1.90,1.56,
光電類指數,31.93,+,0.73,2.34,
通信網路類指數,134.87,+,1.34,1.00,
電子零組件類指數,152.95,+,2.37,1.57,
電子通路類指數,172.10,+,2.66,1.57,
資訊服務類指數,123.01,+,1.33,1.09,
其他電子類指數,98.57,+,0.53,0.54,
建材營造類指數,346.38,+,3.95,1.15,
航運類指數,206.90,+,7.28,3.65,
觀光類指數,95.32,+,1.24,1.32,
金融保險類指數,"1,549.16",+,25.68,1.69,
貿易百貨類指數,293.07,+,8.21,2.88,
油電燃氣類指數,109.47,+,0.74,0.68,
其他類指數,348.71,+,11.75,3.49,
