指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"14,614.02",-,157.57,-1.07,
發行量加權股價指數,"12,788.42",-,137.95,-1.07,
臺灣公司治理100指數,"7,267.25",-,77.09,-1.05,
臺灣50指數,"9,565.44",-,99.43,-1.03,
臺灣50權重上限30%指數,"9,290.16",-,82.34,-0.88,
臺灣中型100指數,"11,442.52",-,93.16,-0.81,
臺灣資訊科技指數,"15,920.43",-,206.58,-1.28,
臺灣發達指數,"8,833.34",-,66.75,-0.75,
臺灣高股息指數,"5,434.02",-,58.83,-1.07,
臺灣就業99指數,"8,069.35",-,64.09,-0.79,
臺灣高薪100指數,"7,256.93",-,60.62,-0.83,
未含金融指數,"10,901.80",-,132.37,-1.20,
未含電子指數,"15,692.02",-,129.83,-0.82,
未含金融電子指數,"13,001.80",-,146.37,-1.11,
小型股300指數,"7,327.35",-,136.86,-1.83,
水泥窯製類指數,546.91,-,3.55,-0.64,
塑膠化工類指數,753.38,-,7.61,-1.00,
機電類指數,"3,222.76",-,40.15,-1.23,
水泥類指數,139.62,-,1.19,-0.85,
食品類指數,"1,758.43",-,11.31,-0.64,
塑膠類指數,226.28,-,1.36,-0.60,
紡織纖維類指數,548.05,-,2.39,-0.43,
電機機械類指數,196.13,-,1.30,-0.66,
電器電纜類指數,85.22,-,1.32,-1.53,
化學生技醫療類指數,98.84,-,1.86,-1.85,
化學類指數,116.10,-,1.91,-1.62,
生技醫療類指數,57.41,-,1.21,-2.06,
玻璃陶瓷類指數,52.43,+,0.24,0.46,
造紙類指數,292.42,-,2.08,-0.71,
鋼鐵類指數,126.52,-,0.95,-0.75,
橡膠類指數,220.87,-,3.32,-1.48,
汽車類指數,304.15,-,8.88,-2.84,
電子工業類指數,574.91,-,7.23,-1.24,
半導體類指數,258.29,-,4.46,-1.70,
電腦及週邊設備類指數,111.74,-,0.35,-0.31,
光電類指數,30.06,-,0.67,-2.18,
通信網路類指數,121.18,-,0.76,-0.62,
電子零組件類指數,138.61,-,0.51,-0.37,
電子通路類指數,157.14,-,0.97,-0.61,
資訊服務類指數,114.77,-,1.54,-1.32,
其他電子類指數,93.88,-,0.25,-0.27,
建材營造類指數,333.33,-,2.79,-0.83,
航運類指數,144.04,-,3.83,-2.59,
觀光類指數,94.20,-,0.87,-0.92,
金融保險類指數,"1,405.18",-,2.13,-0.15,
貿易百貨類指數,248.65,-,3.43,-1.36,
油電燃氣類指數,107.16,-,0.30,-0.28,
其他類指數,304.99,-,2.41,-0.78,
臺指日報酬兩倍指數,"20,564.70",-,448.51,-2.13,
臺指反向一倍指數,"5,382.03",+,56.83,1.07,
電子類兩倍槓桿指數,"18,322.47",-,466.71,-2.48,
電子類反向指數,"5,038.64",+,61.81,1.24,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,602.52",-,79.31,-2.15,
臺灣中小型公司治理指數,"5,783.96",-,20.73,-0.36,
臺灣IPO指數,"3,952.87",-,127.80,-3.13,
