指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"22,273.79",-,871.98,-3.77,
發行量加權股價指數,"19,527.12",-,774.08,-3.81,
臺灣公司治理100指數,"11,137.79",-,501.68,-4.31,
臺灣50指數,"15,112.51",-,768.62,-4.84,
臺灣50權重上限30%指數,"13,641.07",-,556.36,-3.92,
臺灣中型100指數,"18,913.07",-,486.07,-2.51,
臺灣資訊科技指數,"29,767.88",-,"1,749.14",-5.55,
臺灣發達指數,"9,706.40",-,148.19,-1.50,
臺灣高股息指數,"9,200.62",-,224.67,-2.38,
臺灣就業99指數,"12,073.28",-,339.40,-2.73,
臺灣高薪100指數,"10,360.59",-,283.25,-2.66,
未含金融指數,"17,072.19",-,722.45,-4.06,
未含電子指數,"19,020.35",-,285.90,-1.48,
未含金融電子指數,"15,476.19",-,218.85,-1.39,
小型股300指數,"11,091.78",-,209.09,-1.85,
水泥窯製類指數,589.73,-,9.44,-1.58,
塑膠化工類指數,743.50,-,15.78,-2.08,
機電類指數,"5,695.02",-,290.32,-4.85,
水泥類指數,154.80,-,2.20,-1.40,
食品類指數,"2,088.93",-,21.49,-1.02,
塑膠類指數,185.18,-,2.99,-1.59,
紡織纖維類指數,604.70,-,8.22,-1.34,
電機機械類指數,461.44,-,11.24,-2.38,
電器電纜類指數,128.50,-,3.15,-2.39,
化學生技醫療類指數,128.02,-,4.09,-3.10,
化學類指數,164.18,-,4.51,-2.67,
生技醫療類指數,68.01,-,2.42,-3.44,
玻璃陶瓷類指數,47.43,-,1.40,-2.87,
造紙類指數,335.53,-,6.49,-1.90,
鋼鐵類指數,143.65,-,1.95,-1.34,
橡膠類指數,277.40,-,2.17,-0.78,
汽車類指數,394.38,-,9.12,-2.26,
電子工業類指數,"1,008.64",-,52.56,-4.95,
半導體類指數,487.82,-,31.83,-6.13,
電腦及週邊設備類指數,254.27,-,8.84,-3.36,
光電類指數,36.03,-,1.05,-2.83,
通信網路類指數,146.07,-,1.82,-1.23,
電子零組件類指數,208.75,-,6.94,-3.22,
電子通路類指數,281.65,-,5.76,-2.00,
資訊服務類指數,189.70,-,2.45,-1.28,
其他電子類指數,132.67,-,4.57,-3.33,
建材營造類指數,551.41,+,0.19,0.03,
航運類指數,155.54,+,1.35,0.88,
觀光餐旅類指數,129.67,-,2.09,-1.59,
金融保險類指數,"1,772.58",-,30.09,-1.67,
貿易百貨類指數,284.38,-,1.60,-0.56,
油電燃氣類指數,94.69,-,1.36,-1.42,
綠能環保類指數,116.88,+,0.05,0.04,
數位雲端類指數,64.58,-,1.66,-2.51,
運動休閒類指數,94.41,-,2.35,-2.43,
居家生活類指數,110.86,-,1.26,-1.12,
其他類指數,361.72,-,5.90,-1.60,
臺指日報酬兩倍指數,"46,690.84",-,"3,854.57",-7.63,
臺指反向一倍指數,"3,422.37",+,125.70,3.81,
