指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"17,579.04",+,7.37,0.04,
發行量加權股價指數,"15,420.57",+,3.22,0.02,
臺灣公司治理100指數,"8,940.22",+,2.04,0.02,
臺灣50指數,"11,993.42",+,10.66,0.09,
臺灣50權重上限30%指數,"11,312.08",-,0.02,--,
臺灣中型100指數,"13,000.57",-,1.49,-0.01,
臺灣資訊科技指數,"20,386.25",+,39.31,0.19,
臺灣發達指數,"10,060.93",-,38.22,-0.38,
臺灣高股息指數,"6,256.10",-,7.93,-0.13,
臺灣就業99指數,"9,203.89",+,15.47,0.17,
臺灣高薪100指數,"8,446.68",-,4.41,-0.05,
未含金融指數,"13,242.66",+,0.23,--,
未含電子指數,"17,908.33",-,14.62,-0.08,
未含金融電子指數,"14,817.33",-,27.95,-0.19,
小型股300指數,"8,312.60",-,0.05,--,
水泥窯製類指數,638.57,+,0.46,0.07,
塑膠化工類指數,833.11,+,2.19,0.26,
機電類指數,"4,021.97",+,3.75,0.09,
水泥類指數,169.92,+,0.34,0.20,
食品類指數,"1,827.23",-,0.81,-0.04,
塑膠類指數,243.18,-,0.74,-0.30,
紡織纖維類指數,563.89,,--,--,
電機機械類指數,226.42,+,0.36,0.16,
電器電纜類指數,92.20,+,0.60,0.66,
化學生技醫療類指數,116.13,+,1.65,1.44,
化學類指數,137.45,-,0.31,-0.23,
生技醫療類指數,66.91,+,2.12,3.27,
玻璃陶瓷類指數,47.20,-,0.41,-0.86,
造紙類指數,300.07,+,0.81,0.27,
鋼鐵類指數,139.11,-,1.15,-0.82,
橡膠類指數,250.53,+,1.85,0.74,
汽車類指數,327.78,+,1.73,0.53,
電子工業類指數,719.72,+,0.63,0.09,
半導體類指數,346.91,+,0.81,0.23,
電腦及週邊設備類指數,123.56,+,0.42,0.34,
光電類指數,33.74,+,0.36,1.08,
通信網路類指數,136.96,-,1.12,-0.81,
電子零組件類指數,160.68,-,0.66,-0.41,
電子通路類指數,175.04,+,0.81,0.46,
資訊服務類指數,127.57,+,1.36,1.08,
其他電子類指數,102.66,-,0.51,-0.49,
建材營造類指數,355.11,+,0.71,0.20,
航運類指數,201.95,-,2.66,-1.30,
觀光類指數,96.66,-,0.14,-0.14,
金融保險類指數,"1,608.78",+,2.58,0.16,
貿易百貨類指數,301.89,+,1.17,0.39,
油電燃氣類指數,110.99,-,0.22,-0.20,
其他類指數,364.14,-,2.06,-0.56,
臺指日報酬兩倍指數,"30,192.25",+,12.61,0.04,
臺指反向一倍指數,"4,505.52",-,0.94,-0.02,
電子類兩倍槓桿指數,"29,138.59",+,50.97,0.18,
電子類反向指數,"4,082.11",-,3.58,-0.09,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"4,080.33",+,63.92,1.59,
臺灣中小型公司治理指數,"6,842.01",-,11.77,-0.17,
臺灣IPO指數,"5,171.97",+,22.92,0.45,
智慧中立指數,"3,681.41",-,22.60,-0.61,
臺灣5G指數,"7,564.22",-,12.16,-0.16,
臺灣企業社會責任中小型指數,"7,928.04",+,14.34,0.18,
特選臺灣電動車代表指數,"5,705.04",+,53.27,0.94,
臺灣5G+通訊指數,"5,778.66",-,4.42,-0.08,
臺灣全市場指數,"5,234.48",+,2.83,0.05,
臺灣全市場半導體指數,"4,841.78",+,1.26,0.03,
