指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價指數,"14,938.70",+,52.74,0.35,
發行量加權股價指數,"13,026.71",+,40.11,0.31,
臺灣公司治理100指數,"7,342.84",+,10.54,0.14,
臺灣50指數,"9,662.43",+,2.55,0.03,
臺灣50權重上限30%指數,"9,393.70",+,17.03,0.18,
臺灣中型100指數,"11,872.74",+,99.34,0.84,
臺灣資訊科技指數,"16,186.21",-,25.90,-0.16,
臺灣發達指數,"8,937.85",+,46.51,0.52,
臺灣高股息指數,"5,512.20",+,25.19,0.46,
臺灣就業99指數,"8,235.32",+,48.56,0.59,
臺灣高薪100指數,"7,357.08",+,34.14,0.47,
未含金融指數,"11,116.11",+,23.99,0.22,
未含電子指數,"15,905.58",+,113.62,0.72,
未含金融電子指數,"13,190.09",+,81.02,0.62,
小型股300指數,"7,593.32",+,34.29,0.45,
水泥窯製類指數,552.26,+,6.34,1.16,
塑膠化工類指數,762.70,-,0.66,-0.09,
機電類指數,"3,296.39",+,1.34,0.04,
水泥類指數,140.03,+,0.64,0.46,
食品類指數,"1,764.68",-,0.70,-0.04,
塑膠類指數,227.38,-,0.32,-0.14,
紡織纖維類指數,558.75,+,7.86,1.43,
電機機械類指數,204.77,+,2.17,1.07,
電器電纜類指數,87.96,-,0.54,-0.61,
化學生技醫療類指數,101.90,-,0.03,-0.03,
化學類指數,119.84,+,0.53,0.44,
生技醫療類指數,59.10,-,0.31,-0.52,
玻璃陶瓷類指數,54.92,+,2.64,5.05,
造紙類指數,288.09,+,1.94,0.68,
鋼鐵類指數,125.61,-,0.50,-0.40,
橡膠類指數,224.07,+,0.24,0.11,
汽車類指數,309.68,+,1.53,0.50,
電子工業類指數,587.69,+,0.12,0.02,
半導體類指數,263.07,-,0.71,-0.27,
電腦及週邊設備類指數,113.94,+,0.35,0.31,
光電類指數,31.87,+,0.22,0.70,
通信網路類指數,122.52,+,0.59,0.48,
電子零組件類指數,148.12,+,1.18,0.80,
電子通路類指數,160.16,+,2.33,1.48,
資訊服務類指數,116.50,-,0.12,-0.10,
其他電子類指數,92.88,-,0.23,-0.25,
建材營造類指數,334.48,+,2.26,0.68,
航運類指數,146.52,+,4.29,3.02,
觀光類指數,97.10,+,1.22,1.27,
金融保險類指數,"1,421.54",+,13.38,0.95,
貿易百貨類指數,252.04,-,0.78,-0.31,
油電燃氣類指數,107.70,+,0.57,0.53,
其他類指數,313.50,+,1.90,0.61,
臺指日報酬兩倍指數,"21,331.62",+,130.96,0.62,
臺指反向一倍指數,"5,281.93",-,16.36,-0.31,
電子類兩倍槓桿指數,"19,134.40",+,7.81,0.04,
電子類反向指數,"4,925.98",-,1.01,-0.02,
價格指數(跨市場),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技指數,"3,852.80",-,3.97,-0.10,
臺灣中小型公司治理指數,"6,060.95",+,55.57,0.93,
臺灣IPO指數,"4,240.19",+,42.51,1.01,
智慧中立指數,"3,448.87",-,3.40,-0.10,
臺灣5G指數,"6,415.81",+,16.41,0.26,
臺灣企業社會責任中小型指數,"7,279.76",+,34.74,0.48,
特選臺灣電動車代表指數,"5,409.03",+,12.17,0.23,
臺灣5G+通訊指數,"4,826.30",+,5.04,0.10,
臺灣全市場指數,"4,393.25",+,13.59,0.31,
臺灣全市場半導體指數,"3,916.66",+,8.34,0.21,
臺灣電動車與自駕科技永續概念指數,"3,546.68",+,0.84,0.02,
臺灣智慧移動與電動車指數,"3,354.36",+,11.75,0.35,
特選小資高價30指數,"3,737.95",+,17.50,0.47,
特選臺灣綠能及電動車指數,"3,895.83",+,5.31,0.14,
特選臺灣智能車供應鏈聯盟指數,"3,633.79",+,1.58,0.04,
臺灣全市場半導體精選30指數,"3,082.77",+,8.98,0.29,
特選臺灣高股息30指數,"3,449.89",+,12.25,0.36,
臺灣友善環境指數,"3,935.24",+,6.56,0.17,
台灣永續價值指數,"3,682.05",+,11.58,0.32,
特選臺灣IC設計指數,"2,301.24",+,25.83,1.14,
特選臺灣環境永續高股息指數,"3,626.46",+,0.87,0.02,
臺灣友善環境50指數,"3,410.99",+,3.19,0.09,
特選台灣策略高股息30指數,"3,372.79",+,15.23,0.45,
特選臺灣IC設計產業代表指數,"2,757.23",+,16.86,0.62,
特選臺灣綠能指數,"4,210.30",+,27.37,0.65,
特選臺灣成長高股息指數,"3,360.59",+,17.20,0.51,
特選臺灣智慧50指數,"3,205.53",+,18.65,0.59,
特選臺灣標竿PCB指數,"3,440.98",+,20.58,0.60,
臺灣晶圓製造指數,"3,598.17",+,7.35,0.20,
臺灣精選高息指數,"3,361.34",+,5.80,0.17,
臺灣多因子優選高股息30指數,"4,361.27",+,13.23,0.30,
特選臺灣優利高填息30指數,"3,937.49",+,19.45,0.50,
價格指數(臺灣指數公司),,,,,
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
金融類日報酬兩倍指數,"22,390.92",+,417.57,1.90,
金融類日報酬反向一倍指數,"5,386.39",-,51.67,-0.95,
漲升股利150指數,"7,022.74",+,17.60,0.25,
藍籌30指數,"6,242.68",+,5.26,0.08,
工業菁英30指數,"6,656.76",-,9.13,-0.14,
電子菁英30指數,"6,508.36",+,35.89,0.55,
低波動股利精選30指數,"6,061.30",+,24.28,0.40,
中小型A級動能50指數,"12,688.52",+,146.85,1.17,
特選高息低波指數,"6,159.07",+,14.83,0.24,
臺灣永續指數,"6,612.78",+,13.05,0.20,
特選內需高收益指數,"5,408.73",+,19.61,0.36,
價值投資指數,"5,000.02",+,58.98,1.19,
存股雙十等權重指數,"6,051.07",+,33.83,0.56,
特選大蘋果指數,"5,893.50",+,20.38,0.35,
中小型300指數,"7,599.02",+,51.57,0.68,
特股高息20指數,"5,469.86",+,34.78,0.64,
臺灣500指數,"6,741.39",+,21.79,0.32,
臺灣勞工權益指數,"6,622.24",+,30.92,0.47,
微波高息精選20指數,"5,858.54",+,27.73,0.48,
特選世代行動通訊指數,"5,459.92",+,11.06,0.20,
智慧投資多因子30指數,"4,291.85",+,15.52,0.36,
臺股期貨指數,"6,831.01",+,37.75,0.56,
特選價值成長指數,"5,618.67",+,46.32,0.83,
臺灣上櫃永續指數,"4,992.42",+,41.66,0.84,
特選台股領航指數,"5,865.61",-,1.14,-0.02,
特選Smart多因子指數,"4,833.43",+,0.67,0.01,
特選ESG高股息指數,"3,562.16",+,17.93,0.51,
特選上櫃ESG成長指數,"3,637.72",+,34.27,0.95,
特選上櫃ESG電子菁英指數,"3,709.09",+,38.00,1.04,
新臺灣高股息指數,"3,999.03",+,18.56,0.47,
臺灣優息存股指數,"4,294.90",+,29.85,0.70,
特選上櫃ESG永續高股息指數,"5,199.78",+,50.53,0.98,
特選臺灣金融高股息存股指數,"4,611.42",+,53.85,1.18,
報酬指數(臺灣證券交易所),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
寶島股價報酬指數,"20,866.75",+,73.67,0.35,
發行量加權股價報酬指數,"27,035.01",+,83.24,0.31,
臺灣公司治理100報酬指數,"10,071.25",+,14.46,0.14,
臺灣50報酬指數,"20,197.53",+,5.34,0.03,
臺灣50權重上限30%報酬指數,"19,846.15",+,35.97,0.18,
臺灣中型100報酬指數,"23,211.94",+,194.22,0.84,
臺灣資訊科技股報酬指數,"31,767.22",-,50.83,-0.16,
臺灣發達報酬指數,"17,232.08",+,89.66,0.52,
臺灣高股息報酬指數,"15,215.40",+,69.54,0.46,
臺灣就業99報酬指數,"12,844.97",+,75.73,0.59,
臺灣高薪100報酬指數,"10,605.27",+,49.21,0.47,
未含金融電子報酬指數,"28,056.63",+,172.34,0.62,
小型股300報酬指數,"10,053.85",+,45.40,0.45,
水泥類報酬指數,278.27,+,1.27,0.46,
食品類報酬指數,"2,759.23",-,1.10,-0.04,
塑膠類報酬指數,417.34,-,0.58,-0.14,
紡織纖維類報酬指數,914.04,+,12.87,1.43,
電機機械類報酬指數,309.31,+,3.27,1.07,
電器電纜類報酬指數,135.71,-,0.83,-0.61,
化學生技醫療類報酬指數,159.86,-,0.05,-0.03,
化學類報酬指數,201.62,+,0.88,0.44,
生技醫療類報酬指數,83.63,-,0.44,-0.52,
玻璃陶瓷類報酬指數,69.43,+,3.34,5.05,
造紙類報酬指數,448.23,+,3.02,0.68,
鋼鐵類報酬指數,212.37,-,0.84,-0.39,
橡膠類報酬指數,359.98,+,0.38,0.11,
汽車類報酬指數,497.04,+,2.46,0.50,
電子工業類報酬指數,"1,103.49",+,0.22,0.02,
半導體類報酬指數,463.16,-,1.25,-0.27,
電腦及週邊設備類報酬指數,251.45,+,0.75,0.30,
光電類報酬指數,47.08,+,0.33,0.71,
通信網路類報酬指數,257.14,+,1.25,0.49,
電子零組件類報酬指數,275.18,+,2.20,0.81,
電子通路類報酬指數,384.65,+,5.61,1.48,
資訊服務類報酬指數,271.73,-,0.26,-0.10,
其他電子類報酬指數,150.24,-,0.38,-0.25,
建材營造類報酬指數,673.95,+,4.55,0.68,
航運類報酬指數,234.13,+,6.85,3.01,
觀光類報酬指數,134.89,+,1.69,1.27,
金融保險類報酬指數,"2,468.30",+,23.24,0.95,
貿易百貨類報酬指數,391.62,-,1.22,-0.31,
油電燃氣類報酬指數,170.48,+,0.91,0.54,
其他類報酬指數,532.89,+,3.22,0.61,
報酬指數(跨市場),,,,,
報酬指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記
臺灣生技報酬指數,"4,267.50",-,4.41,-0.10,
臺灣中小型公司治理報酬指數,"7,960.70",+,72.98,0.93,
臺灣IPO報酬指數,"4,950.33",+,49.62,1.01,
智慧中立報酬指數,"3,991.76",-,3.93,-0.10,
加權指數掩護性臺指買權價外5%報酬指數,"5,936.33",+,18.07,0.31,
臺灣5G報酬指數,"7,172.87",+,18.36,0.26,
