110年03月29日 個股日本益比、殖利率及股價淨值比,110年03月29日 個股日本益比、殖利率及股價淨值比,110年03月29日 個股日本益比、殖利率及股價淨值比,110年03月29日 個股日本益比、殖利率及股價淨值比,110年03月29日 個股日本益比、殖利率及股價淨值比,110年03月29日 個股日本益比、殖利率及股價淨值比,110年03月29日 個股日本益比、殖利率及股價淨值比,110年03月29日 個股日本益比、殖利率及股價淨值比
1313,聯成,20.55,4.87,109,12.45,1.06,109/4
1314,中石化,11.05,2.71,108,52.62,0.51,109/4
1315,達新,74.6,10.72,109,1.84,0.82,109/4
1316,上曜,11.9,0.0,108,59.50,1.13,109/4
1319,東陽,36.35,2.2,109,26.15,0.99,109/4
1321,大洋,35.8,0.0,108,11.05,1.20,109/4
1323,永裕,34.5,4.64,109,10.68,1.41,109/4
1324,地球,10.45,2.87,109,47.50,0.82,109/3
1325,恆大,91.8,0.33,108,5.47,2.43,109/3
1326,台化,87.9,2.84,109,26.32,1.49,109/4
1337,再生-KY,7.98,0.0,108,-,0.37,109/4
1338,廣華-KY,69.5,5.04,108,19.80,0.92,109/4
1339,昭輝,40.5,4.94,109,25.47,0.87,109/4
1340,勝悅-KY,10.35,0.0,108,-,0.29,109/3
1341,富林-KY,68.0,7.35,108,10.81,2.76,109/4
1342,八貫,56.7,4.41,109,19.29,3.32,109/3
1402,遠東新,29.9,4.52,109,17.90,0.80,109/3
1409,新纖,17.5,6.29,109,11.59,0.93,109/3
1410,南染,34.1,2.93,108,40.12,2.01,109/3
1413,宏洲,8.79,0.0,108,-,1.09,109/3
1414,東和,15.2,1.32,108,56.30,1.07,109/4
1416,廣豐,11.25,0.0,108,-,0.59,109/3
1417,嘉裕,11.85,2.53,109,-,0.88,109/4
1418,東華,6.8,0.0,108,-,0.83,109/3
1419,新紡,40.8,2.45,108,37.43,1.46,109/3
1423,利華,23.5,0.51,108,9.18,1.08,109/4
1432,大魯閣,15.0,26.67,108,-,1.40,109/4
1434,福懋,30.65,3.26,109,24.52,0.84,109/4
1435,中福,23.7,0.0,108,-,3.48,109/3
1436,華友聯,39.7,5.04,109,21.12,1.40,109/4
1437,勤益控,23.85,2.94,109,13.55,0.76,109/4
1438,三地開發,25.9,0.0,108,55.11,4.70,109/3
1439,雋揚,25.65,19.49,108,58.30,1.03,109/3
1440,南紡,19.25,1.82,109,33.77,1.27,109/4
1441,大東,8.57,0.0,108,-,1.01,109/3
1442,名軒,18.05,2.77,109,85.95,1.20,109/4
1443,立益物流,10.8,0.0,108,-,1.26,109/3
1444,力麗,12.05,0.0,108,-,1.15,109/3
1445,大宇,13.15,1.52,109,-,1.08,109/4
1446,宏和,29.3,1.02,109,366.25,2.67,109/3
1447,力鵬,9.89,0.0,108,-,0.89,109/3
1449,佳和,21.95,0.0,108,-,1.91,109/3
1451,年興,17.45,3.44,109,-,0.48,109/4
1452,宏益,18.3,3.83,109,25.07,0.97,109/4
1453,大將,8.56,2.34,108,-,0.67,109/3
1454,台富,8.93,2.24,109,-,0.71,109/4
1455,集盛,12.0,0.0,108,-,0.98,109/4
1456,怡華,18.25,0.0,108,25.00,1.33,109/4
1457,宜進,17.45,5.73,108,6.19,0.85,109/3
1459,聯發,8.9,0.0,108,-,1.01,109/4
1460,宏遠,8.53,0.0,108,-,0.95,109/3
1463,強盛新,12.9,2.33,109,39.09,0.99,109/4
1464,得力,17.8,8.43,108,-,1.46,109/4
1465,偉全,13.0,2.31,109,-,0.79,109/4
1466,聚隆,16.85,0.0,108,44.34,1.19,109/4
1467,南緯,20.15,0.0,108,-,1.56,109/3
1468,昶和,14.15,0.0,108,47.17,1.81,109/3
1470,大統新創,18.0,2.33,109,43.90,1.60,109/4
1471,首利,7.12,0.0,108,4.16,1.11,109/3
1472,三洋實業,9.56,0.0,108,-,2.56,109/3
1473,台南,18.3,1.09,109,-,0.82,109/4
1474,弘裕,12.75,0.0,108,15.00,0.86,109/3
1475,業旺,39.8,0.0,108,568.57,6.37,109/4
1476,儒鴻,473.0,2.33,109,30.50,6.77,109/4
1477,聚陽,245.5,3.26,109,26.26,5.35,109/4
1503,士電,48.7,3.29,109,15.12,1.03,109/3
1504,東元,31.85,3.61,109,17.60,1.00,109/4
1506,正道,9.83,0.0,108,-,1.79,109/3
1507,永大,60.1,3.66,108,20.72,2.13,109/3
1512,瑞利,5.04,0.0,108,-,6.46,109/4
1513,中興電,53.5,2.24,108,26.35,2.41,109/3
1514,亞力,26.1,4.6,108,16.52,1.76,109/3
1515,力山,95.3,3.78,109,21.13,4.63,109/4
1516,川飛,24.95,3.01,109,30.06,2.11,109/4
1517,利奇,17.8,1.97,109,23.42,1.22,109/4
1519,華城,45.15,2.88,109,25.80,3.32,109/4
1521,大億,52.9,2.46,109,26.99,2.38,109/3
1522,堤維西,23.65,5.92,108,28.15,1.15,109/4
1524,耿鼎,11.2,1.88,109,50.91,0.84,109/4
1525,江申,83.7,2.63,109,18.98,1.42,109/4
1526,日馳,46.4,3.88,109,15.62,2.46,109/4
1527,鑽全,47.0,2.55,108,15.99,1.58,109/4
1528,恩德,10.0,1.0,109,-,0.92,109/4
1529,樂事綠能,16.45,3.04,109,25.31,1.47,109/4
1530,亞崴,36.2,6.91,109,9.23,1.12,109/4
1531,高林股,15.75,1.27,108,-,0.82,109/4
1532,勤美,31.65,2.91,108,50.24,1.05,109/3
1533,車王電,69.8,0.72,108,81.16,2.80,109/4
1535,中宇,40.3,3.35,109,25.19,1.68,109/4
1536,和大,114.5,0.96,109,102.23,4.59,109/4
1537,廣隆,149.0,6.71,109,13.91,3.06,109/4
1538,正峰,8.45,0.0,108,-,1.01,109/3
1539,巨庭,20.85,3.84,108,-,1.07,109/3
1540,喬福,15.9,6.29,108,-,1.02,109/4
1541,錩泰,59.0,0.0,108,12.14,2.91,109/3
1558,伸興,169.0,5.62,109,12.28,2.05,109/4
1560,中砂,70.3,3.98,108,19.37,2.24,109/4
1568,倉佑,31.15,0.96,109,311.50,2.14,109/4
1582,信錦,86.5,5.78,109,11.08,1.81,109/4
1583,程泰,62.8,4.78,109,14.31,1.43,109/4
1587,吉茂,28.55,1.75,108,10.73,1.44,109/4
1589,永冠-KY,78.6,1.91,109,16.94,1.01,109/4
1590,亞德客-KY,1030.0,0.89,109,40.19,8.66,109/4
1592,英瑞-KY,2.7,0.0,108,-,0.20,109/3
1597,直得,124.0,1.21,109,49.21,4.74,109/4
1598,岱宇,122.0,0.91,108,21.90,4.18,109/3
1603,華電,26.45,1.89,108,10.62,0.79,109/3
1604,聲寶,29.8,8.39,109,6.46,1.48,109/3
1605,華新,19.25,4.68,109,9.30,0.74,109/4
1608,華榮,13.8,5.07,109,18.16,0.86,109/4
1609,大亞,19.9,1.51,108,14.53,1.56,109/3
1611,中電,13.25,2.26,109,5.30,1.03,109/3
1612,宏泰,23.5,2.13,108,18.80,1.49,109/3
1614,三洋電,36.75,2.59,109,27.02,1.79,109/4
1615,大山,30.25,6.61,108,11.33,1.83,109/4
1616,億泰,6.11,0.0,108,611.00,0.77,109/4
1617,榮星,15.2,3.95,109,14.90,1.23,109/4
1618,合機,14.95,2.01,108,14.95,0.78,109/4
1626,艾美特-KY,26.25,3.81,109,23.44,1.17,109/4
1701,中化,23.1,4.33,109,12.91,1.05,109/3
1702,南僑,47.15,4.24,109,12.31,1.77,109/4
1707,葡萄王,181.0,3.54,109,19.40,3.72,109/4
1708,東鹼,23.1,6.93,108,30.39,0.91,109/3
1709,和益,16.8,7.14,109,14.48,1.12,109/4
1710,東聯,19.65,1.53,108,-,1.42,109/4
1711,永光,16.6,1.81,108,42.56,1.12,109/4
1712,興農,22.65,5.74,109,13.32,1.35,109/4
1713,國化,20.95,3.15,109,34.34,1.35,109/4
1714,和桐,9.71,0.0,108,5.78,0.79,109/4
1717,長興,35.85,3.91,108,17.49,1.95,109/4
1718,中纖,9.92,5.04,109,7.75,0.54,109/3
1720,生達,39.15,3.83,108,13.36,1.76,109/4
1721,三晃,10.7,4.67,109,3.77,0.80,109/4
1722,台肥,55.1,3.99,108,20.71,1.06,109/3
1723,中碳,107.5,2.6,109,34.79,3.82,109/4
1724,台硝,12.8,1.95,109,64.00,0.84,109/4
1725,元禎,20.9,4.59,109,15.26,1.11,109/4
1726,永記,72.1,4.44,108,14.05,1.33,109/4
1727,中華化,11.7,1.71,108,-,1.00,109/4
1730,花仙子,71.4,5.41,109,12.98,2.60,109/4
1731,美吾華,18.8,5.32,109,14.57,1.33,109/4
1732,毛寶,25.15,1.99,109,27.64,2.18,109/4
1733,五鼎,24.15,4.6,108,25.42,1.46,109/4
1734,杏輝,31.55,0.63,109,87.64,1.96,109/3
1735,日勝化,16.6,3.01,109,22.43,1.11,109/4
1736,喬山,85.8,1.63,108,38.13,2.78,109/4
1737,臺鹽,34.0,3.97,109,18.58,1.09,109/4
1760,寶齡富錦,83.4,0.84,109,231.67,5.16,109/4
1762,中化生,58.8,2.55,109,9.70,1.90,109/3
1773,勝一,114.0,4.04,109,17.48,3.56,109/4
1776,展宇,16.8,5.95,109,30.55,1.24,109/3
1783,和康生,30.95,2.62,109,34.01,2.50,109/4
1786,科妍,59.5,3.13,108,28.33,2.58,109/4
1789,神隆,25.95,1.93,109,72.08,1.95,109/4
1795,美時,76.0,0.0,108,18.18,2.13,109/4
1802,台玻,19.65,2.54,109,23.12,1.30,109/4
1805,寶徠,16.1,0.0,108,-,2.67,109/4
1806,冠軍,8.2,0.0,108,-,0.65,109/3
1808,潤隆,58.3,0.69,109,182.19,4.25,109/4
1809,中釉,12.55,1.59,108,-,0.72,109/3
1810,和成,10.5,0.0,108,61.76,0.68,109/3
1817,凱撒衛,35.1,5.7,109,11.51,1.49,109/4
1903,士紙,59.9,0.0,108,-,4.57,109/4
1904,正隆,34.05,5.29,109,10.13,1.49,109/4
1905,華紙,13.6,0.0,108,-,1.01,109/3
1906,寶隆,18.15,2.2,109,29.27,0.43,109/4
1907,永豐餘,30.95,4.85,109,9.86,1.14,109/4
1909,榮成,25.15,2.39,109,33.99,1.27,109/4
2002,中鋼,25.55,1.17,109,425.83,1.35,109/4
2006,東和鋼鐵,43.8,3.42,109,13.04,1.69,109/4
2007,燁興,8.82,0.0,108,-,0.95,109/3
2008,高興昌,16.0,0.0,108,-,1.16,109/4
2009,第一銅,31.05,2.58,109,141.14,2.45,109/4
2010,春源,14.15,4.24,109,17.91,0.88,109/4
2012,春雨,19.9,3.02,109,26.53,1.51,109/4
2013,中鋼構,42.0,6.67,109,12.88,1.69,109/4
2014,中鴻,18.3,1.64,109,49.46,1.72,109/4
2015,豐興,70.5,4.96,109,15.67,2.11,109/4
2017,官田鋼,12.45,0.0,108,-,1.13,109/3
2020,美亞,21.7,8.53,108,12.33,1.54,109/4
2022,聚亨,6.82,0.0,108,-,0.80,109/4
2023,燁輝,13.15,0.0,108,-,0.97,109/3
2024,志聯,16.65,1.5,109,59.46,1.43,109/4
2025,千興,2.71,0.0,108,-,1.76,109/4
2027,大成鋼,30.5,3.93,108,-,1.71,109/3
2028,威致,24.45,0.0,108,13.22,2.65,109/4
2029,盛餘,24.5,2.04,109,31.82,0.89,109/4
2030,彰源,13.45,3.72,109,34.49,0.96,109/4
2031,新光鋼,39.35,5.08,109,14.63,1.58,109/4
2032,新鋼,14.0,2.5,108,24.14,1.07,109/4
2033,佳大,13.6,2.21,109,54.40,1.05,109/4
2034,允強,27.25,5.5,108,28.09,1.31,109/4
2038,海光,18.1,2.76,109,-,1.13,109/3
2049,上銀,402.0,0.57,109,68.95,4.83,109/4
2059,川湖,327.0,1.87,109,26.76,2.80,109/4
2062,橋椿,30.3,0.33,109,-,0.95,109/4
2069,運錩,16.9,2.96,108,65.00,0.80,109/4
2101,南港,40.55,2.34,109,38.62,3.01,109/4
2102,泰豐,20.3,0.0,108,-,1.25,109/3
2103,台橡,28.4,1.27,109,-,1.66,109/4
2104,國際中橡,26.15,0.38,109,34.87,0.85,109/4
2105,正新,47.0,2.55,109,25.41,1.89,109/4
2106,建大,42.1,1.9,108,39.35,2.00,109/4
2107,厚生,24.65,6.09,109,9.37,0.75,109/4
2108,南帝,99.0,4.04,109,13.73,4.49,109/4
2109,華豐,17.9,0.0,108,15.98,1.97,109/4
2114,鑫永銓,130.5,3.83,108,17.66,3.66,109/4
2115,六暉-KY,49.05,5.1,109,7.45,1.63,109/4
2201,裕隆,43.45,0.0,108,-,0.91,109/3
2204,中華,67.0,10.45,109,-,0.90,109/3
2206,三陽工業,31.9,3.17,108,15.41,1.75,109/3
2207,和泰車,587.0,2.39,108,23.15,4.90,109/4
2208,台船,22.4,0.0,108,-,2.12,109/4
2227,裕日車,280.0,7.6,108,12.84,3.88,109/4
2228,劍麟,79.0,1.33,109,33.62,1.70,109/3
2231,為升,238.5,3.02,108,118.66,9.51,109/4
2233,宇隆,93.8,3.52,108,15.06,2.02,109/4
2236,百達-KY,20.2,2.08,108,2020.00,0.79,109/3
2239,英利-KY,99.9,1.85,109,24.55,1.06,109/4
2241,艾姆勒,60.8,0.99,109,760.00,3.16,109/4
2243,宏旭-KY,11.0,0.0,108,-,0.67,109/3
2247,汎德永業,245.5,4.48,109,17.49,2.01,109/3
2301,光寶科,62.7,5.42,109,14.55,1.98,109/4
2302,麗正,21.2,0.0,108,424.00,2.15,109/3
2303,聯電,49.35,3.24,109,21.00,2.60,109/4
2305,全友,9.26,0.0,108,115.75,0.86,109/4
2308,台達電,288.0,1.91,109,29.36,5.13,109/4
2312,金寶,13.05,2.38,108,65.25,1.20,109/3
2313,華通,43.5,3.45,109,11.13,1.78,109/4
2314,台揚,34.7,0.0,108,-,3.27,109/4
2316,楠梓電,32.05,1.56,108,14.06,0.79,109/4
2317,鴻海,128.5,3.27,108,17.20,1.47,109/3
2321,東訊,6.23,0.0,108,-,2.56,109/3
2323,中環,9.52,2.1,108,-,0.60,109/3
2324,仁寶,26.1,4.6,108,16.73,1.10,109/3
2327,國巨*,554.0,2.36,108,26.92,4.09,109/3
2328,廣宇,45.5,1.43,109,35.55,2.11,109/4
2329,華泰,17.3,0.87,108,-,1.68,109/4
2330,台積電,599.0,1.67,109,29.99,8.40,109/4
2331,精英,32.65,0.31,109,85.92,1.65,109/3
2332,友訊,24.1,1.24,109,12.68,1.70,109/4
2337,旺宏,45.05,2.66,109,15.70,2.31,109/4
2338,光罩,69.8,2.15,109,20.96,4.06,109/4
2340,台亞,27.3,5.09,109,17.84,1.33,109/4
2342,茂矽,39.55,0.0,108,-,3.09,109/3
2344,華邦電,29.8,0.67,109,90.30,1.81,109/4
2345,智邦,279.5,2.33,109,30.85,10.75,109/4
2347,聯強,55.2,5.98,109,11.29,1.69,109/4
2348,海悅,105.0,7.62,109,9.52,3.88,109/3
2349,錸德,10.4,0.0,108,-,1.14,109/3
2351,順德,80.6,2.23,109,41.98,2.58,109/4
2352,佳世達,32.85,2.28,108,12.93,1.79,109/4
2353,宏碁,31.25,4.8,109,15.55,1.56,109/4
2354,鴻準,74.1,3.37,108,19.30,1.04,109/3
2355,敬鵬,32.6,1.53,109,271.67,0.85,109/4
2356,英業達,27.25,4.77,108,12.22,1.70,109/3
2357,華碩,374.0,6.95,109,10.46,1.38,109/4
2358,廷鑫,14.3,1.4,108,130.00,1.09,109/4
2359,所羅門,17.95,2.79,109,149.58,0.69,109/4
2360,致茂,190.5,2.36,109,34.39,4.98,109/4
2362,藍天,29.9,1.34,108,26.70,0.45,109/4
2363,矽統,18.35,8.72,109,-,1.00,109/3
2364,倫飛,3.6,0.0,108,32.73,2.61,109/4
2365,昆盈,11.8,3.56,108,11.35,0.88,109/3
2367,燿華,22.4,3.57,108,-,1.39,109/3
2368,金像電,54.7,2.74,109,14.32,3.19,109/4
2369,菱生,16.5,0.0,108,-,1.24,109/4
2371,大同,27.5,0.0,108,34.38,1.79,109/3
2373,震旦行,93.2,6.44,109,15.20,3.01,109/3
2374,佳能,15.5,1.94,108,-,0.77,109/3
2375,凱美,117.0,1.71,109,28.68,2.16,109/3
2376,技嘉,97.5,2.26,108,14.17,2.26,109/4
2377,微星,166.5,3.66,109,17.68,3.96,109/4
2379,瑞昱,489.5,2.25,108,31.99,9.10,109/3
2380,虹光,9.36,0.0,108,-,1.54,109/3
2382,廣達,98.0,3.78,108,17.82,2.75,109/3
2383,台光電,171.0,4.09,109,15.43,3.40,109/4
2385,群光,100.5,5.47,109,12.90,2.54,109/4
2387,精元,65.7,3.04,109,10.33,1.70,109/4
2388,威盛,52.7,0.0,108,5.51,2.80,109/4
2390,云辰,18.0,0.0,108,31.03,1.68,109/3
2392,正崴,48.05,5.2,108,11.00,1.02,109/3
2393,億光,45.15,4.98,109,16.18,1.14,109/4
2395,研華,356.5,1.99,109,37.97,8.00,109/4
2397,友通,67.5,7.41,108,19.07,2.60,109/4
2399,映泰,27.55,0.0,108,33.60,2.32,109/3
2401,凌陽,29.55,1.02,108,53.73,2.07,109/4
2402,毅嘉,19.0,2.63,109,47.50,0.99,109/4
2404,漢唐,246.0,6.91,109,11.63,4.69,109/4
2405,輔信,13.9,0.0,108,81.76,1.40,109/4
2406,國碩,20.5,0.0,108,-,2.50,109/3
2408,南亞科,91.2,1.43,109,36.48,1.82,109/4
2409,友達,21.3,1.41,109,59.17,1.11,109/4
2412,中華電,112.0,3.85,109,25.99,2.30,109/4
2413,環科,29.1,0.0,108,-,2.32,109/4
2414,精技,28.05,6.42,109,12.47,1.63,109/4
2415,錩新,40.8,1.23,109,61.82,2.34,109/4
2417,圓剛,46.0,0.22,108,7.20,2.15,109/4
2419,仲琦,23.9,4.18,109,27.47,1.55,109/4
2420,新巨,36.95,6.9,109,12.74,1.75,109/4
2421,建準,52.6,4.56,109,15.52,2.87,109/4
2423,固緯,24.4,4.92,109,17.81,1.52,109/4
2424,隴華,25.3,0.0,108,-,3.73,109/3
2425,承啟,37.45,0.8,108,44.58,2.21,109/3
2426,鼎元,28.7,1.05,108,28.42,2.21,109/4
2427,三商電,11.55,2.6,109,18.33,0.96,109/4
2428,興勤,192.0,2.86,109,17.76,3.37,109/4
2429,銘旺科,17.7,0.0,108,-,2.90,109/4
2430,燦坤,25.25,6.14,109,13.65,0.88,109/4
2431,聯昌,12.25,0.0,108,26.06,0.99,109/3
2433,互盛電,53.6,6.72,109,13.64,1.99,109/3
2434,統懋,31.6,0.0,108,-,2.54,109/4
2436,偉詮電,52.0,3.08,109,26.80,2.87,109/4
2438,翔耀,11.15,0.0,108,159.29,1.14,109/4
2439,美律,134.0,3.85,109,21.24,2.38,109/4
2440,太空梭,15.9,0.0,108,12.33,1.86,109/3
2441,超豐,69.9,4.43,109,14.94,2.21,109/4
2442,新美齊,10.85,2.76,109,16.95,0.78,109/4
2443,昶虹,2.58,0.0,108,-,0.58,109/3
2444,兆勁,15.95,0.0,108,-,1.88,109/3
2449,京元電子,41.05,4.87,109,13.82,1.71,109/4
2450,神腦,33.8,4.29,108,20.00,1.48,109/4
2451,創見,65.2,4.68,109,23.37,1.50,109/4
2453,凌群,24.2,6.2,109,14.24,1.29,109/4
2454,聯發科,941.0,1.12,108,45.81,4.40,109/3
2455,全新,112.5,2.3,109,39.06,7.17,109/4
2456,奇力新,110.5,1.81,109,18.70,1.12,109/4
2457,飛宏,26.95,0.0,108,-,1.91,109/4
2458,義隆,194.0,4.64,109,17.41,6.25,109/4
2459,敦吉,52.5,6.29,109,12.35,1.23,109/4
2460,建通,38.0,0.0,108,-,2.93,109/4
2461,光群雷,20.45,4.69,109,-,1.29,109/3
2462,良得電,29.75,2.35,108,27.80,1.65,109/3
2464,盟立,47.25,4.23,109,18.03,2.25,109/4
2465,麗臺,39.65,0.0,108,79.30,6.70,109/4
2466,冠西電,33.7,0.0,108,112.33,3.21,109/3
2467,志聖,49.35,5.47,109,16.79,2.93,109/4
2468,華經,13.6,3.68,108,17.66,0.83,109/3
2471,資通,29.55,5.08,109,14.28,1.82,109/4
2472,立隆電,76.1,3.94,109,16.30,2.21,109/4
2474,可成,207.5,4.82,108,7.48,1.00,109/4
2476,鉅祥,32.65,3.68,109,21.06,1.28,109/4
2477,美隆電,32.85,4.41,109,23.30,2.18,109/3
2478,大毅,80.3,2.24,108,17.38,1.99,109/4
2480,敦陽科,70.8,6.07,109,15.13,2.66,109/4
2481,強茂,54.6,1.92,108,20.22,2.55,109/4
2482,連宇,10.9,0.0,108,-,0.93,109/4
2483,百容,20.75,3.37,109,27.30,0.96,109/4
2484,希華,24.2,4.13,109,23.73,1.23,109/4
2485,兆赫,18.3,0.0,108,-,0.90,109/4
2486,一詮,28.7,0.0,108,-,2.04,109/4
2488,漢平,33.0,4.55,109,14.54,1.28,109/4
2489,瑞軒,17.3,0.0,108,25.44,1.13,109/4
2491,吉祥全,22.05,0.0,108,4.23,1.81,109/3
2492,華新科,251.5,2.19,108,18.42,3.16,109/4
2493,揚博,38.2,6.54,109,14.15,1.86,109/4
2495,普安,13.4,2.24,109,-,0.92,109/4
2496,卓越,59.4,7.58,109,17.95,1.38,109/4
2497,怡利電,38.0,0.0,108,-,3.37,109/4
2498,宏達電,29.7,0.0,108,-,0.81,109/4
2501,國建,19.65,5.09,108,17.70,0.98,109/3
2504,國產,26.5,5.66,109,12.62,1.54,109/4
2505,國揚,38.6,0.39,108,5.56,2.24,109/3
2506,太設,10.2,0.0,108,-,0.54,109/4
2509,全坤建,19.2,3.65,108,18.64,0.95,109/4
2511,太子,11.05,3.62,109,22.55,0.74,109/4
2514,龍邦,14.9,0.0,108,4.85,0.58,109/4
2515,中工,8.93,2.58,109,22.33,0.67,109/4
2516,新建,4.99,0.0,108,-,0.65,109/4
2520,冠德,39.25,3.82,108,9.74,1.48,109/3
2524,京城,36.3,0.0,108,7.89,0.95,109/3
2527,宏璟,21.25,6.59,109,17.00,0.82,109/3
2528,皇普,23.35,0.0,108,-,2.06,109/4
2530,華建,14.15,0.71,108,-,1.27,109/3
2534,宏盛,19.4,5.15,109,15.16,0.72,109/3
2535,達欣工,31.8,7.89,109,8.78,1.25,109/4
2536,宏普,22.65,5.3,108,12.31,0.62,109/4
2537,聯上發,9.98,0.0,108,58.71,0.74,109/3
2538,基泰,10.05,4.98,108,-,0.70,109/3
2539,櫻花建,33.3,4.8,109,22.65,2.40,109/4
2540,愛山林,67.7,0.0,108,15.15,2.02,109/3
2542,興富發,43.55,4.59,109,20.74,1.71,109/4
2543,皇昌,6.98,0.0,108,38.78,0.83,109/3
2545,皇翔,43.0,10.47,109,9.79,1.29,109/3
2546,根基,49.85,6.02,108,11.03,1.80,109/3
2547,日勝生,11.35,5.37,108,16.45,0.87,109/4
2548,華固,92.8,7.54,109,9.23,1.48,109/4
2597,潤弘,98.4,4.57,108,13.16,3.13,109/4
2601,益航,10.8,12.04,108,-,0.87,109/3
2603,長榮,43.8,5.71,109,8.81,2.28,109/4
2605,新興,21.5,2.33,109,89.58,0.87,109/4
2606,裕民,39.4,3.05,109,37.88,1.44,109/4
2607,榮運,18.25,1.64,109,28.52,0.83,109/4
2608,嘉里大榮,43.4,3.34,108,13.52,1.97,109/4
2609,陽明,35.25,0.0,108,106.82,4.76,109/3
2610,華航,15.45,0.0,108,515.00,1.45,109/4
2611,志信,13.4,0.0,108,-,1.05,109/3
2612,中航,35.55,2.25,108,21.29,0.72,109/4
2613,中櫃,21.4,0.93,109,93.04,0.95,109/4
2614,東森,17.2,5.81,108,18.30,1.53,109/4
2615,萬海,55.4,3.61,109,25.89,3.33,109/3
2616,山隆,34.55,5.21,108,12.66,0.92,109/4
2617,台航,24.5,3.27,108,19.76,0.95,109/4
2618,長榮航,15.9,1.57,108,-,1.09,109/4
2630,亞航,17.35,1.67,109,54.22,1.39,109/4
2633,台灣高鐵,30.85,3.4,109,29.66,2.48,109/4
2634,漢翔,29.15,4.08,108,69.40,1.97,109/4
2636,台驊控股,53.5,5.98,109,11.56,2.00,109/4
2637,慧洋-KY,33.0,4.3,108,220.00,0.93,109/4
2642,宅配通,34.7,5.19,109,15.84,1.67,109/4
2701,萬企,11.9,2.1,109,27.67,0.73,109/3
2702,華園,17.9,0.0,108,-,2.06,109/4
2704,國賓,29.15,0.0,108,2915.00,0.96,109/4
2705,六福,20.45,0.0,108,-,3.06,109/4
2706,第一店,14.0,1.07,109,43.75,0.78,109/4
2707,晶華,156.5,2.81,109,30.21,5.99,109/4
2712,遠雄來,38.0,1.84,109,58.46,3.16,109/3
2722,夏都,29.8,1.68,109,37.72,1.81,109/4
2723,美食-KY,170.5,2.35,109,36.98,3.00,109/3
2727,王品,176.5,2.44,109,38.54,3.85,109/4
2731,雄獅,97.1,2.06,108,-,4.33,109/3
2739,寒舍,26.0,3.85,108,-,1.93,109/4
2748,雲品,43.75,2.29,109,30.38,2.50,109/4
2801,彰銀,17.5,4.57,108,25.74,1.10,109/4
2809,京城銀,39.05,4.61,109,7.95,0.94,109/4
2812,台中銀,11.45,6.03,109,11.80,0.83,109/4
2816,旺旺保,20.75,6.65,108,6.87,0.81,109/3
2820,華票,15.55,5.59,109,13.18,0.82,109/4
2823,中壽,25.55,4.7,108,7.77,0.67,109/4
2832,台產,22.35,4.47,108,11.76,0.84,109/4
2834,臺企銀,9.98,7.01,108,15.84,0.76,109/4
